Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,8,256000000,3221.25,316.62,0.14,4474976.84,100%
write,write,5,160000000,6287.2,660.4,0.09,2796860.52,100%
read,read,10,320000000,3256.7,335.4,0.18,5915409.64,100%
write,write,4,128000000,5382,204.5,0.07,2366163.86,100%
read,read,15,480000000,3184.87,82.2,0.26,8301912.9,100%
write,write,2,64000000,5022,293.5,0.03,1106921.72,100%
read,read,10,320000000,3006.4,217,0.17,5428881.65,100%
write,write,5,160000000,5775.8,460.8,0.08,2714440.83,100%
read,read,10,320000000,3588.9,204.9,0.17,5498659.7,100%
write,write,5,160000000,4461,528.8,0.09,2749329.85,100%
read,read,13,416000000,3079.54,161.15,0.22,6945719.87,100%
write,write,3,96000000,6619.67,389.67,0.05,1602858.43,100%
read,read,16,512000000,3172.62,203.75,0.27,8739885.97,100%
write,write,2,64000000,3910,219.5,0.03,1092485.75,100%
read,read,10,320000000,3460.7,90.7,0.17,5589812.57,100%
write,write,4,128000000,5660,325.25,0.07,2235925.03,100%
