Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,0,0,N/A,N/A,0,0,N/A
write,write,1,32000000,59893,3173,0.02,534286.14,100%
read,read,1,32000000,15757,430,0.06,2030843.43,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,96000000,18288,3998,0.05,1749653.71,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,1,32000000,58854,3021,0.02,543718.35,100%
read,read,0,0,N/A,N/A,0,0,N/A
write,write,1,32000000,59960,3024,0.02,533689.13,100%
read,read,3,96000000,17211,1589,0.06,1859276.04,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,32000000,17316,526,0.06,1848001.85,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,1,32000000,59540,1944,0.02,537453.81,100%
read,read,3,96000000,15282,1831,0.07,2093966.76,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,2,64000000,15782.5,1137.5,0.06,2027562.17,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,96000000,15905.67,1904.33,0.06,2011861.6,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,96000000,14977.33,2216.67,0.07,2136561.92,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,2,64000000,17322,1118,0.06,1847361.74,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,1,32000000,58837,3337,0.02,543875.45,100%
read,read,3,96000000,14581,1681.67,0.07,2194636.86,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,32000000,19323,459,0.05,1656057.55,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,32000000,19376,399,0.05,1651527.66,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,4,128000000,14250.75,1082.25,0.07,2245495.85,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,32000000,11947,271,0.08,2678496.69,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,32000000,17866,474,0.06,1791111.61,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,4,128000000,13241.25,1654.25,0.08,2416690.27,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
