Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,46,46000000,1346.07,620.65,0.39,391070,100%
write,write,24,24000000,2320.96,2100.75,0.2,204036.52,100%
read,read,49,49000000,1927.22,1030.22,0.41,409045.75,100%
write,write,13,13000000,1950.38,1722.38,0.11,108522.34,100%
read,read,41,41000000,1361.73,821.37,0.35,348009.13,100%
write,write,25,25000000,2479.24,2219.88,0.21,212200.69,100%
read,read,36,36000000,1740.08,791.14,0.3,301083.9,100%
write,write,21,21000000,2710.62,2377,0.18,175632.28,100%
read,read,51,51000000,1787,1141.96,0.44,435543.79,100%
write,write,16,16000000,1622.25,1413.25,0.14,136641.19,100%
read,read,44,44000000,1361.75,651.5,0.4,403932.84,100%
write,write,24,24000000,2042.12,1799.38,0.22,220327,100%
read,read,44,44000000,1517.64,910.48,0.37,368873.76,100%
write,write,27,27000000,1944.48,1741.22,0.23,226354.35,100%
read,read,47,47000000,1483.98,675.74,0.42,419160.07,100%
write,write,15,15000000,2825.33,2546,0.13,133774.49,100%
read,read,46,46000000,1834.17,975.5,0.38,384628.25,100%
write,write,16,16000000,2201.38,1790.44,0.13,133783.74,100%
read,read,51,51000000,1546.49,539.76,0.45,446948.92,100%
write,write,25,25000000,1409.36,1237.28,0.22,219092.61,100%
read,read,47,47000000,1597.94,915.79,0.4,400641.03,100%
write,write,20,20000000,2110.4,1846.3,0.17,170485.54,100%
read,read,50,50000000,1874.08,1068.18,0.45,448571.3,100%
write,write,18,18000000,986.5,770.61,0.16,161485.67,100%
read,read,40,40000000,1760.4,790.08,0.34,338495.39,100%
write,write,16,16000000,2984.12,2745.81,0.14,135398.16,100%
read,read,43,43000000,929.14,351.19,0.38,382691.66,100%
write,write,25,25000000,2896,2689,0.22,222495.15,100%
read,read,48,48000000,1653.83,1114.75,0.41,414468.4,100%
write,write,16,16000000,2276.44,1953.25,0.14,138156.13,100%
read,read,53,53000000,1437.53,858.58,0.45,449697.51,100%
write,write,20,20000000,2082.95,1853.65,0.17,169697.18,100%
read,read,53,53000000,1219.94,463.13,0.46,456369.37,100%
write,write,19,19000000,2709.05,2360.53,0.16,163604.11,100%
read,read,48,48000000,1355.96,795.4,0.43,430015.05,100%
write,write,23,23000000,2023.26,1718.61,0.21,206048.88,100%
read,read,47,47000000,1662.26,895.68,0.42,422673.27,100%
write,write,23,23000000,1437.48,1148.74,0.21,206840.11,100%
read,read,64,64000000,1180.2,716.69,0.59,585169.61,100%
write,write,33,33000000,1025.27,792.55,0.3,301728.08,100%
read,read,51,51000000,1277.14,711.27,0.43,433485.48,100%
write,write,21,21000000,2500.62,2169.29,0.18,178494.02,100%
read,read,39,39000000,1729.59,998.51,0.36,359254.96,100%
write,write,20,20000000,2055,1755.3,0.18,184233.31,100%
read,read,52,52000000,1451.5,706.83,0.45,447157.97,100%
