Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,267,267000000,275.84,88.85,2.23,2233991.82,100%
write,write,124,124000000,369.62,258.72,1.04,1037509.31,100%
read,read,263,263000000,270.18,82.51,2.2,2199511.59,100%
write,write,135,135000000,359.19,216.42,1.13,1129026.86,100%
read,read,267,267000000,272.73,90.24,2.24,2236480.6,100%
write,write,124,124000000,375.4,288.06,1.04,1038665.15,100%
read,read,273,273000000,294.48,104.41,2.28,2282322.45,100%
write,write,108,108000000,363.06,251.93,0.9,902896.79,100%
read,read,276,276000000,276.05,92.41,2.31,2309449.5,100%
write,write,116,116000000,373.22,263.12,0.97,970638.19,100%
read,read,282,282000000,270.78,96.5,2.36,2358253.89,100%
write,write,115,115000000,375.65,255.04,0.96,961699.28,100%
read,read,291,291000000,274.77,96.76,2.43,2434677.84,100%
write,write,117,117000000,338.06,227.25,0.98,978891.09,100%
read,read,290,290000000,276.68,92.1,2.42,2419812.42,100%
write,write,110,110000000,359.87,240.91,0.92,917859.88,100%
read,read,268,268000000,281.46,94.47,2.24,2244969.76,100%
write,write,123,123000000,357.14,251.38,1.03,1030340.6,100%
read,read,258,258000000,266.66,90.05,2.16,2156090.96,100%
write,write,145,145000000,350.69,229.94,1.21,1211756.55,100%
read,read,276,276000000,274.69,97.37,2.3,2301918.27,100%
write,write,120,120000000,367.23,260.31,1,1000834.03,100%
read,read,252,252000000,270.81,91.17,2.1,2103435.61,100%
write,write,143,143000000,360.39,276.95,1.19,1193616.24,100%
read,read,256,256000000,280.76,92.85,2.15,2148047.46,100%
write,write,125,125000000,378.33,266.15,1.05,1048851.3,100%
read,read,264,264000000,279.58,102.61,2.21,2206748.97,100%
write,write,113,113000000,405.41,277.11,0.94,944555.43,100%
read,read,285,285000000,277.74,87.97,2.39,2386355.07,100%
write,write,114,114000000,353.15,235.49,0.95,954542.03,100%
read,read,263,263000000,285.81,94.63,2.2,2197031.08,100%
write,write,119,119000000,374.11,253.75,0.99,994093.91,100%
