Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
09:57:06,81,26,81000000,26000000,42.72,60.38,14.65,27.65,16.1,5.17,16096979.33,5166931.64,100%,100%,0,0,0
09:57:11,70,40,70000000,40000000,37.26,60.62,12.13,26.33,13.9,7.94,13899920.57,7942811.76,100%,100%,1,1,1
09:57:16,68,39,68000000,39000000,37.88,62.26,12.26,28.69,13.57,7.78,13570145.68,7782877.67,100%,100%,2,2,2
09:57:21,79,34,79000000,34000000,37.1,61.15,12.03,27.18,15.76,6.78,15759026.53,6782365.85,100%,100%,3,3,3
09:57:26,81,33,81000000,33000000,37.3,60.91,12.01,27.3,16.07,6.55,16074617.98,6548918.44,100%,100%,4,4,4
09:57:31,80,33,80000000,33000000,37.41,61.55,12.16,27.42,15.9,6.56,15901411.25,6559332.14,100%,100%,5,5,5
09:57:36,76,33,76000000,33000000,39.25,61.79,12.03,27.67,15.13,6.57,15127388.54,6568471.34,100%,100%,6,6,6
09:57:41,90,28,90000000,28000000,36.87,60.04,11.72,27.5,18,5.6,17996400.72,5598880.22,100%,100%,7,7,7
09:57:46,93,25,93000000,25000000,37.53,60.8,12.29,27.72,18.55,4.99,18551765.41,4987033.71,100%,100%,8,8,8
09:57:51,0,0,N/A,N/A,0,0,N/A,9,9,9
09:57:56,78,36,78000000,36000000,36.99,60.22,11.99,27.64,30.84,14.23,30842230.13,14234875.44,100%,100%,10,10,10
09:58:01,67,42,67000000,42000000,36.99,60.02,11.97,27.36,13.39,8.39,13386613.39,8391608.39,100%,100%,11,11,11
09:58:06,77,35,77000000,35000000,37.21,61.31,12.04,27.37,15.35,6.98,15353938.19,6979062.81,100%,100%,12,12,12
09:58:11,77,34,77000000,34000000,37.53,62.44,12.19,28.65,15.34,6.78,15344758.87,6775607.81,100%,100%,13,13,13
09:58:16,84,31,84000000,31000000,37.49,61.29,12.06,27.55,16.62,6.13,16620498.61,6133755.44,100%,100%,14,14,14
09:58:21,78,33,78000000,33000000,38.22,62.85,12.31,28.48,15.42,6.52,15418066.81,6523028.27,100%,100%,15,15,15
09:58:26,83,31,83000000,31000000,37.6,62.1,12.12,27.87,16.44,6.14,16435643.56,6138613.86,100%,100%,16,16,16
09:58:31,81,32,81000000,32000000,37.54,61.56,12.4,27.91,16.15,6.38,16145106.64,6378313.73,100%,100%,17,17,17
09:58:36,73,36,73000000,36000000,38.01,62.25,12.21,28,14.54,7.17,14541832.67,7171314.74,100%,100%,18,18,18
09:58:41,74,36,74000000,36000000,37.43,62.19,12.23,28.36,14.76,7.18,14761619.79,7181328.55,100%,100%,19,19,19
09:58:46,72,37,72000000,37000000,37.51,62.11,12.15,28.24,14.39,7.39,14388489.21,7394084.73,100%,100%,20,20,20
09:58:51,82,31,82000000,31000000,37.55,62.74,11.88,28.06,16.32,6.17,16315161.16,6167926.78,100%,100%,21,21,21
09:58:56,82,31,82000000,31000000,37.6,62,12.28,28,16.38,6.19,16380343.59,6192568.92,100%,100%,22,22,22
09:59:01,74,36,74000000,36000000,37.23,62.36,11.88,28.19,14.79,7.2,14794082.37,7197121.15,100%,100%,23,23,23
09:59:06,62,43,62000000,43000000,37.63,62.42,12.11,28.28,12.36,8.57,12357982.86,8570859.08,100%,100%,24,24,24
09:59:11,75,35,75000000,35000000,37.97,61.6,12.21,28.8,14.98,6.99,14982021.57,6991610.07,100%,100%,25,25,25
09:59:16,90,27,90000000,27000000,37.38,61.59,12.33,28.26,17.89,5.37,17892644.14,5367793.24,100%,100%,26,26,26
09:59:21,73,26,73000000,26000000,37.74,62.62,12.38,28.38,16.65,5.93,16647662.49,5929304.45,100%,100%,27,27,27
