Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,613,613000000,140.63,54.39,5.12,5115665.79,100%
write,write,251,251000000,133.88,84.35,2.09,2094669.03,100%
read,read,606,606000000,130.85,54.56,5.06,5061345.85,100%
write,write,264,264000000,153.06,102.84,2.2,2204942.75,100%
read,read,613,613000000,133.84,50.66,5.12,5115409.65,100%
write,write,259,259000000,145.73,94.8,2.16,2161323.16,100%
read,read,598,598000000,138.73,55.49,5,4999372.99,100%
write,write,247,247000000,148.21,93.56,2.06,2064958.41,100%
read,read,588,588000000,138.65,56.39,4.9,4904373.07,100%
write,write,255,255000000,150.35,99.56,2.13,2126896.48,100%
read,read,615,615000000,137.82,55.89,5.13,5133684.48,100%
write,write,249,249000000,140.55,94.26,2.08,2078516.16,100%
read,read,627,627000000,134.93,53.05,5.23,5226306.58,100%
write,write,238,238000000,148.47,91.71,1.98,1983829.29,100%
read,read,596,596000000,137.71,56.24,4.97,4974169.37,100%
write,write,248,248000000,152.1,98.49,2.07,2069788.6,100%
