Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
prepare,write,320,320000000,274.59,165.76,3.64,3640541.99,100%
prepare,write,320,320000000,276.17,169.44,3.62,3620319.04,100%
prepare,write,320,320000000,277.71,204.56,3.6,3599793.01,100%
prepare,write,320,320000000,271.82,150.7,3.68,3677611.39,100%
prepare,write,310,310000000,281.67,172.51,3.55,3549266.1,100%
prepare,write,310,310000000,272.3,161.78,3.67,3671289.33,100%
prepare,write,310,310000000,277.94,170.26,3.6,3596871.88,100%
prepare,write,310,310000000,281.64,171.69,3.55,3549753.81,100%
prepare,write,310,310000000,281.74,163.95,3.55,3548534.8,100%
prepare,write,310,310000000,280.67,172.75,3.56,3561785.49,100%
prepare,write,310,310000000,283.45,165.67,3.53,3526775.05,100%
prepare,write,310,310000000,284.4,156.88,3.52,3515337.08,100%
prepare,write,310,310000000,279.13,175.84,3.58,3581827.43,100%
prepare,write,310,310000000,283.4,166.43,3.53,3527818.56,100%
prepare,write,310,310000000,278.6,165.16,3.59,3588419.82,100%
prepare,write,310,310000000,287.11,216.51,3.48,3481894.15,100%
