Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,188,188000000,423.61,192.69,1.57,1574394.32,100%
write,write,75,75000000,530.11,342.87,0.63,628082.84,100%
read,read,153,153000000,443.98,198.28,1.28,1278943.41,100%
write,write,85,85000000,608.15,401.27,0.71,710524.12,100%
read,read,182,182000000,430.37,199.55,1.53,1527768.45,100%
write,write,69,69000000,591.14,383.32,0.58,579208.92,100%
read,read,152,152000000,463.77,209.36,1.28,1276120.59,100%
write,write,84,84000000,578.68,418.25,0.71,705224.54,100%
read,read,190,190000000,459.29,201.12,1.59,1592103.17,100%
write,write,59,59000000,543.32,348.05,0.49,494389.93,100%
read,read,196,196000000,438.38,207.58,1.65,1652279.47,100%
write,write,62,62000000,527.24,359.56,0.52,522659.83,100%
read,read,162,162000000,427.44,188.77,1.35,1350799.22,100%
write,write,80,80000000,633.42,485.85,0.67,667061.34,100%
read,read,184,184000000,440.11,200.36,1.54,1538345.78,100%
write,write,68,68000000,567.97,368.91,0.57,568519.09,100%
read,read,157,157000000,446.99,216.84,1.32,1320292.99,100%
write,write,77,77000000,632.77,438.38,0.65,647532.23,100%
read,read,182,182000000,440.34,178.81,1.53,1530620.83,100%
write,write,72,72000000,538.22,338.67,0.61,605520.33,100%
read,read,171,171000000,432.87,184.26,1.43,1431645.22,100%
write,write,70,70000000,648.76,447.37,0.59,586053.6,100%
read,read,173,173000000,463.87,236.42,1.45,1453073.29,100%
write,write,70,70000000,554.3,332.54,0.59,587948.73,100%
read,read,164,164000000,435.41,188.04,1.37,1374213.39,100%
write,write,90,90000000,532.3,456.51,0.75,754141.49,100%
read,read,174,174000000,467.44,221.65,1.46,1462160.3,100%
write,write,75,75000000,502.09,420.44,0.63,630241.51,100%
read,read,174,174000000,431.66,184.46,1.46,1463537.72,100%
write,write,79,79000000,554.1,405.73,0.66,664479.77,100%
read,read,171,171000000,443.16,199.25,1.43,1434238.89,100%
write,write,79,79000000,549.81,329.7,0.66,662601.59,100%
read,read,157,157000000,457.02,219.36,1.32,1315943.88,100%
write,write,73,73000000,651.22,413.45,0.61,611871.99,100%
read,read,184,184000000,442.05,198.26,1.54,1539207.98,100%
write,write,63,63000000,606.35,412.83,0.53,527011.43,100%
read,read,176,176000000,428.85,191.19,1.49,1488258.82,100%
write,write,71,71000000,602.41,371.61,0.6,600377.14,100%
read,read,175,175000000,449.78,193.33,1.46,1461878.39,100%
write,write,71,71000000,577.28,358.68,0.59,593104.95,100%
read,read,178,178000000,464.6,202.13,1.49,1491924.33,100%
write,write,63,63000000,581.02,341.73,0.53,528040.63,100%
read,read,156,156000000,485.31,230.94,1.31,1309142.18,100%
write,write,65,65000000,668.4,437.63,0.55,545475.91,100%
read,read,186,186000000,407.63,188.53,1.56,1556563.51,100%
write,write,74,74000000,590.03,533.59,0.62,619277.96,100%
read,read,166,166000000,450.19,210.96,1.39,1385573.34,100%
write,write,78,78000000,577.71,370.01,0.65,651052.53,100%
read,read,164,164000000,456.39,201.93,1.38,1380192.55,100%
write,write,71,71000000,619.32,399.28,0.6,597522.39,100%
read,read,167,167000000,465.98,220.23,1.4,1401524.05,100%
write,write,74,74000000,558.42,352.69,0.62,621034.61,100%
read,read,169,169000000,431.18,181.34,1.42,1416311.89,100%
write,write,75,75000000,619.25,415.17,0.63,628540.78,100%
read,read,171,171000000,474.18,186.44,1.43,1433145.04,100%
write,write,75,75000000,509.6,351.03,0.63,628572.39,100%
read,read,166,166000000,465.84,218.17,1.4,1398377.55,100%
write,write,80,80000000,517.12,340.38,0.67,673916.89,100%
read,read,164,164000000,454.01,206.4,1.37,1372017.54,100%
write,write,77,77000000,585.27,389.94,0.64,644178.96,100%
read,read,178,178000000,458.71,196.63,1.49,1491037.02,100%
write,write,67,67000000,562.99,354.93,0.56,561233.04,100%
read,read,187,187000000,452.97,177.21,1.56,1562369.45,100%
write,write,62,62000000,564.05,368.27,0.52,518004.85,100%
