Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,26,26000000,1436.92,460.5,0.22,221028.29,100%
write,write,10,10000000,8027.2,7807.7,0.09,85010.88,100%
read,read,7,7000000,5053.14,2551.86,0.06,64036.3,100%
write,write,7,7000000,10563,10220,0.06,64036.3,100%
read,read,19,19000000,3621.95,2077.42,0.17,172048.46,100%
write,write,8,8000000,5202.12,4944.38,0.07,72441.46,100%
read,read,20,20000000,3182.45,2149.5,0.21,209441.63,100%
write,write,11,11000000,2894.82,2725.55,0.12,115192.9,100%
read,read,16,16000000,3407.44,3111,0.16,156381.34,100%
write,write,13,13000000,3676.54,3412.62,0.13,127059.84,100%
read,read,23,23000000,3820.52,2701.26,0.21,206478.02,100%
write,write,8,8000000,2939.88,2711.25,0.07,71818.44,100%
read,read,21,21000000,3396.29,494.48,0.2,197634.04,100%
write,write,9,9000000,3881.56,3632.89,0.08,84700.3,100%
read,read,34,34000000,2463.24,1378.62,0.29,286878.68,100%
write,write,5,5000000,6953.4,6678.4,0.04,42188.04,100%
read,read,24,24000000,1343.83,831.5,0.24,242272.52,100%
write,write,9,9000000,7423.22,7185.56,0.09,90852.19,100%
read,read,34,34000000,2380.06,919.35,0.33,327590.86,100%
write,write,13,13000000,1758.92,1414.54,0.13,125255.33,100%
read,read,18,18000000,2703.56,1293.17,0.16,155416.26,100%
write,write,8,8000000,8394.12,8077.25,0.07,69073.89,100%
read,read,14,14000000,2388.71,343.14,0.14,138039.83,100%
write,write,7,7000000,9711.14,9485.43,0.07,69019.92,100%
read,read,32,32000000,2493.19,1320.12,0.29,292250.79,100%
write,write,10,10000000,2971.3,2688.2,0.09,91328.37,100%
read,read,36,36000000,1340.31,966.81,0.3,300862.47,100%
write,write,13,13000000,5492.62,5239.77,0.11,108644.78,100%
read,read,25,25000000,1283.6,462.24,0.28,275081.97,100%
write,write,12,12000000,4899.25,4632.33,0.13,132039.35,100%
read,read,26,26000000,2063.42,1185.19,0.25,245208.99,100%
write,write,17,17000000,3081.24,2797.41,0.16,160328.96,100%
read,read,18,18000000,3754.22,2518.22,0.15,151702.86,100%
write,write,11,11000000,4643.09,4322.09,0.09,92707.31,100%
read,read,16,16000000,4335.38,2193.12,0.14,143470.74,100%
write,write,11,11000000,3832.18,3655.18,0.1,98636.13,100%
read,read,23,23000000,2093.91,1042.65,0.21,205739.23,100%
write,write,12,12000000,5302.5,5031.08,0.11,107342.21,100%
