Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,3,48000000,18509.33,3551.33,0.05,864428.76,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,16371,2622.67,0.06,977337.98,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,2,32000000,19490,2417.5,0.05,820933.81,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,4,64000000,14007.5,6304.75,0.07,1142224.84,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,17554.67,2515.33,0.06,911438.55,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,16421.67,2369.67,0.06,974322.54,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,16000000,22849,1950,0.04,700249.46,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,16433.67,3108.33,0.06,973611.08,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,14783.67,3290,0.07,1082251.08,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,14420.33,6705.33,0.07,1109518.75,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,16000000,17896,1269,0.06,894054.54,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,4,64000000,14290.5,2800.25,0.07,1119624.93,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,18822,3033.67,0.05,850069.07,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,16000000,19989,1414,0.05,800440.24,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,15646,2702,0.06,1022625.59,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,16535.33,3009.33,0.06,967624.88,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,16149,2761.67,0.06,990773.42,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,2,32000000,18877,3060,0.05,847592.31,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,16908.67,2960,0.06,946260.3,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,2,32000000,15291.5,3580,0.07,1046298.72,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,16579.33,3009,0.06,965056.9,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,16000000,21859,2122,0.05,731963.95,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,15019.33,4164.33,0.07,1065293.62,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,4,64000000,14426.5,3820.75,0.07,1109070.11,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,16000000,18596,1540,0.05,860400.09,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,16000000,16706,1162,0.06,957739.73,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,4,64000000,14206,2946.75,0.07,1126284.67,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,4,64000000,14594.25,6360.5,0.07,1096322.18,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,16000000,15576,1013,0.06,1027221.37,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,2,32000000,15462,2529,0.06,1034794.98,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,16339.67,2664,0.06,979192.17,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,2,32000000,13699,3343,0.07,1167968.46,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,48000000,19287.33,3591.33,0.05,829559.99,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,2,32000000,17289.5,2536,0.06,925417.16,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,0,0,N/A,N/A,0,0,N/A
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,16000000,21208,1568,0.05,754432.29,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,2,32000000,16571,1954,0.06,965542.21,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,16000000,21380,1978,0.05,748362.96,100%
write,write,0,0,N/A,N/A,0,0,N/A
