Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
11:58:47,0,0,0,0,N/A,N/A,N/A,N/A,0,0,0,0,N/A,N/A,0,0,0
11:58:52,6,3,96000000,48000000,597.33,546,26.33,43.33,1.15,0.57,18376722.82,9188361.41,100%,100%,1,1,1
11:58:57,6,4,96000000,64000000,545.83,527.5,22.67,25.5,1.11,0.74,17827298.05,11884865.37,100%,100%,2,2,2
11:59:02,5,5,80000000,80000000,553.8,510.6,18.8,31.8,0.94,0.94,15029118.92,15029118.92,100%,100%,3,3,3
11:59:07,8,2,128000000,32000000,555.25,508,20.38,24.5,1.47,0.37,23447517.86,5861879.47,100%,100%,4,4,4
11:59:12,9,1,144000000,16000000,545.33,504,19.11,29,1.66,0.18,26607538.8,2956393.2,100%,100%,5,5,5
11:59:17,9,1,144000000,16000000,546.67,545,30.22,25,1.65,0.18,26349496.8,2927721.87,100%,100%,6,6,6
11:59:22,4,6,64000000,96000000,502.75,517,13.25,29.67,0.78,1.17,12517113.24,18775669.86,100%,100%,7,7,7
11:59:27,6,4,96000000,64000000,504.67,519.75,16.17,27,1.17,0.78,18794048.55,12529365.7,100%,100%,8,8,8
11:59:32,6,3,96000000,48000000,599.67,491.33,14.5,26,1.18,0.59,18927444.79,9463722.4,100%,100%,9,9,9
11:59:37,5,5,80000000,80000000,556.8,513.8,13,24.8,0.93,0.93,14942099.36,14942099.36,100%,100%,10,10,10
11:59:42,9,1,144000000,16000000,527.89,569,13.33,26,1.69,0.19,27067669.17,3007518.8,100%,100%,11,11,11
11:59:47,4,0,64000000,0,555,N/A,19,N/A,1.8,0,28828828.83,0,100%,N/A,12,12,12
