Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,2,32000000,5322.5,1044.5,0.03,537616.34,100%
write,write,2,32000000,24438,5541.5,0.03,537616.34,100%
read,read,2,32000000,7344.5,461,0.05,869612.48,100%
write,write,1,16000000,22109,5166,0.03,434806.24,100%
read,read,1,16000000,11583,1409,0.02,284272.62,100%
write,write,2,32000000,22350.5,4015,0.04,568545.23,100%
read,read,4,64000000,9417.5,1179.5,0.07,1126245.03,100%
write,write,1,16000000,19156,3253,0.02,281561.26,100%
read,read,1,16000000,11257,933,0.02,272958.36,100%
write,write,2,32000000,23679.5,3265.5,0.03,545916.71,100%
read,read,1,16000000,11833,1430,0.02,288636.73,100%
write,write,2,32000000,21800,3271,0.04,577273.47,100%
read,read,4,64000000,6681.5,1000.25,0.08,1333611.17,100%
write,write,1,16000000,21264,2777,0.02,333402.79,100%
read,read,6,96000000,9578.17,1330.5,0.1,1670436.75,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,1,16000000,7551,2284,0.02,294096.02,100%
write,write,2,32000000,23426.5,5317,0.04,588192.04,100%
read,read,5,80000000,6104.8,1297.4,0.09,1483101.91,100%
write,write,1,16000000,23417,2036,0.02,296620.38,100%
read,read,4,64000000,9550.25,1170.25,0.07,1068251.24,100%
write,write,1,16000000,21710,4541,0.02,267062.81,100%
read,read,0,0,N/A,N/A,0,0,N/A
write,write,2,32000000,24050.5,4239,0.04,665266.83,100%
read,read,3,48000000,9893.67,1336.67,0.06,900191.29,100%
write,write,1,16000000,23640,4318,0.02,300063.76,100%
read,read,4,64000000,8910.5,3047.5,0.07,1151887.12,100%
write,write,1,16000000,19919,2354,0.02,287971.78,100%
read,read,3,48000000,6852,779.33,0.07,1130342.64,100%
write,write,1,16000000,21909,4179,0.02,376780.88,100%
read,read,1,16000000,13962,939,0.03,420676.24,100%
write,write,1,16000000,24072,2124,0.03,420676.24,100%
read,read,5,80000000,7360.6,1201.6,0.09,1403705.78,100%
