Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
init,write,0,0,N/A,N/A,0,0,N/A
prepare,write,6000,96000000000,3994.9,551.3,4.01,64081302.01,100%
read,write,read,write,76,35,1216000000,560000000,547.78,518.83,19.16,28.8,1.27,0.59,20335808.42,9365174.93,100%
100%
read,write,read,write,168,75,2688000000,1200000000,960.52,1028.16,64.15,149.72,2.82,1.26,45093794.44,20124951.6,100%
100%
read,write,read,write,185,85,2960000000,1360000000,1529.94,2215.82,151.78,343.93,3.14,1.44,50194486.8,23100773.55,100%
100%
read,write,read,write,202,77,3232000000,1232000000,2845.61,4665.13,404.6,641.25,3.46,1.32,55351643.81,21104489.61,100%
100%
read,write,read,write,203,73,3248000000,1168000000,4936.03,10748.36,738.48,2993.15,3.66,1.29,58517694.82,20691454.53,100%
100%
read,write,read,write,173,78,2768000000,1248000000,8584.27,22926.37,1644.89,4360.55,3.36,1.54,53831411.32,24592906.37,100%
100%
read,write,read,write,222,0,3552000000,0,16505.52,N/A,3105.48,N/A,6.29,0,100662761.39,0,100%
N/A
read,write,read,write,189,0,3024000000,0,36190.92,N/A,5049.7,N/A,5.03,0,80411950.65,0,100%
N/A
read,write,read,write,19,0,304000000,0,52763.79,N/A,2691.42,N/A,0.36,0,5807497.93,0,29.69%
N/A
