Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,23,368000000,1538.04,155.48,0.39,6225470.29,100%
write,write,10,160000000,2373.2,463.4,0.17,2706726.21,100%
read,read,19,304000000,1486.68,153,0.33,5355790.07,100%
write,write,13,208000000,2193.31,285.23,0.23,3664487.94,100%
read,read,26,416000000,1536.58,160.73,0.44,7003131.21,100%
write,write,9,144000000,2160.67,522.67,0.15,2424160.8,100%
read,read,25,400000000,1409.96,118,0.42,6700391.97,100%
write,write,11,176000000,2222.36,381.09,0.18,2948172.47,100%
read,read,19,304000000,1536,136.11,0.32,5100414.41,100%
write,write,14,224000000,2172.5,421.79,0.23,3758200.09,100%
read,read,23,368000000,1590.65,105.48,0.4,6436379.54,100%
write,write,9,144000000,2287.78,321.78,0.16,2518583.3,100%
read,read,23,368000000,1531.22,150,0.38,6144598.43,100%
write,write,11,176000000,2242.82,159.73,0.18,2938720.99,100%
read,read,27,432000000,1601.11,222.41,0.45,7228310.88,100%
write,write,8,128000000,2066.5,179.75,0.13,2141721.74,100%
