Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,Min-Version,Version,Max-Version
11:15:18,11,88000000,1844.36,237.27,2.17,17353639.39,100%,0,0,0
11:15:23,37,296000000,2240.24,216.68,5.88,47011346.35,100%,1,1,1
11:15:28,34,272000000,2676.65,419.94,6.82,54599809.11,100%,2,2,2
11:15:33,30,240000000,2972.53,460.9,5.4,43237832.02,100%,3,3,3
11:15:38,30,240000000,2976.5,474.13,5.37,42960583.12,100%,4,4,4
11:15:43,25,200000000,2352.72,278.2,4.62,36924205.21,100%,5,5,5
11:15:48,35,280000000,2206.37,200.63,7.95,63579684.88,100%,6,6,6
11:15:53,40,320000000,2037.88,126.75,8.66,69318612.27,100%,7,7,7
11:15:58,41,328000000,1939.39,190.12,8.71,69672486.5,100%,8,8,8
11:16:03,44,352000000,2077.93,205.8,8.07,64544267.07,100%,9,9,9
11:16:08,34,272000000,2045.65,239.41,5.91,47244426.78,100%,10,10,10
11:16:13,39,312000000,1925.54,182.97,8.87,70973304.58,100%,11,11,11
11:16:18,41,328000000,1974.83,210.41,8.81,70458753.18,100%,12,12,12
11:16:23,44,352000000,2055.66,149.89,8.59,68706724.94,100%,13,13,13
11:16:28,40,320000000,2080.48,183.7,6.67,53328254.44,100%,14,14,14
11:16:33,41,328000000,1873.02,194.05,8.26,66052962.61,100%,15,15,15
11:16:38,35,280000000,1903.77,183.86,7.83,62633852.3,100%,16,16,16
11:16:43,42,336000000,2123.19,262.31,8.95,71606604.73,100%,17,17,17
11:16:48,40,320000000,2315.45,435.37,6.97,55793495.06,100%,18,18,18
11:16:53,20,160000000,3010.75,604.6,3.96,31648232.36,100%,19,19,19
11:16:58,30,240000000,3073,685.8,6.85,54772382.23,100%,20,20,20
11:17:03,26,208000000,3011.85,712.15,4.66,37250082.12,100%,21,21,21
11:17:08,30,240000000,2700.7,502.47,6.24,49935661.02,100%,22,22,22
11:17:13,38,304000000,2282,291.13,7.04,56340239.12,100%,23,23,23
11:17:18,36,288000000,2020.03,249.11,6.72,53794822.6,100%,24,24,24
11:17:23,37,296000000,2120.59,315.62,8.12,64972279.97,100%,25,25,25
11:17:28,31,248000000,2138.74,343.68,6.69,53535306.78,100%,26,26,26
11:17:33,32,256000000,2855.12,634.34,6.56,52504694.22,100%,27,27,27
11:17:38,28,224000000,3016,711.5,5.31,42507685.9,100%,28,28,28
11:17:43,31,248000000,2864.32,628.1,5.9,47191652.49,100%,29,29,29
11:17:48,34,272000000,2210.56,416.74,5.94,47511828.39,100%,30,30,30
11:17:53,28,224000000,1931.39,189.93,6.67,53372759.55,100%,31,31,31
11:17:58,47,376000000,2035.85,258.57,11.14,89084554.96,100%,32,32,32
11:18:03,42,336000000,1944.26,291.67,7.7,61575324.19,100%,33,33,33
11:18:08,45,360000000,1993.47,273.91,8.25,66004226.37,100%,34,34,34
11:18:13,38,304000000,2040.89,235.71,7.22,57765675.73,100%,35,35,35
11:18:18,37,296000000,1969.92,290.35,7.45,59612265.19,100%,36,36,36
11:18:23,38,304000000,2125.03,312.89,7.79,62314197.96,100%,37,37,37
11:18:28,43,344000000,1968.21,228.88,8.71,69674260.07,100%,38,38,38
11:18:33,38,304000000,2102.97,271.68,7.21,57706167.54,100%,39,39,39
11:18:38,38,304000000,1895.61,238,7.9,63173010.57,100%,40,40,40
11:18:43,39,312000000,2037.38,257.72,8.17,65354573.95,100%,41,41,41
11:18:48,46,368000000,1948.15,307.11,9.29,74320364.14,100%,42,42,42
11:18:53,37,296000000,2035.19,275.43,6.34,50681936.46,100%,43,43,43
11:18:58,48,384000000,1948.88,340.06,9.83,78661257.03,100%,44,44,44
11:19:03,38,304000000,1951.55,339.08,6.59,52713247.49,100%,45,45,45
11:19:08,37,296000000,2094.08,335.68,8.01,64062303.63,100%,46,46,46
11:19:13,36,288000000,2116.94,327.03,7.63,61057765.07,100%,47,47,47
11:19:18,33,264000000,2087.67,251.91,6.53,52250864.74,100%,48,48,48
11:19:23,41,328000000,2030.63,378.98,9.53,76250346.04,100%,49,49,49
11:19:28,43,344000000,2015.79,330.6,7.85,62791827.4,100%,50,50,50
11:19:33,44,352000000,1899.34,318.8,8.58,68608682.95,100%,51,51,51
11:19:38,42,336000000,2043.74,348.07,7.73,61843896.7,100%,52,52,52
11:19:43,35,280000000,1896.09,409.4,6.86,54863738.28,100%,53,53,53
11:19:48,43,344000000,1975.09,337.33,9.63,77054119.92,100%,54,54,54
11:19:53,39,312000000,1993.62,274.23,7.4,59201939.46,100%,55,55,55
11:19:58,43,344000000,2072.09,390.77,8.54,68329473.72,100%,56,56,56
11:20:03,46,368000000,1991.11,410.43,8.11,64852907.78,100%,57,57,57
11:20:08,33,264000000,2062.76,469.97,5.94,47480310.32,100%,58,58,58
11:20:13,28,224000000,2203.68,543.64,6.73,53857758.26,100%,59,59,59
11:20:18,42,336000000,2090.26,439.52,9.62,76998890.04,100%,60,60,60
11:20:23,42,336000000,2058.67,434.57,7.91,63299640.74,100%,61,61,61
11:20:28,40,320000000,1992.58,404.58,7.7,61563732.07,100%,62,62,62
11:20:33,37,296000000,1998.57,422.32,7.41,59309679.82,100%,63,63,63
11:20:38,45,360000000,2029.09,514.8,8.85,70814891.48,100%,64,64,64
11:20:43,39,312000000,1903.82,495.23,7.49,59952735.73,100%,65,65,65
11:20:48,39,312000000,2130.69,390.28,8.53,68241966.54,100%,66,66,66
11:20:53,46,368000000,1893.76,425.22,8.61,68869611.16,100%,67,67,67
11:20:58,28,224000000,2103.86,532.46,5.54,44293390.91,100%,68,68,68
11:21:03,46,368000000,1937.61,417.33,10.03,80241739.97,100%,69,69,69
11:21:08,43,344000000,2073.84,483.81,8.25,65981713.09,100%,70,70,70
11:21:13,40,320000000,1972.45,467.35,6.95,55606344.02,100%,71,71,71
11:21:18,33,264000000,2039.39,569.18,6.7,53610274.99,100%,72,72,72
11:21:23,37,296000000,2078.43,501.57,8.67,69381635.38,100%,73,73,73
11:21:28,46,368000000,2055.2,486.65,8.65,69217359.73,100%,74,74,74
11:21:33,42,336000000,2003.67,513.6,7.46,59699090.87,100%,75,75,75
11:21:38,34,272000000,1965.79,516.41,6.52,52190587.22,100%,76,76,76
11:21:43,47,376000000,1966.26,436.21,9.81,78450364.05,100%,77,77,77
11:21:48,30,240000000,2162.8,510.43,5.56,44519258.93,100%,78,78,78
11:21:53,44,352000000,1945.3,556.16,9.5,76017624.3,100%,79,79,79
11:21:58,45,360000000,2105.84,547.8,7.91,63279607.1,100%,80,80,80
11:22:03,34,272000000,2064.79,437.59,6.37,50926876.17,100%,81,81,81
11:22:08,34,272000000,2032.24,499.53,7.26,58061267.55,100%,82,82,82
11:22:13,41,328000000,2107.8,617.76,9.21,73649216.34,100%,83,83,83
11:22:18,44,352000000,1983.75,535.61,8.02,64165993.54,100%,84,84,84
11:22:23,37,296000000,2058.51,404.05,6.66,53308410.67,100%,85,85,85
11:22:28,37,296000000,2037.95,476.97,7.84,62684251.68,100%,86,86,86
11:22:33,35,280000000,1911.63,528.43,7.69,61558739.26,100%,87,87,87
11:22:38,49,392000000,1923.33,501.41,10.39,83145178.42,100%,88,88,88
11:22:43,35,280000000,2342.57,595.54,5.96,47658898.5,100%,89,89,89
11:22:48,47,376000000,1974.72,530.91,9.17,73352516.33,100%,90,90,90
11:22:53,28,224000000,2039.36,659.82,5.33,42676290.95,100%,91,91,91
11:22:58,41,328000000,1842.63,523.37,9.7,77600275.97,100%,92,92,92
11:23:03,46,368000000,2077.46,554.96,8.41,67246586.15,100%,93,93,93
11:23:08,36,288000000,2065.97,544.14,6.7,53579709.42,100%,94,94,94
11:23:13,38,304000000,2119.16,608.16,8.1,64780347.81,100%,95,95,95
11:23:18,40,320000000,1927.7,508.08,8.32,66523046.11,100%,96,96,96
11:23:23,48,384000000,2045.92,612.1,9.04,72284035.57,100%,97,97,97
11:23:28,37,296000000,2105.49,508.27,6.22,49776972.62,100%,98,98,98
11:23:33,38,304000000,1925.95,535.74,7.66,61304777.74,100%,99,99,99
11:23:38,47,376000000,1984.72,494.81,9.53,76217800.33,100%,100,100,100
11:23:43,37,296000000,2093.57,554.43,6.69,53526410.72,100%,101,101,101
11:23:48,32,256000000,1768.69,415.28,7.45,59605591.01,100%,102,102,102
11:23:53,41,328000000,2131.66,652.8,8.57,68590706.28,100%,103,103,103
11:23:58,47,376000000,1906.87,599.98,9.67,77392529.05,100%,104,104,104
11:24:03,37,296000000,2135.05,492.08,6.64,53156015.64,100%,105,105,105
11:24:08,38,304000000,2030.11,556.58,7.52,60153892.72,100%,106,106,106
11:24:13,38,304000000,2021.08,533.03,8.4,67239169.01,100%,107,107,107
11:24:18,41,328000000,1973.95,516.61,8.12,64943068.06,100%,108,108,108
11:24:23,35,280000000,2149.8,657.69,7.48,59840304.04,100%,109,109,109
11:24:28,48,384000000,1912.44,568.5,9.43,75444060.13,100%,110,110,110
11:24:33,40,320000000,1976.62,575.9,7.11,56888383.56,100%,111,111,111
11:24:38,36,288000000,2050.25,542.11,7.25,57988975.84,100%,112,112,112
11:24:43,33,264000000,2000.73,587.82,7.01,56073097.11,100%,113,113,113
11:24:48,40,320000000,1942.8,557.15,8.95,71566162.42,100%,114,114,114
11:24:53,42,336000000,1804.29,455.57,8.28,66204058.01,100%,115,115,115
11:24:58,39,312000000,1887.41,538.15,7.42,59381453.39,100%,116,116,116
11:25:03,45,360000000,1733.8,458.87,8.06,64474247.72,100%,117,117,117
11:25:08,36,288000000,1684.97,433.03,7.67,61379649.72,100%,118,118,118
11:25:13,36,288000000,1712.19,421.56,8.34,66757593.93,100%,119,119,119
11:25:18,43,344000000,1510.6,410.77,8.54,68358754.4,100%,120,120,120
11:25:23,38,304000000,1523.71,476.21,7.19,57537786.77,100%,121,121,121
11:25:28,35,280000000,1571.6,513.6,6.89,55135012.15,100%,122,122,122
11:25:33,32,256000000,1948.06,715.59,6.67,53349634.45,100%,123,123,123
11:25:38,28,224000000,2298.32,924.39,5.24,41948851.25,100%,124,124,124
11:25:43,30,240000000,2169.63,815,5.48,43800136.59,100%,125,125,125
11:25:48,35,280000000,1669.86,456.4,7.01,56062884.11,100%,126,126,126
11:25:53,31,248000000,1488.03,409.23,6.81,54496323.08,100%,127,127,127
11:25:58,43,344000000,1456.21,395.3,10.45,83618954.09,100%,128,128,128
11:26:03,30,240000000,1277.13,329.73,7.29,58312965.12,100%,129,129,129
11:26:08,35,280000000,644.97,191.14,12.7,101616923.89,100%,130,130,130
