Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
prepare,write,320,2560000000,2038.39,439.26,0.49,3924460.27,100%
prepare,write,320,2560000000,2048.39,683.49,0.49,3905302.52,100%
prepare,write,320,2560000000,2046.27,520.82,0.49,3909411.6,100%
prepare,write,320,2560000000,1865.52,291.03,0.54,4288121.57,100%
prepare,write,310,2480000000,2072.7,695.58,0.48,3859453.64,100%
prepare,write,310,2480000000,2081.71,253.38,0.48,3842810.46,100%
prepare,write,310,2480000000,2086.82,445.01,0.48,3833425.3,100%
prepare,write,310,2480000000,2104.52,417.53,0.48,3801075.03,100%
prepare,write,310,2480000000,2109.18,340.95,0.47,3792739.05,100%
prepare,write,310,2480000000,2084.54,384.94,0.48,3837583.56,100%
prepare,write,310,2480000000,2111.36,431.37,0.47,3788862.58,100%
prepare,write,310,2480000000,1914.09,500.83,0.52,4179326.83,100%
prepare,write,310,2480000000,2095.13,306.75,0.48,3818192.46,100%
prepare,write,310,2480000000,1822.11,357.53,0.55,4390227.5,100%
prepare,write,310,2480000000,2110.65,490.9,0.47,3790107.51,100%
prepare,write,310,2480000000,1876.32,283.9,0.53,4263417.3,100%
