Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,22,176000000,3428.77,621.18,0.2,1579367.71,100%
write,write,9,72000000,4000.33,1213.78,0.08,646104.97,100%
read,read,21,168000000,3746.95,749.9,0.19,1505875.6,100%
write,write,8,64000000,4109.62,1226.75,0.07,573666.9,100%
read,read,29,232000000,2767.45,649.38,0.25,2014081.21,100%
write,write,11,88000000,3175.45,1014.18,0.1,763961.84,100%
read,read,25,200000000,3656.76,960.16,0.21,1682765.12,100%
write,write,7,56000000,3918.29,1386.71,0.06,471174.23,100%
read,read,31,248000000,2840,522.35,0.27,2137230.91,100%
write,write,6,48000000,4665.83,1771,0.05,413657.59,100%
read,read,24,192000000,2964.33,806.83,0.21,1666333.98,100%
write,write,11,88000000,4006.91,1142.82,0.1,763736.41,100%
read,read,21,168000000,2609.67,647.38,0.18,1445074.28,100%
write,write,14,112000000,4389.57,1570.36,0.12,963382.85,100%
read,read,22,176000000,2908.27,513.64,0.2,1597212.14,100%
write,write,9,72000000,5134.11,2033.67,0.08,653404.97,100%
read,read,18,144000000,3002.17,696.17,0.15,1220980.52,100%
write,write,15,120000000,4259.73,1299.87,0.13,1017483.76,100%
read,read,30,240000000,3066.33,605.27,0.26,2048690.55,100%
write,write,8,64000000,3144.5,1091.75,0.07,546317.48,100%
read,read,25,200000000,2920.04,426.08,0.21,1698629.21,100%
write,write,11,88000000,4067.09,1345.82,0.09,747396.85,100%
read,read,28,224000000,2731.43,569.86,0.24,1885887,100%
write,write,11,88000000,3845,1031.18,0.09,740884.18,100%
read,read,30,240000000,2812.13,484.7,0.26,2050002.99,100%
write,write,10,80000000,3270.9,976.3,0.09,683334.33,100%
read,read,23,184000000,3142.26,791.13,0.2,1574466.26,100%
write,write,11,88000000,4053.73,1250.55,0.09,753005.6,100%
read,read,30,240000000,2806.83,553.97,0.25,2033295.21,100%
write,write,9,72000000,3758.78,1505.11,0.08,609988.56,100%
read,read,34,272000000,2474.71,531.12,0.29,2296521.45,100%
write,write,9,72000000,3810.56,1032.67,0.08,607902.74,100%
read,read,23,184000000,2776.26,500,0.2,1563934.31,100%
write,write,13,104000000,4138.08,1700.31,0.11,883962.87,100%
read,read,28,224000000,2693.75,587.07,0.24,1891796.02,100%
write,write,10,80000000,4297.9,2005.2,0.08,675641.44,100%
read,read,27,216000000,2962.48,694.93,0.24,1898700.8,100%
write,write,7,56000000,4825,2330.86,0.06,492255.76,100%
read,read,26,208000000,2736.54,387.92,0.24,1897966.07,100%
write,write,8,64000000,4805,2056.62,0.07,583989.56,100%
read,read,16,128000000,3338.5,796.88,0.14,1153392.14,100%
write,write,10,80000000,5756,2398.7,0.09,720870.09,100%
read,read,28,224000000,3029.79,726.54,0.24,1920521.28,100%
write,write,8,64000000,3975,820.75,0.07,548720.37,100%
read,read,28,224000000,2760.36,481.21,0.25,1974716.58,100%
write,write,8,64000000,4517.25,1454.12,0.07,564204.74,100%
read,read,22,176000000,2846.05,749.09,0.19,1523677.6,100%
write,write,15,120000000,3526.4,831.2,0.13,1038871.09,100%
read,read,26,208000000,2873,521.35,0.23,1817085.85,100%
write,write,9,72000000,4418.78,1726.44,0.08,628991.26,100%
read,read,23,184000000,2989.09,640.04,0.2,1601072.02,100%
write,write,11,88000000,4197.27,1649,0.1,765730.1,100%
read,read,29,232000000,2791.86,591.28,0.24,1958450.46,100%
write,write,9,72000000,4165.78,1406.33,0.08,607794.97,100%
read,read,27,216000000,3110.81,799.19,0.23,1861026.15,100%
write,write,9,72000000,3563.33,1258.44,0.08,620342.05,100%
read,read,26,208000000,3001.54,575.69,0.22,1771916.82,100%
write,write,13,104000000,3025.46,938.77,0.11,885958.41,100%
read,read,14,112000000,3342.29,881.14,0.12,948027.76,100%
write,write,15,120000000,4756.2,2313.93,0.13,1015744.03,100%
read,read,23,184000000,2727.43,483.48,0.2,1590374.78,100%
write,write,12,96000000,4413.67,2098.75,0.1,829760.75,100%
read,read,27,216000000,3427.52,612.48,0.23,1815629.54,100%
write,write,9,72000000,2935.56,444.78,0.08,605209.85,100%
