Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,697,2788000,51.94,50.57,11.62,46491.46,100%
write,write,291,1164000,81.56,81.55,4.85,19410.35,100%
read,read,708,2832000,51.32,50.1,11.81,47251.19,100%
write,write,307,1228000,76.79,76.79,5.12,20488.86,100%
read,read,712,2848000,50.68,49.23,11.87,47499.12,100%
write,write,309,1236000,77.19,77.19,5.15,20614.09,100%
read,read,738,2952000,51.3,49.97,12.3,49212.3,100%
write,write,277,1108000,79.74,79.74,4.62,18471.28,100%
read,read,726,2904000,50.94,49.66,12.11,48433.1,100%
write,write,286,1144000,80.23,80.23,4.77,19079.7,100%
read,read,648,2592000,53.31,51.92,10.8,43218.01,100%
write,write,302,1208000,84.09,84.09,5.04,20141.73,100%
read,read,670,2680000,53.92,52.57,11.18,44737.5,100%
write,write,281,1124000,84.48,84.48,4.69,18763.04,100%
read,read,655,2620000,55.6,54.24,10.92,43695.07,100%
write,write,278,1112000,84.58,84.58,4.64,18545.39,100%
read,read,709,2836000,50.77,49.43,11.83,47308.46,100%
write,write,307,1228000,77.88,77.88,5.12,20484.76,100%
read,read,723,2892000,51.13,49.82,12.05,48211.25,100%
write,write,290,1160000,79.23,79.23,4.83,19337.85,100%
read,read,713,2852000,51.25,50.09,11.89,47553.94,100%
write,write,304,1216000,76.92,76.92,5.07,20275.45,100%
read,read,672,2688000,51.56,50.32,11.21,44821.66,100%
write,write,328,1312000,77.04,77.04,5.47,21877.24,100%
read,read,693,2772000,51.96,50.62,11.55,46202.31,100%
write,write,304,1216000,78.77,78.77,5.07,20267.68,100%
read,read,719,2876000,52.6,51.31,11.99,47953.31,100%
write,write,280,1120000,78.99,78.99,4.67,18674.45,100%
read,read,705,2820000,51.59,50.3,11.75,47016.46,100%
write,write,305,1220000,77.3,77.3,5.09,20340.45,100%
read,read,719,2876000,51.34,49.97,11.99,47947.72,100%
write,write,291,1164000,79.13,79.13,4.85,19405.82,100%
