Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,198,792000,153.43,152.57,3.31,13243.7,100%
write,write,81,324000,362.94,362.94,1.35,5417.88,100%
read,read,201,804000,144.7,143.79,3.36,13424.61,100%
write,write,86,344000,358.06,358.06,1.44,5743.86,100%
read,read,202,808000,136.46,135.63,3.39,13545.68,100%
write,write,87,348000,368.72,368.72,1.46,5834.03,100%
read,read,189,756000,152.71,151.77,3.15,12614.09,100%
write,write,92,368000,337.55,337.55,1.54,6140.19,100%
read,read,227,908000,125.04,124.01,3.79,15158.85,100%
write,write,88,352000,357.95,357.95,1.47,5876.56,100%
read,read,226,904000,141.31,139.96,3.77,15084.26,100%
write,write,78,312000,358.87,358.87,1.3,5206.07,100%
read,read,217,868000,149.96,148.98,3.62,14499.29,100%
write,write,78,312000,350.21,350.21,1.3,5211.73,100%
read,read,226,904000,133.99,133.07,3.77,15096.36,100%
write,write,86,344000,344.09,344.09,1.44,5744.63,100%
read,read,212,848000,160.83,159.78,3.53,14138.05,100%
write,write,72,288000,359.44,359.44,1.2,4801.6,100%
read,read,211,844000,146.98,145.97,3.52,14094.39,100%
write,write,81,324000,356.33,356.33,1.35,5410.64,100%
read,read,208,832000,143.71,142.77,3.48,13924.69,100%
write,write,80,320000,373.08,373.08,1.34,5355.65,100%
read,read,204,816000,141.75,140.79,3.41,13640.47,100%
write,write,87,348000,355.1,355.1,1.45,5817.26,100%
read,read,222,888000,135.57,134.57,3.71,14822.73,100%
write,write,82,328000,363.41,363.41,1.37,5475.06,100%
read,read,187,748000,133.67,132.67,3.14,12544.23,100%
write,write,95,380000,364.41,364.41,1.59,6372.74,100%
read,read,230,920000,141.4,140.49,3.84,15349.71,100%
write,write,79,316000,346.91,346.91,1.32,5272.29,100%
read,read,215,860000,129.93,128.62,3.59,14371.42,100%
write,write,93,372000,342.95,342.95,1.55,6216.47,100%
read,read,181,724000,139.91,138.94,3.02,12066.67,100%
write,write,89,356000,389.54,389.54,1.48,5933.33,100%
read,read,194,776000,140.1,139.06,3.24,12941.31,100%
write,write,104,416000,315.12,315.12,1.73,6937.61,100%
read,read,209,836000,142.62,141.76,3.49,13959.62,100%
write,write,78,312000,385.47,385.47,1.3,5209.81,100%
read,read,191,764000,142.43,141.56,3.19,12750.76,100%
write,write,95,380000,344.21,344.21,1.59,6342,100%
read,read,202,808000,136.25,135.41,3.38,13509.22,100%
write,write,94,376000,343.39,343.39,1.57,6286.47,100%
read,read,205,820000,135.39,134.35,3.42,13694.74,100%
write,write,89,356000,360.79,360.79,1.49,5945.52,100%
read,read,214,856000,137.46,136.52,3.59,14368.68,100%
write,write,90,360000,335,335,1.51,6042.9,100%
read,read,188,752000,150.54,149.56,3.14,12543.79,100%
write,write,76,304000,416.28,416.28,1.27,5070.89,100%
read,read,212,848000,143.47,142.59,3.55,14186.06,100%
write,write,92,368000,319,319,1.54,6156.21,100%
read,read,206,824000,141.04,139.97,3.45,13797.72,100%
write,write,75,300000,408.83,408.83,1.26,5023.44,100%
read,read,187,748000,147.91,147.17,3.12,12474.78,100%
write,write,93,372000,347.2,347.2,1.55,6204.03,100%
read,read,209,836000,131.61,130.77,3.48,13934.03,100%
write,write,94,376000,345.49,345.49,1.57,6266.98,100%
read,read,214,856000,140.96,139.86,3.57,14290.48,100%
write,write,89,356000,333.99,333.99,1.49,5943.24,100%
read,read,227,908000,141.42,140.48,3.79,15154.8,100%
write,write,78,312000,356.45,356.45,1.3,5207.38,100%
read,read,195,780000,136.29,135.37,3.26,13027.36,100%
write,write,90,360000,369.81,369.81,1.5,6012.63,100%
read,read,176,704000,149.6,148.61,2.93,11734.12,100%
write,write,88,352000,382.47,382.47,1.47,5867.06,100%
read,read,192,768000,156.68,155.52,3.2,12807.47,100%
