Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,44,176000,577.27,576.55,0.73,2939.95,100%
write,write,24,96000,1435.92,1435.92,0.4,1603.61,100%
read,read,49,196000,502.84,502,0.82,3277.98,100%
write,write,28,112000,1255.32,1255.32,0.47,1873.13,100%
read,read,58,232000,474.83,474.29,0.97,3874.09,100%
write,write,22,88000,1470.14,1470.14,0.37,1469.48,100%
read,read,48,192000,512.21,511.21,0.8,3205.72,100%
write,write,24,96000,1470.96,1470.96,0.4,1602.86,100%
read,read,67,268000,497.24,496.45,1.14,4567.38,100%
write,write,21,84000,1207.43,1207.43,0.36,1431.57,100%
read,read,43,172000,439.56,438.4,0.74,2957.61,100%
write,write,27,108000,1453.78,1453.78,0.46,1857.11,100%
read,read,59,236000,487.42,486.47,1,3989.45,100%
write,write,25,100000,1215.6,1215.6,0.42,1690.45,100%
read,read,67,268000,466.31,465.67,1.12,4466.82,100%
write,write,25,100000,1150.2,1150.2,0.42,1666.72,100%
read,read,45,180000,543.2,542.13,0.75,3014.67,100%
write,write,26,104000,1356.23,1356.23,0.44,1741.81,100%
read,read,62,248000,483.39,482.79,1.05,4198.48,100%
write,write,22,88000,1322.32,1322.32,0.37,1489.78,100%
read,read,52,208000,578.08,576.08,0.87,3496.03,100%
write,write,26,104000,1132.15,1132.15,0.44,1748.02,100%
read,read,48,192000,530.75,529.9,0.81,3239.03,100%
write,write,27,108000,1251.81,1251.81,0.46,1821.95,100%
read,read,59,236000,531.31,530.36,0.99,3944.11,100%
write,write,24,96000,1186.83,1186.83,0.4,1604.39,100%
read,read,58,232000,517.97,517.28,0.98,3911.39,100%
write,write,25,100000,1170.8,1170.8,0.42,1685.94,100%
read,read,50,200000,581.42,580.8,0.83,3338.79,100%
write,write,23,92000,1340.35,1340.35,0.38,1535.84,100%
read,read,59,236000,476.93,476.25,1,4009.58,100%
write,write,24,96000,1279.88,1279.88,0.41,1631.02,100%
read,read,65,260000,507.77,506.78,1.1,4391.6,100%
write,write,26,104000,1007.46,1007.46,0.44,1756.64,100%
read,read,54,216000,580.59,579.7,0.91,3624.71,100%
write,write,23,92000,1227.61,1227.61,0.39,1543.86,100%
read,read,56,224000,476.88,476.09,0.95,3782.31,100%
write,write,19,76000,1711.32,1711.32,0.32,1283.29,100%
read,read,47,188000,488.23,487.34,0.8,3201.53,100%
write,write,22,88000,1625.95,1625.95,0.37,1498.59,100%
read,read,57,228000,502.7,501.93,0.98,3915.78,100%
write,write,24,96000,1232,1232,0.41,1648.75,100%
read,read,61,244000,427.08,426.26,1.02,4084.23,100%
write,write,23,92000,1464.52,1464.52,0.38,1539.96,100%
read,read,48,192000,540.46,539.67,0.81,3231.13,100%
write,write,28,112000,1195.57,1195.57,0.47,1884.82,100%
read,read,65,260000,449.09,448.35,1.08,4335.14,100%
write,write,26,104000,1183.96,1183.96,0.43,1734.06,100%
read,read,49,196000,532,530.78,0.82,3294.01,100%
write,write,21,84000,1591.95,1591.95,0.35,1411.72,100%
read,read,58,232000,468.14,467.17,0.97,3876.36,100%
write,write,23,92000,1421.52,1421.52,0.38,1537.18,100%
read,read,54,216000,507.43,506.63,0.9,3611.8,100%
write,write,21,84000,1542.86,1542.86,0.35,1404.59,100%
read,read,60,240000,517.67,516.8,1.02,4091.3,100%
write,write,27,108000,1022.19,1022.19,0.46,1841.09,100%
read,read,61,244000,497.7,497.1,1.02,4094.85,100%
write,write,24,96000,1217.67,1217.67,0.4,1611.09,100%
read,read,44,176000,405.7,404.91,0.74,2950.05,100%
write,write,32,128000,1306.41,1306.41,0.54,2145.49,100%
read,read,38,152000,669.79,669.18,0.64,2579.64,100%
write,write,26,104000,1287.19,1287.19,0.44,1765.02,100%
read,read,64,256000,468.08,467.48,1.1,4414.02,100%
write,write,17,68000,1649.35,1649.35,0.29,1172.47,100%
read,read,50,200000,555.16,554.44,0.83,3336.67,100%
write,write,24,96000,1340.75,1340.75,0.4,1601.6,100%
read,read,61,244000,515.61,514.75,1.02,4093.68,100%
write,write,20,80000,1407.5,1407.5,0.34,1342.19,100%
read,read,64,256000,388.62,387.58,1.09,4346.35,100%
write,write,27,108000,1260.11,1260.11,0.46,1833.62,100%
read,read,58,232000,580.97,580.48,0.97,3883.3,100%
write,write,20,80000,1302.3,1302.3,0.33,1339.07,100%
read,read,59,236000,578.53,577.85,0.99,3949.39,100%
write,write,21,84000,1219.95,1219.95,0.35,1405.72,100%
read,read,50,200000,462.92,462.2,0.83,3337.17,100%
write,write,25,100000,1471.4,1471.4,0.42,1668.59,100%
read,read,58,232000,585.83,584.97,0.97,3880.18,100%
write,write,22,88000,1173.23,1173.23,0.37,1471.79,100%
read,read,45,180000,600.27,599.84,0.78,3117.48,100%
write,write,19,76000,1617,1617,0.33,1316.27,100%
read,read,57,228000,503.95,503.37,0.95,3815.07,100%
write,write,24,96000,1293.12,1293.12,0.4,1606.35,100%
read,read,50,200000,493.94,493.06,0.84,3347.06,100%
write,write,25,100000,1402.28,1402.28,0.42,1673.53,100%
read,read,47,188000,477.09,476.19,0.79,3178.04,100%
write,write,24,96000,1530.5,1530.5,0.41,1622.83,100%
read,read,51,204000,466.51,465.63,0.88,3502.15,100%
write,write,25,100000,1378.24,1378.24,0.43,1716.74,100%
read,read,55,220000,490.49,489.73,0.92,3688.86,100%
write,write,25,100000,1306.32,1306.32,0.42,1676.76,100%
read,read,64,256000,462.17,461.33,1.12,4491.7,100%
write,write,17,68000,1612.59,1612.59,0.3,1193.11,100%
read,read,45,180000,542.22,541.11,0.76,3051.68,100%
write,write,24,96000,1441,1441,0.41,1627.56,100%
read,read,49,196000,464.35,463.73,0.83,3311.71,100%
write,write,26,104000,1401.04,1401.04,0.44,1757.23,100%
read,read,63,252000,479.65,478.94,1.07,4279.89,100%
write,write,24,96000,1194.17,1194.17,0.41,1630.43,100%
read,read,47,188000,422.66,421.91,0.79,3153.04,100%
write,write,29,116000,1371.03,1371.03,0.49,1945.49,100%
read,read,66,264000,462.23,461.55,1.11,4432.43,100%
write,write,26,104000,1117.31,1117.31,0.44,1746.11,100%
read,read,36,144000,643.25,642.5,0.6,2404.89,100%
write,write,25,100000,1468.76,1468.76,0.42,1670.06,100%
read,read,62,248000,436.55,435.65,1.04,4161.35,100%
write,write,22,88000,1478.55,1478.55,0.37,1476.61,100%
read,read,63,252000,474.73,473.6,1.07,4272.56,100%
write,write,20,80000,1453.6,1453.6,0.34,1356.37,100%
read,read,54,216000,444.63,443.74,0.91,3638.57,100%
write,write,26,104000,1359.65,1359.65,0.44,1751.9,100%
read,read,49,196000,417.9,417.06,0.82,3295.67,100%
write,write,28,112000,1392.57,1392.57,0.47,1883.24,100%
read,read,61,244000,594.11,593.13,1.02,4088.81,100%
write,write,21,84000,1115.76,1115.76,0.35,1407.62,100%
read,read,56,224000,561.09,560.48,0.95,3813.42,100%
write,write,24,96000,1138.17,1138.17,0.41,1634.32,100%
read,read,56,224000,508.39,507.52,0.93,3735.2,100%
write,write,23,92000,1369.39,1369.39,0.38,1534.1,100%
read,read,50,200000,525.12,524.46,0.84,3356.44,100%
write,write,22,88000,1514.91,1514.91,0.37,1476.83,100%
read,read,64,256000,445.36,444.56,1.07,4271.22,100%
write,write,28,112000,1122.61,1122.61,0.47,1868.66,100%
read,read,49,196000,522.84,522.12,0.85,3391.94,100%
write,write,28,112000,1148.64,1148.64,0.48,1938.25,100%
read,read,58,232000,441.95,441.55,0.98,3928.01,100%
write,write,29,116000,1152.62,1152.62,0.49,1964,100%
read,read,59,236000,473.47,472.8,0.99,3979.16,100%
write,write,26,104000,1206.54,1206.54,0.44,1753.53,100%
read,read,53,212000,485.68,484.66,0.9,3604.95,100%
write,write,26,104000,1271.77,1271.77,0.44,1768.47,100%
read,read,70,280000,473.36,472.36,1.18,4709.05,100%
write,write,22,88000,1196.41,1196.41,0.37,1479.99,100%
