Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
cleanup,delete,1500,0,57.98,57.98,17.24,0,100%
cleanup,delete,1500,0,57.72,57.72,17.32,0,100%
cleanup,delete,1500,0,57.9,57.9,17.27,0,100%
cleanup,delete,1500,0,57.54,57.54,17.38,0,100%
cleanup,delete,1500,0,44.73,44.73,22.35,0,100%
cleanup,delete,1500,0,44.94,44.94,22.25,0,100%
cleanup,delete,1500,0,47.92,47.92,20.86,0,100%
cleanup,delete,1500,0,45.9,45.9,21.78,0,100%
cleanup,delete,1500,0,46.08,46.08,21.7,0,100%
cleanup,delete,1500,0,45.83,45.83,21.82,0,100%
cleanup,delete,1500,0,47.89,47.89,20.88,0,100%
cleanup,delete,1500,0,47.28,47.28,21.15,0,100%
cleanup,delete,1500,0,46.38,46.38,21.56,0,100%
cleanup,delete,1500,0,46.09,46.09,21.69,0,100%
cleanup,delete,1500,0,46.68,46.68,21.42,0,100%
cleanup,delete,1500,0,48.06,48.06,20.8,0,100%
