Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,42,336000000,908.17,102.1,0.71,5648862.66,100%
write,write,22,176000000,969.68,161.82,0.37,2958928.06,100%
read,read,52,416000000,855.27,102.52,0.88,7015650.3,100%
write,write,16,128000000,925.94,154.81,0.27,2158661.63,100%
read,read,42,336000000,894.76,101.26,0.71,5674908.8,100%
write,write,21,168000000,1029.57,128.29,0.35,2837454.4,100%
read,read,52,416000000,816.38,77.63,0.87,6967707.36,100%
write,write,18,144000000,958.28,146.44,0.3,2411898.7,100%
read,read,47,376000000,828.6,108.3,0.79,6280903.38,100%
write,write,24,192000000,871.58,161.33,0.4,3207269.81,100%
read,read,52,416000000,845.29,114.69,0.87,6990539.25,100%
write,write,16,128000000,971.69,215.56,0.27,2150935.15,100%
read,read,43,344000000,924.44,114.63,0.72,5765620.81,100%
write,write,20,160000000,995.55,137,0.34,2681684.1,100%
read,read,48,384000000,796.88,106.19,0.8,6422049.04,100%
write,write,20,160000000,1077.1,191.85,0.33,2675853.76,100%
