Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:12:11,submitting @ 2017-11-13 10:12:11,authing @ 2017-11-13 10:12:11,launching @ 2017-11-13 10:12:11,running @ 2017-11-13 10:12:12,closing @ 2017-11-13 10:12:17,completed @ 2017-11-13 10:12:17
s2-prepare,prepare-write,prepare,6000,48000000000,2009.46,417.57,2110,2640,3090,3480,4420,6990,7.96,63714053.35,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:12:19,submitting @ 2017-11-13 10:12:19,authing @ 2017-11-13 10:12:19,launching @ 2017-11-13 10:12:20,running @ 2017-11-13 10:12:20,closing @ 2017-11-13 10:25:10,completed @ 2017-11-13 10:25:10
s3-main-1worker,read,read,144,1152000000,277.49,14.1,260,280,340,470,490,490,2.4,19227559.5,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:25:12,submitting @ 2017-11-13 10:25:12,authing @ 2017-11-13 10:25:12,launching @ 2017-11-13 10:25:12,running @ 2017-11-13 10:25:13,closing @ 2017-11-13 10:26:13,completed @ 2017-11-13 10:26:13
s3-main-1worker,write,write,72,576000000,276.96,25.17,290,290,290,300,320,330,1.2,9613779.75,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:25:12,submitting @ 2017-11-13 10:25:12,authing @ 2017-11-13 10:25:12,launching @ 2017-11-13 10:25:12,running @ 2017-11-13 10:25:13,closing @ 2017-11-13 10:26:13,completed @ 2017-11-13 10:26:13
s4-main-4workers,read,read,335,2680000000,500.33,50.14,510,620,760,840,1060,1270,5.61,44901804.81,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:26:15,submitting @ 2017-11-13 10:26:15,authing @ 2017-11-13 10:26:15,launching @ 2017-11-13 10:26:15,running @ 2017-11-13 10:26:16,closing @ 2017-11-13 10:27:21,completed @ 2017-11-13 10:27:21
s4-main-4workers,write,write,150,1200000000,474.15,80.77,470,590,690,830,1000,1170,2.51,20101555.68,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:26:15,submitting @ 2017-11-13 10:26:15,authing @ 2017-11-13 10:26:15,launching @ 2017-11-13 10:26:15,running @ 2017-11-13 10:26:16,closing @ 2017-11-13 10:27:21,completed @ 2017-11-13 10:27:21
s5-main-8workers,read,read,378,3024000000,855.95,103.15,890,1090,1270,1430,1760,2690,6.35,50766241.58,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:27:23,submitting @ 2017-11-13 10:27:23,authing @ 2017-11-13 10:27:23,launching @ 2017-11-13 10:27:23,running @ 2017-11-13 10:27:24,closing @ 2017-11-13 10:28:29,completed @ 2017-11-13 10:28:29
s5-main-8workers,write,write,157,1256000000,974.11,160.92,1020,1260,1460,1780,2110,2820,2.64,21082685.62,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:27:23,submitting @ 2017-11-13 10:27:23,authing @ 2017-11-13 10:27:23,launching @ 2017-11-13 10:27:23,running @ 2017-11-13 10:27:24,closing @ 2017-11-13 10:28:29,completed @ 2017-11-13 10:28:29
s6-main-16workers,read,read,371,2968000000,1545.96,179.87,1580,1930,2100,2410,2890,3510,6.3,50417755,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:28:31,submitting @ 2017-11-13 10:28:31,authing @ 2017-11-13 10:28:31,launching @ 2017-11-13 10:28:31,running @ 2017-11-13 10:28:32,closing @ 2017-11-13 10:29:37,completed @ 2017-11-13 10:29:37
s6-main-16workers,write,write,177,1416000000,2083.38,396.49,2120,2520,3050,3480,4370,4630,3.01,24051891.4,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:28:31,submitting @ 2017-11-13 10:28:31,authing @ 2017-11-13 10:28:31,launching @ 2017-11-13 10:28:31,running @ 2017-11-13 10:28:32,closing @ 2017-11-13 10:29:37,completed @ 2017-11-13 10:29:37
s7-main-32workers,read,read,320,2560000000,3676.73,487.59,4150,4670,5330,5940,6880,7540,5.51,44115215.46,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:29:39,submitting @ 2017-11-13 10:29:39,authing @ 2017-11-13 10:29:39,launching @ 2017-11-13 10:29:40,running @ 2017-11-13 10:29:40,closing @ 2017-11-13 10:30:45,completed @ 2017-11-13 10:30:45
