Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,5,80000000,8324.2,2236,0.05,868781.43,100%
write,write,2,32000000,25230.5,5440.5,0.02,347512.57,100%
read,read,6,96000000,7020.83,1314.83,0.06,1036963.43,100%
write,write,2,32000000,25226.5,7540,0.02,345654.48,100%
read,read,4,64000000,6604.75,1332.75,0.05,766402.82,100%
write,write,2,32000000,28543.5,7641,0.02,383201.41,100%
read,read,10,160000000,8502.4,2955.1,0.09,1425770.81,100%
write,write,1,16000000,27196,5126,0.01,142577.08,100%
read,read,6,96000000,7317.67,3022.33,0.06,964184.56,100%
write,write,2,32000000,27829.5,7059,0.02,321394.85,100%
read,read,8,128000000,8487.5,2557.38,0.07,1088435.37,100%
write,write,2,32000000,24850,6788.5,0.02,272108.84,100%
read,read,6,96000000,7303.67,1637.5,0.06,1007852.85,100%
write,write,2,32000000,25715,6604,0.02,335950.95,100%
read,read,7,112000000,8140.43,2437.14,0.08,1300193.87,100%
write,write,1,16000000,29157,8019,0.01,185741.98,100%
read,read,6,96000000,10290.67,2616.17,0.07,1055327.76,100%
write,write,1,16000000,29223,5175,0.01,175887.96,100%
read,read,11,176000000,7308.18,1862,0.1,1567691.31,100%
write,write,1,16000000,31876,9485,0.01,142517.39,100%
read,read,6,96000000,6894.83,1526.83,0.05,824225.36,100%
write,write,3,48000000,25034.33,4840,0.03,412112.68,100%
read,read,9,144000000,8809,2474.89,0.08,1355192.08,100%
write,write,1,16000000,26977,4304,0.01,150576.9,100%
read,read,6,96000000,7323,1442.5,0.06,985656.64,100%
write,write,2,32000000,26729.5,4270,0.02,328552.21,100%
read,read,7,112000000,7092.43,1703.29,0.07,1106861.55,100%
write,write,2,32000000,25769.5,6943,0.02,316246.16,100%
read,read,3,48000000,7182.67,2129.33,0.04,604145.95,100%
write,write,2,32000000,28951.5,6565.5,0.03,402763.97,100%
read,read,8,128000000,7212.62,1543.38,0.09,1449029.26,100%
write,write,1,16000000,30634,5715,0.01,181128.66,100%
read,read,3,48000000,8550.33,1916.33,0.03,457875.46,100%
write,write,3,48000000,26393.67,6364.33,0.03,457875.46,100%
read,read,7,112000000,6665.43,1771.43,0.07,1131941.99,100%
write,write,2,32000000,26143.5,4533,0.02,323412,100%
read,read,7,112000000,7423,2220.43,0.07,1092512.39,100%
write,write,2,32000000,25277.5,7858,0.02,312146.4,100%
read,read,11,176000000,7390,1895,0.1,1615761.01,100%
write,write,1,16000000,27636,5242,0.01,146887.36,100%
read,read,4,64000000,7651,2171.25,0.03,554886.03,100%
write,write,3,48000000,28244.67,8145.33,0.03,416164.52,100%
read,read,7,112000000,8273.86,1661.71,0.06,1004358.2,100%
write,write,2,32000000,26798,3970,0.02,286959.48,100%
