Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,Min-Version,Version,Max-Version
11:50:13,1,16000000,5092,123,0.2,3142183.82,100%,0,0,0
11:50:18,29,464000000,4039.93,170.38,3.77,60361442.08,100%,1,1,1
11:50:23,12,192000000,5370.33,453.92,2.09,33425413,100%,2,2,2
11:50:28,17,272000000,5638.94,499.65,3.36,53773399.21,100%,3,3,3
11:50:33,13,208000000,5742.46,482.92,2.79,44581655.15,100%,4,4,4
11:50:38,13,208000000,5937.08,509.69,2.68,42889809.29,100%,5,5,5
11:50:43,13,208000000,5947.31,529.23,2.69,42969496.9,100%,6,6,6
11:50:48,13,208000000,5843.85,426.38,2.76,44216546.83,100%,7,7,7
11:50:53,21,336000000,4285.33,222.48,3.64,58303987.71,100%,8,8,8
11:50:58,13,208000000,3856.54,153.85,2.62,41986297.81,100%,9,9,9
11:51:03,24,384000000,4156.71,245.54,5.46,87369726.96,100%,10,10,10
11:51:08,19,304000000,4218.89,176.53,3.21,51331061.18,100%,11,11,11
11:51:13,19,304000000,3828,253.68,3.95,63155666.36,100%,12,12,12
11:51:18,21,336000000,3826.71,261.05,4.44,71014564.87,100%,13,13,13
11:51:23,22,352000000,3988.82,214,4.16,66624553.87,100%,14,14,14
11:51:28,19,304000000,4297.21,200.79,3.49,55764249.12,100%,15,15,15
11:51:33,16,256000000,3739.19,222.75,3.74,59816790.43,100%,16,16,16
11:51:38,25,400000000,4111.32,150.2,5.18,82886223.57,100%,17,17,17
11:51:43,16,256000000,3919.38,191.5,2.79,44669101.51,100%,18,18,18
11:51:48,21,336000000,4693.14,548.9,4.08,65295264.05,100%,19,19,19
11:51:53,13,208000000,5500.23,657.08,2.37,37991624.26,100%,20,20,20
11:51:58,14,224000000,5912.79,719.29,3.38,54130510.01,100%,21,21,21
11:52:03,15,240000000,6062.13,780.93,2.98,47665271.23,100%,22,22,22
11:52:08,13,208000000,6179.46,741.62,2.27,36345358.17,100%,23,23,23
11:52:13,13,208000000,6100.77,708.62,2.63,42012502.57,100%,24,24,24
11:52:18,8,128000000,5508.38,323.38,1.98,31643390.41,100%,25,25,25
11:52:23,28,448000000,4159.04,280.64,5.47,87564055.04,100%,26,26,26
11:52:28,12,192000000,4442.5,231.42,1.76,28133457.4,100%,27,27,27
11:52:33,25,400000000,3902.24,228.12,5.7,91243499.77,100%,28,28,28
11:52:38,17,272000000,3898.12,282.06,3.13,50053463.27,100%,29,29,29
11:52:43,23,368000000,4007.26,257.3,5.01,80149570.52,100%,30,30,30
11:52:48,19,304000000,3887.79,330.37,3.2,51270598.14,100%,31,31,31
11:52:53,22,352000000,4049.41,214.05,4.18,66800476.72,100%,32,32,32
11:52:58,16,256000000,3910,198.25,3.48,55714865.8,100%,33,33,33
11:53:03,22,352000000,4126.73,408.45,4.41,70599002.76,100%,34,34,34
11:53:08,23,368000000,3898.91,287.48,4.43,70959432.94,100%,35,35,35
11:53:13,16,256000000,4479.56,546.69,2.87,45906174.43,100%,36,36,36
11:53:18,19,304000000,4508.47,366.42,3.99,63880736.48,100%,37,37,37
11:53:23,12,192000000,3921.25,317.92,3.03,48427386.11,100%,38,38,38
11:53:28,28,448000000,3920.57,342.68,6.24,99842058.57,100%,39,39,39
11:53:33,16,256000000,4592.31,608.19,2.56,40978614.64,100%,40,40,40
11:53:38,17,272000000,5508.82,658.41,3.25,51994685.56,100%,41,41,41
11:53:43,16,256000000,4148.88,219.12,3.16,50608777.02,100%,42,42,42
11:53:48,19,304000000,4099.26,386.47,3.79,60581241.35,100%,43,43,43
11:53:53,18,288000000,3959.61,332.06,4.04,64600812.97,100%,44,44,44
11:53:58,22,352000000,3979.45,242.59,4.5,71964308.71,100%,45,45,45
11:54:03,20,320000000,4081.85,305.7,3.45,55176308.14,100%,46,46,46
11:54:08,18,288000000,4163.39,354.44,3.66,58534288.76,100%,47,47,47
11:54:13,23,368000000,3844.7,393.57,5.03,80449323.41,100%,48,48,48
11:54:18,19,304000000,4218.26,362.84,3.54,56683252.8,100%,49,49,49
11:54:23,19,304000000,3671.47,336,4.04,64676624.55,100%,50,50,50
11:54:28,21,336000000,4275.48,330.81,4.06,64944522.25,100%,51,51,51
11:54:33,21,336000000,3791.9,506.71,4.12,65940524.8,100%,52,52,52
11:54:38,22,352000000,3779.86,261.59,4.34,69376405.52,100%,53,53,53
11:54:43,18,288000000,4004.22,288.94,3.38,54119493.95,100%,54,54,54
11:54:48,22,352000000,4010.14,386.86,4.4,70339228.29,100%,55,55,55
11:54:53,19,304000000,4334.95,362,3.71,59288042.17,100%,56,56,56
11:54:58,24,384000000,3664.38,375,4.23,67606820.97,100%,57,57,57
11:55:03,12,192000000,4419.5,419.08,2.58,41228014.87,100%,58,58,58
11:55:08,26,416000000,3913.19,373.85,5.96,95376574.46,100%,59,59,59
11:55:13,21,336000000,4206.71,329.05,3.64,58236438.92,100%,60,60,60
11:55:18,10,160000000,4209.3,290.4,1.9,30460495.69,100%,61,61,61
11:55:23,26,416000000,4120.27,374.58,5.68,90861263.43,100%,62,62,62
