Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,42,672000000,1526.17,105.81,0.35,5656470.43,100%
write,write,24,384000000,2279.12,319.96,0.2,3232268.82,100%
read,read,39,624000000,1549.67,128.21,0.34,5408591.34,100%
write,write,23,368000000,2388.39,365.09,0.2,3189682.07,100%
read,read,37,592000000,1595.51,64.57,0.31,4969027.51,100%
write,write,23,368000000,2613.13,593.43,0.19,3088854.94,100%
read,read,51,816000000,1446.33,126.12,0.43,6862332.86,100%
write,write,20,320000000,2257.2,270.85,0.17,2691110.92,100%
read,read,35,560000000,1610.17,109.86,0.3,4820521.65,100%
write,write,25,400000000,2392.36,312.12,0.22,3443229.75,100%
read,read,53,848000000,1572.57,138.4,0.46,7316526.03,100%
write,write,15,240000000,2170,288.67,0.13,2070714.91,100%
read,read,41,656000000,1562.85,100.49,0.34,5491653.69,100%
write,write,24,384000000,2307.21,295.25,0.2,3214626.55,100%
read,read,46,736000000,1570.48,135.87,0.39,6275900.88,100%
write,write,17,272000000,2648.94,449.12,0.14,2319354.67,100%
