Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,162,648000000,495.85,82.78,1.36,5433780,100%
write,write,88,352000000,442.26,176.9,0.74,2951682.96,100%
read,read,163,652000000,472.32,71.87,1.37,5471267.45,100%
write,write,99,396000000,425.93,169.63,0.83,3323039.74,100%
read,read,181,724000000,495.56,78.78,1.51,6051184.33,100%
write,write,71,284000000,421.65,125.56,0.59,2373668.99,100%
read,read,178,712000000,512.75,79.92,1.5,5984148.73,100%
write,write,67,268000000,413.51,130.3,0.56,2252460.48,100%
read,read,169,676000000,495.89,78.29,1.41,5648301.33,100%
write,write,88,352000000,407.61,141.76,0.74,2941127.32,100%
read,read,187,748000000,435.48,79.47,1.56,6251514.82,100%
write,write,84,336000000,454.75,152.54,0.7,2808167.09,100%
read,read,190,760000000,510.08,82.42,1.59,6368892.99,100%
write,write,56,224000000,400.11,126.11,0.47,1877147.41,100%
read,read,154,616000000,498.3,75.46,1.29,5149511.38,100%
write,write,96,384000000,446.49,153.36,0.8,3210085.02,100%
