Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
10:26:00,21,11,84000000,44000000,159,153.64,25.33,24.09,4.17,2.19,16699801.19,8747514.91,100%,100%,0,0,0
10:26:05,18,16,72000000,64000000,145.78,156.75,18.72,24.19,3.5,3.11,14015962.62,12458633.44,100%,100%,1,1,1
10:26:10,0,0,N/A,N/A,0,0,N/A,2,2,2
10:26:15,19,15,76000000,60000000,144.58,158.4,16.11,24.93,7.41,5.85,29652750.68,23410066.33,100%,100%,3,3,3
10:26:20,21,14,84000000,56000000,139.05,157.71,12.67,26.43,4.09,2.73,16374269.01,10916179.34,100%,100%,4,4,4
10:26:25,21,13,84000000,52000000,141.05,158,12.71,25,4.19,2.59,16746411.48,10366826.16,100%,100%,5,5,5
10:26:30,27,9,108000000,36000000,137.7,153.78,12.78,25.11,5.29,1.76,21159874.61,7053291.54,100%,100%,6,6,6
10:26:35,25,11,100000000,44000000,136.28,155.82,12.72,25.09,4.88,2.15,19527436.05,8592071.86,100%,100%,7,7,7
10:26:40,32,4,128000000,16000000,137.91,155,12.31,25.75,6.36,0.79,25422045.68,3177755.71,100%,100%,8,8,8
10:26:45,27,9,108000000,36000000,137.22,155.11,12.44,25.22,5.29,1.76,21172319.15,7057439.72,100%,100%,9,9,9
10:26:50,27,9,108000000,36000000,138.7,153.11,13.19,25.22,5.27,1.76,21077283.37,7025761.12,100%,100%,10,10,10
10:26:55,24,12,96000000,48000000,135.04,151.42,12.58,24.58,4.74,2.37,18976082.23,9488041.11,100%,100%,11,11,11
10:27:00,23,13,92000000,52000000,136,153.54,12.52,25.46,4.49,2.54,17947717.52,10144362.08,100%,100%,12,12,12
10:27:05,22,13,88000000,52000000,137.41,154.31,12.82,25.69,4.37,2.58,17495029.82,10337972.17,100%,100%,13,13,13
10:27:10,26,10,104000000,40000000,137.65,152.4,12.62,26.3,5.09,1.96,20360219.26,7830853.56,100%,100%,14,14,14
10:27:15,29,7,116000000,28000000,136.07,158.71,12.72,25.86,5.73,1.38,22933965.99,5535784.9,100%,100%,15,15,15
10:27:20,28,8,112000000,32000000,136.86,154.12,12.82,26.25,5.53,1.58,22103808.96,6315373.99,100%,100%,16,16,16
10:27:25,25,11,100000000,44000000,136.4,153.55,12.56,25.82,4.9,2.16,19611688.57,8629142.97,100%,100%,17,17,17
10:27:30,28,8,112000000,32000000,136.57,152.12,12.93,28,5.55,1.59,22213407.38,6346687.82,100%,100%,18,18,18
10:27:35,21,14,84000000,56000000,136.52,156.93,12.67,25.71,4.14,2.76,16577856.72,11051904.48,100%,100%,19,19,19
10:27:40,23,13,92000000,52000000,136.04,150.92,12.3,26,4.52,2.55,18064009.42,10210092.28,100%,100%,20,20,20
10:27:45,24,12,96000000,48000000,135.33,150.75,12.58,25.67,4.74,2.37,18976082.23,9488041.11,100%,100%,21,21,21
10:27:50,24,12,96000000,48000000,136.75,154.75,12.54,26.08,4.67,2.33,18673409.84,9336704.92,100%,100%,22,22,22
10:27:55,25,11,100000000,44000000,134.44,149.27,12.56,25.91,5,2.2,19984012.79,8792965.63,100%,100%,23,23,23
10:28:00,29,8,116000000,32000000,135.03,147.12,12.52,25.75,5.69,1.57,22762951.33,6279434.85,100%,100%,24,24,24
10:28:05,30,7,120000000,28000000,135.17,152.43,12.7,26.43,5.86,1.37,23423775.13,5465547.53,100%,100%,25,25,25
10:28:10,27,9,108000000,36000000,138.26,154,13.11,26.33,5.27,1.76,21093750,7031250,100%,100%,26,26,26
10:28:15,18,2,72000000,8000000,136.22,154.5,12.72,25.5,6.52,0.72,26077508.15,2897500.91,100%,100%,27,27,27
