Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
10:40:40,2,0,8000000,0,5044.5,N/A,1221.5,N/A,0.4,0,1585929.38,0,100%,N/A,0,0,0
10:40:45,69,0,276000000,0,5083.49,N/A,1627.36,N/A,9.03,0,36124370.23,0,100%,N/A,1,1,1
10:40:50,58,52,232000000,208000000,4936.28,11599.63,2045.05,4932.21,9.82,8.39,39275655.48,33563636.94,100%,100%,2,2,2
10:40:55,64,33,256000000,132000000,4714.27,10657.24,1841.62,6167.94,12.09,6.5,48359420.92,26008191.92,100%,100%,3,3,3
10:41:00,77,25,308000000,100000000,4773.47,11209.04,1966.39,7296.92,13.48,4.78,53922607.16,19128088.38,100%,100%,4,4,4
10:41:05,57,23,228000000,92000000,4926.53,11857.43,2185.56,7354.04,12.09,4.65,48360905.65,18597875.05,100%,100%,5,5,5
10:41:10,73,30,292000000,120000000,5306.58,11496,2503.23,7182.6,15.08,5.58,60330286.39,22331552.98,100%,100%,6,6,6
10:41:15,47,25,188000000,100000000,4893.36,10263.96,1776.53,6172.84,9.2,5.1,36787521.15,20419621.75,100%,100%,7,7,7
10:41:20,76,28,304000000,112000000,4948.62,10481.82,2269.87,6340.61,15.69,5.82,62765420.66,23297144.02,100%,100%,8,8,8
10:41:25,63,35,252000000,140000000,4614.49,11780.97,1949.06,7550.06,12.46,7.43,49842298.97,29721453.59,100%,100%,9,9,9
10:41:30,49,9,196000000,36000000,5807.1,11954.22,2298.43,7750.44,9.04,1.74,36150303.9,6969134.73,100%,100%,10,10,10
10:41:35,50,37,200000000,148000000,6476.9,12222.08,2738.24,7630.81,10.36,7.23,41432941.27,28919187.34,100%,100%,11,11,11
10:41:40,64,31,256000000,124000000,5702.41,11275.65,2606.89,7140.19,13.04,6.18,52171547.06,24713376.7,100%,100%,12,12,12
10:41:45,62,22,248000000,88000000,4988.63,10999.5,2151.31,7127,12.04,4.2,48171611.07,16789875.53,100%,100%,13,13,13
10:41:50,57,39,228000000,156000000,4964.3,11395.28,2431.47,7585.21,11.12,7.74,44499551.15,30941185.23,100%,100%,14,14,14
10:41:55,71,31,284000000,124000000,4178.9,10189.71,1700.83,6610.9,13.82,6.07,55276491.3,24282778.89,100%,100%,15,15,15
10:42:00,51,26,204000000,104000000,5173.41,12478.77,2590.73,8905.46,10.51,5.48,42057098.3,21916838.91,100%,100%,16,16,16
10:42:05,66,42,264000000,168000000,4443.76,10318.74,1869.33,6843.57,14.09,8.34,56362081.17,33367402.83,100%,100%,17,17,17
10:42:10,70,23,280000000,92000000,4900.24,10982.09,2074.31,7275.96,13.52,4.47,54083710.84,17897773.49,100%,100%,18,18,18
10:42:15,66,30,264000000,120000000,5098.42,11473.6,2529.82,7984.13,13.08,6.47,52325879.05,25873987.23,100%,100%,19,19,19
10:42:20,58,20,232000000,80000000,4921.76,11593.85,1771.4,7969.8,10.98,4.16,43912497.41,16633060.65,100%,100%,20,20,20
10:42:25,51,13,204000000,52000000,6971.39,14483.46,2799.22,10626.31,10.05,2.47,40218245.26,9879110.9,100%,100%,21,21,21
10:42:30,43,19,172000000,76000000,6518.14,15279,2154.09,10569.63,8.68,3.9,34708797.93,15592116.19,100%,100%,22,22,22
10:42:35,42,26,168000000,104000000,9398.67,12740.58,4467.31,7918.42,8.6,5.31,34402572.85,21257989.69,100%,100%,23,23,23
10:42:40,70,26,280000000,104000000,6104.63,15157.62,3548.8,11124,13.84,5.08,55360808.19,20319248.84,100%,100%,24,24,24
10:42:45,58,25,232000000,100000000,5147.91,15227.28,2414.29,11256.92,11.73,5.12,46914609.02,20461691.79,100%,100%,25,25,25
10:42:50,42,16,168000000,64000000,5733.57,10437.19,2171.48,6738.69,8.3,3.23,33212060.74,12920803.37,100%,100%,26,26,26
10:42:55,55,17,220000000,68000000,6855.95,14032.71,3110.82,10171.12,11.84,3.47,47359800.51,13875766.93,100%,100%,27,27,27
10:43:00,12,3,48000000,12000000,4364.58,4266.33,1821.92,1399.33,2.77,0.7,11067770.88,2816980.75,100%,100%,28,28,28
10:43:05,0,0,0,0,N/A,N/A,N/A,N/A,0,0,0,0,N/A,N/A,29,29,29
