Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
cleanup,delete,880,0,56.8,56.8,17.6,0,100%
cleanup,delete,880,0,55.87,55.87,17.9,0,100%
cleanup,delete,880,0,57.67,57.67,17.34,0,100%
cleanup,delete,880,0,56.81,56.81,17.6,0,100%
cleanup,delete,880,0,55.77,55.77,17.93,0,100%
cleanup,delete,880,0,53.03,53.03,18.85,0,100%
cleanup,delete,880,0,49.12,49.12,20.35,0,100%
cleanup,delete,880,0,11.61,11.61,86.03,0,100%
cleanup,delete,870,0,46.76,46.76,21.38,0,100%
cleanup,delete,870,0,51.2,51.2,19.53,0,100%
cleanup,delete,870,0,54.12,54.12,18.47,0,100%
cleanup,delete,870,0,51.3,51.3,19.49,0,100%
cleanup,delete,870,0,47.73,47.73,20.95,0,100%
cleanup,delete,870,0,52.35,52.35,19.1,0,100%
cleanup,delete,870,0,50.75,50.75,19.7,0,100%
cleanup,delete,870,0,53.59,53.59,18.66,0,100%
