Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:20:06,submitting @ 2017-11-17 10:20:06,authing @ 2017-11-17 10:20:06,launching @ 2017-11-17 10:20:07,running @ 2017-11-17 10:20:07,closing @ 2017-11-17 10:20:12,completed @ 2017-11-17 10:20:12
s7-main-32workers,write,write,640,2560000000,1957.39,906.02,1960,2600,3300,3890,5040,6630,5.43,21702352.14,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:35:35,submitting @ 2017-11-17 10:35:35,authing @ 2017-11-17 10:35:35,launching @ 2017-11-17 10:35:35,running @ 2017-11-17 10:35:35,closing @ 2017-11-17 10:38:00,completed @ 2017-11-17 10:38:00
s8-main-64workers,read,read,1546,6184000000,2971.01,982.54,2740,4360,5970,7720,9760,16730,13.43,53725942.24,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:38:03,submitting @ 2017-11-17 10:38:03,authing @ 2017-11-17 10:38:03,launching @ 2017-11-17 10:38:03,running @ 2017-11-17 10:38:04,closing @ 2017-11-17 10:40:29,completed @ 2017-11-17 10:40:29
s8-main-64workers,write,write,643,2572000000,4315.99,2963.68,3850,6050,8620,11710,16550,24150,5.58,22322313.99,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:38:03,submitting @ 2017-11-17 10:38:03,authing @ 2017-11-17 10:38:03,launching @ 2017-11-17 10:38:03,running @ 2017-11-17 10:38:04,closing @ 2017-11-17 10:40:29,completed @ 2017-11-17 10:40:29
s9-main-128workers,read,read,1409,5636000000,5257.5,2318.96,4700,7040,9780,12440,15870,23420,12.63,50518452.23,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:40:31,submitting @ 2017-11-17 10:40:31,authing @ 2017-11-17 10:40:32,launching @ 2017-11-17 10:40:32,running @ 2017-11-17 10:40:32,closing @ 2017-11-17 10:43:02,completed @ 2017-11-17 10:43:02
s9-main-128workers,write,write,587,2348000000,11717.95,7738.97,10840,13650,18070,22760,29050,33670,5.26,21021856.69,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:40:31,submitting @ 2017-11-17 10:40:31,authing @ 2017-11-17 10:40:32,launching @ 2017-11-17 10:40:32,running @ 2017-11-17 10:40:32,closing @ 2017-11-17 10:43:02,completed @ 2017-11-17 10:43:02
s10-main-256workers,read,read,1450,5800000000,8442.71,4544.77,8530,10060,11400,12680,14900,18440,15.1,60396337.39,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:43:05,submitting @ 2017-11-17 10:43:05,authing @ 2017-11-17 10:43:06,launching @ 2017-11-17 10:43:06,running @ 2017-11-17 10:43:07,closing @ 2017-11-17 10:45:37,completed @ 2017-11-17 10:45:37
s10-main-256workers,write,write,488,1952000000,25516.32,15722.22,25750,28320,30470,32730,36000,40440,5.03,20131145.13,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:43:05,submitting @ 2017-11-17 10:43:05,authing @ 2017-11-17 10:43:06,launching @ 2017-11-17 10:43:06,running @ 2017-11-17 10:43:07,closing @ 2017-11-17 10:45:37,completed @ 2017-11-17 10:45:37
s11-main-512workers,read,read,1371,5484000000,16528.9,9614.03,17210,19180,20890,22720,28310,33680,19.19,76748536.35,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:45:39,submitting @ 2017-11-17 10:45:39,authing @ 2017-11-17 10:45:42,launching @ 2017-11-17 10:45:42,running @ 2017-11-17 10:45:42,closing @ 2017-11-17 10:48:23,completed @ 2017-11-17 10:48:23
s11-main-512workers,write,write,305,1220000000,53496.95,28981.71,54170,57280,59200,61410,64030,65700,3.76,15057354.54,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:45:39,submitting @ 2017-11-17 10:45:39,authing @ 2017-11-17 10:45:42,launching @ 2017-11-17 10:45:42,running @ 2017-11-17 10:45:42,closing @ 2017-11-17 10:48:23,completed @ 2017-11-17 10:48:23
s12-cleanup,cleanup-delete,cleanup,14000,0,50.28,50.28,60,70,80,90,110,180,370.9,0,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:48:25,submitting @ 2017-11-17 10:48:25,authing @ 2017-11-17 10:48:25,launching @ 2017-11-17 10:48:25,running @ 2017-11-17 10:48:25,closing @ 2017-11-17 10:49:20,completed @ 2017-11-17 10:49:20
s13-dispose,dispose-delete,dispose,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:49:23,submitting @ 2017-11-17 10:49:23,authing @ 2017-11-17 10:49:23,launching @ 2017-11-17 10:49:23,running @ 2017-11-17 10:49:23,closing @ 2017-11-17 10:49:28,completed @ 2017-11-17 10:49:28
