Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:20:06,submitting @ 2017-11-17 10:20:06,authing @ 2017-11-17 10:20:06,launching @ 2017-11-17 10:20:07,running @ 2017-11-17 10:20:07,closing @ 2017-11-17 10:20:12,completed @ 2017-11-17 10:20:12
s2-prepare,prepare-write,prepare,5000,20000000000,1050.42,334.36,1110,1490,1690,1990,2580,5050,15.23,60929848.81,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:20:14,submitting @ 2017-11-17 10:20:14,authing @ 2017-11-17 10:20:14,launching @ 2017-11-17 10:20:15,running @ 2017-11-17 10:20:15,closing @ 2017-11-17 10:25:50,completed @ 2017-11-17 10:25:50
s3-main-1worker,read,read,595,2380000000,137.03,12.77,140,150,150,150,160,180,4.96,19849047.16,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:25:52,submitting @ 2017-11-17 10:25:52,authing @ 2017-11-17 10:25:52,launching @ 2017-11-17 10:25:53,running @ 2017-11-17 10:25:53,closing @ 2017-11-17 10:28:13,completed @ 2017-11-17 10:28:13
s3-main-1worker,write,write,249,996000000,153.96,25.71,160,160,170,170,180,190,2.08,8306576.04,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:25:52,submitting @ 2017-11-17 10:25:52,authing @ 2017-11-17 10:25:52,launching @ 2017-11-17 10:25:53,running @ 2017-11-17 10:25:53,closing @ 2017-11-17 10:28:13,completed @ 2017-11-17 10:28:13
s4-main-4workers,read,read,1328,5312000000,264.42,39.39,240,310,460,510,730,1320,11.08,44329655.43,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:28:15,submitting @ 2017-11-17 10:28:15,authing @ 2017-11-17 10:28:16,launching @ 2017-11-17 10:28:16,running @ 2017-11-17 10:28:16,closing @ 2017-11-17 10:30:36,completed @ 2017-11-17 10:30:36
s4-main-4workers,write,write,546,2184000000,234.6,71.23,230,260,350,430,500,720,4.56,18225906.53,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:28:15,submitting @ 2017-11-17 10:28:15,authing @ 2017-11-17 10:28:16,launching @ 2017-11-17 10:28:16,running @ 2017-11-17 10:28:16,closing @ 2017-11-17 10:30:36,completed @ 2017-11-17 10:30:36
s5-main-8workers,read,read,1384,5536000000,489.29,78.74,510,650,840,1010,1300,1870,11.59,46358601.03,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:30:39,submitting @ 2017-11-17 10:30:39,authing @ 2017-11-17 10:30:39,launching @ 2017-11-17 10:30:39,running @ 2017-11-17 10:30:39,closing @ 2017-11-17 10:33:04,completed @ 2017-11-17 10:33:04
s5-main-8workers,write,write,649,2596000000,428.45,149.58,410,580,750,900,1210,1700,5.43,21737379,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:30:39,submitting @ 2017-11-17 10:30:39,authing @ 2017-11-17 10:30:39,launching @ 2017-11-17 10:30:39,running @ 2017-11-17 10:30:39,closing @ 2017-11-17 10:33:04,completed @ 2017-11-17 10:33:04
s6-main-16workers,read,read,1506,6024000000,870.59,168.92,890,1200,1460,1620,2060,3250,12.66,50640978.89,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:33:07,submitting @ 2017-11-17 10:33:07,authing @ 2017-11-17 10:33:07,launching @ 2017-11-17 10:33:07,running @ 2017-11-17 10:33:07,closing @ 2017-11-17 10:35:32,completed @ 2017-11-17 10:35:32
s6-main-16workers,write,write,680,2720000000,870.66,305.54,900,1190,1390,1610,1970,3000,5.72,22860115.41,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:33:07,submitting @ 2017-11-17 10:33:07,authing @ 2017-11-17 10:33:07,launching @ 2017-11-17 10:33:07,running @ 2017-11-17 10:33:07,closing @ 2017-11-17 10:35:32,completed @ 2017-11-17 10:35:32
s7-main-32workers,read,read,1580,6320000000,1597.44,355.6,1620,2150,2620,3080,4060,6240,13.38,53527615.93,100%,completed,waiting @ 2017-11-17 09:58:46,booting @ 2017-11-17 10:35:35,submitting @ 2017-11-17 10:35:35,authing @ 2017-11-17 10:35:35,launching @ 2017-11-17 10:35:35,running @ 2017-11-17 10:35:35,closing @ 2017-11-17 10:38:00,completed @ 2017-11-17 10:38:00
