Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,94,376000000,898.64,168.41,0.79,3148735.9,100%
write,write,36,144000000,970.47,263.97,0.3,1205898.86,100%
read,read,88,352000000,902.42,166.45,0.74,2957883.77,100%
write,write,43,172000000,920.67,363.21,0.36,1445329.57,100%
read,read,92,368000000,975.6,181.05,0.79,3161865.16,100%
write,write,33,132000000,806.85,295.33,0.28,1134147.28,100%
read,read,100,400000000,815.24,172.66,0.84,3352526.55,100%
write,write,49,196000000,771.1,262.84,0.41,1642738.01,100%
read,read,90,360000000,851.31,141.49,0.76,3032958.15,100%
write,write,50,200000000,841.24,296.82,0.42,1684976.75,100%
read,read,101,404000000,849.85,193.45,0.85,3404570.89,100%
write,write,41,164000000,800.54,269.39,0.35,1382053.53,100%
read,read,100,400000000,839.76,167.19,0.84,3351037.98,100%
write,write,42,168000000,842.43,258.29,0.35,1407435.95,100%
read,read,96,384000000,871.43,139.35,0.8,3210326.55,100%
write,write,36,144000000,998.64,419.61,0.3,1203872.46,100%
read,read,98,392000000,792.62,130.35,0.83,3306565.9,100%
write,write,44,176000000,928.84,317.34,0.37,1484580.61,100%
read,read,92,368000000,875.12,176.04,0.78,3124575.47,100%
write,write,39,156000000,955.36,452.21,0.33,1324548.3,100%
read,read,87,348000000,922.72,190.07,0.73,2920026.52,100%
write,write,47,188000000,827.38,274.11,0.39,1577485.59,100%
read,read,90,360000000,908.22,200.5,0.75,3012501.88,100%
write,write,46,184000000,820.87,273.93,0.38,1539723.18,100%
read,read,93,372000000,885.51,180.27,0.78,3114482.34,100%
write,write,42,168000000,882.95,325.76,0.35,1406540.41,100%
read,read,96,384000000,833.84,151.74,0.8,3200240.02,100%
write,write,42,168000000,950.95,359.1,0.35,1400105.01,100%
read,read,103,412000000,824.74,173.13,0.86,3454231.43,100%
write,write,42,168000000,817.1,239,0.35,1408521.56,100%
read,read,86,344000000,910.44,173.28,0.72,2888450.4,100%
write,write,48,192000000,849.54,256.15,0.4,1612158.36,100%
