Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,703,2812000,101.93,99.77,5.86,23452.68,100%
write,write,299,1196000,161.29,161.29,2.49,9974.9,100%
read,read,649,2596000,110.15,108.09,5.42,21674.88,100%
write,write,277,1108000,174.19,174.19,2.31,9251.06,100%
read,read,707,2828000,101.69,99.43,5.9,23597.74,100%
write,write,301,1204000,159.2,159.2,2.51,10046.56,100%
read,read,671,2684000,101.61,99.4,5.59,22378.04,100%
write,write,329,1316000,157.22,157.22,2.74,10972.24,100%
read,read,738,2952000,100.48,98.65,6.15,24618.67,100%
write,write,285,1140000,160.42,160.42,2.38,9507.21,100%
read,read,650,2600000,107.99,105.84,5.42,21684.01,100%
write,write,287,1148000,173.09,173.09,2.39,9574.33,100%
read,read,683,2732000,105.11,102.91,5.7,22800.11,100%
write,write,288,1152000,166.67,166.67,2.4,9614.1,100%
read,read,710,2840000,100.18,98.04,5.92,23690.16,100%
write,write,307,1228000,158.74,158.74,2.56,10243.49,100%
read,read,666,2664000,108.94,107.2,5.55,22215.74,100%
write,write,272,1088000,173.98,173.98,2.27,9073.09,100%
read,read,657,2628000,110.05,107.99,5.49,21945.54,100%
write,write,269,1076000,176.29,176.29,2.25,8985.31,100%
read,read,635,2540000,108.79,106.74,5.29,21177.61,100%
write,write,293,1172000,173.44,173.44,2.44,9771.72,100%
read,read,697,2788000,100.37,98.07,5.81,23243.79,100%
write,write,308,1232000,162.2,162.2,2.57,10271.29,100%
read,read,694,2776000,100.29,98.46,5.79,23151.66,100%
write,write,319,1276000,157.58,157.58,2.66,10641.76,100%
read,read,689,2756000,103.7,101.68,5.76,23024.03,100%
write,write,292,1168000,165.14,165.14,2.44,9757.65,100%
read,read,701,2804000,102.02,100,5.85,23407.43,100%
write,write,302,1208000,159.73,159.73,2.52,10084.23,100%
read,read,688,2752000,101.58,99.45,5.74,22955.52,100%
write,write,313,1252000,159.62,159.62,2.61,10443.43,100%
read,read,718,2872000,101.48,99.41,5.99,23949.9,100%
write,write,292,1168000,161.04,161.04,2.44,9740.07,100%
read,read,700,2800000,101.31,99.17,5.84,23374.24,100%
write,write,301,1204000,162.27,162.27,2.51,10050.92,100%
read,read,672,2688000,104.59,102.47,5.6,22418.68,100%
write,write,294,1176000,168.64,168.64,2.45,9808.17,100%
read,read,679,2716000,100.64,98.29,5.67,22679.07,100%
write,write,319,1276000,161.09,161.09,2.66,10654.82,100%
read,read,662,2648000,105.31,102.97,5.52,22097.6,100%
write,write,303,1212000,165.31,165.31,2.53,10114.16,100%
read,read,673,2692000,108.58,106.37,5.62,22464.03,100%
write,write,267,1068000,175.04,175.04,2.23,8912.18,100%
read,read,746,2984000,103.72,101.59,6.22,24888.86,100%
write,write,266,1064000,159.71,159.71,2.22,8874.58,100%
read,read,735,2940000,100.82,98.8,6.14,24548.48,100%
write,write,289,1156000,157.89,157.89,2.41,9652.4,100%
read,read,680,2720000,101.82,99.62,5.67,22689.36,100%
write,write,310,1240000,163.26,163.26,2.59,10343.68,100%
read,read,685,2740000,100.91,98.86,5.71,22856,100%
write,write,315,1260000,161.03,161.03,2.63,10510.42,100%
read,read,693,2772000,101.09,98.91,5.78,23106.55,100%
write,write,308,1232000,161.95,161.95,2.57,10269.58,100%
read,read,698,2792000,100.59,98.39,5.82,23272.48,100%
write,write,307,1228000,161.95,161.95,2.56,10235.89,100%
read,read,709,2836000,101.34,99.17,5.91,23646.93,100%
write,write,300,1200000,160.18,160.18,2.5,10005.75,100%
read,read,675,2700000,103.62,101.61,5.63,22514.82,100%
write,write,309,1236000,161.67,161.67,2.58,10306.79,100%
read,read,676,2704000,109.34,107.17,5.64,22550.81,100%
write,write,263,1052000,174.78,174.78,2.19,8773.47,100%
read,read,697,2788000,101.49,99.58,5.81,23245.54,100%
write,write,308,1232000,159.67,159.67,2.57,10272.06,100%
