Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,187,748000,299.28,298.39,1.56,6257.58,100%
write,write,82,328000,775.12,775.12,0.69,2743.97,100%
read,read,220,880000,277.82,276.71,1.84,7367.59,100%
write,write,74,296000,788.11,788.11,0.62,2478.19,100%
read,read,190,760000,280.47,279.35,1.6,6391.76,100%
write,write,85,340000,771.85,771.85,0.71,2859.47,100%
read,read,189,756000,277.17,276.34,1.59,6361.39,100%
write,write,80,320000,830.66,830.66,0.67,2692.65,100%
read,read,186,744000,306.91,306.07,1.56,6251.05,100%
write,write,81,324000,764.48,764.48,0.68,2722.23,100%
read,read,195,780000,280.5,279.57,1.63,6537.21,100%
write,write,83,332000,778.47,778.47,0.7,2782.5,100%
read,read,201,804000,261.99,260.95,1.7,6781.15,100%
write,write,88,352000,748.81,748.81,0.74,2968.86,100%
read,read,223,892000,276.16,275.16,1.87,7486.74,100%
write,write,80,320000,719.36,719.36,0.67,2685.83,100%
read,read,189,756000,276.16,274.86,1.58,6326.04,100%
write,write,93,372000,723.71,723.71,0.78,3112.81,100%
read,read,179,716000,308.88,307.82,1.5,5994.34,100%
write,write,73,292000,878.67,878.67,0.61,2444.62,100%
read,read,198,792000,277.71,276.88,1.66,6634,100%
write,write,77,308000,836.18,836.17,0.64,2579.89,100%
read,read,183,732000,278.65,277.82,1.53,6109.42,100%
write,write,85,340000,809.58,809.58,0.71,2837.71,100%
read,read,187,748000,288.29,287.08,1.57,6274.85,100%
write,write,76,304000,859.07,859.07,0.64,2550.21,100%
read,read,212,848000,287.47,286.57,1.78,7106.64,100%
write,write,84,336000,694.81,694.81,0.7,2815.84,100%
read,read,218,872000,248.03,246.93,1.82,7284.21,100%
write,write,86,344000,763.14,763.14,0.72,2873.59,100%
read,read,161,644000,310.74,309.63,1.35,5386.42,100%
write,write,78,312000,891.36,891.36,0.65,2609.57,100%
read,read,169,676000,306.13,305.11,1.43,5723.67,100%
write,write,78,312000,850.78,850.78,0.66,2641.69,100%
read,read,196,784000,281.25,280.47,1.66,6625.48,100%
write,write,80,320000,790.01,790.01,0.68,2704.28,100%
read,read,192,768000,293.71,292.59,1.6,6416.25,100%
write,write,75,300000,843.96,843.96,0.63,2506.35,100%
read,read,207,828000,293.95,293.13,1.73,6930.55,100%
write,write,81,324000,723.63,723.63,0.68,2711.96,100%
read,read,204,816000,270.35,269.38,1.72,6863.49,100%
write,write,82,328000,777.15,777.15,0.69,2758.85,100%
read,read,210,840000,288.8,287.98,1.75,7015.84,100%
write,write,79,316000,747.78,747.78,0.66,2639.29,100%
read,read,184,736000,290.19,289.18,1.55,6205.16,100%
write,write,84,336000,776.31,776.31,0.71,2832.79,100%
read,read,203,812000,273.82,272.56,1.7,6803.06,100%
write,write,86,344000,741.47,741.47,0.72,2882.09,100%
read,read,203,812000,284.48,283.6,1.69,6771.58,100%
write,write,82,328000,757.95,757.95,0.68,2735.32,100%
read,read,223,892000,265.02,264.13,1.89,7549.09,100%
write,write,80,320000,738.11,738.11,0.68,2708.19,100%
read,read,196,784000,276.82,276.05,1.64,6576.68,100%
write,write,81,324000,801.8,801.8,0.68,2717.92,100%
read,read,187,748000,322.63,321.7,1.57,6294.18,100%
write,write,76,304000,769.75,769.75,0.64,2558.06,100%
read,read,175,700000,337.49,336.47,1.46,5854.95,100%
write,write,80,320000,756.11,756.11,0.67,2676.55,100%
read,read,190,760000,290.05,289.17,1.59,6368.52,100%
write,write,76,304000,845.01,845.01,0.64,2547.41,100%
read,read,184,736000,274.77,273.69,1.56,6222,100%
write,write,77,308000,879.53,879.53,0.65,2603.77,100%
read,read,181,724000,272.47,271.36,1.52,6091.97,100%
write,write,93,372000,747.54,747.54,0.78,3130.13,100%
read,read,203,812000,250.35,249.52,1.7,6804.89,100%
write,write,79,316000,867.03,867.03,0.66,2648.21,100%
read,read,192,768000,256.11,255.08,1.61,6436.69,100%
write,write,90,360000,779.24,779.24,0.75,3017.2,100%
read,read,213,852000,272.04,271.22,1.8,7216.36,100%
write,write,74,296000,812.31,812.31,0.63,2507.09,100%
read,read,198,792000,269.81,268.92,1.67,6662.46,100%
write,write,87,348000,752.2,752.2,0.73,2927.44,100%
read,read,180,720000,302.45,301.48,1.52,6088.69,100%
write,write,84,336000,759.57,759.57,0.71,2841.39,100%
read,read,208,832000,270.04,268.66,1.74,6954.14,100%
write,write,73,292000,869.34,869.34,0.61,2440.63,100%
read,read,214,856000,300.67,299.55,1.79,7140.71,100%
write,write,75,300000,740.31,740.31,0.63,2502.59,100%
read,read,180,720000,295.88,294.76,1.5,6019.06,100%
write,write,91,364000,729.11,729.11,0.76,3042.97,100%
read,read,197,788000,316.9,315.9,1.66,6620.79,100%
write,write,73,292000,775.1,775.1,0.61,2453.39,100%
read,read,182,728000,289.45,288.36,1.54,6146.83,100%
write,write,74,296000,888.53,888.53,0.62,2499.26,100%
read,read,182,728000,304.36,303.35,1.52,6097.92,100%
write,write,74,296000,864.68,864.68,0.62,2479.37,100%
read,read,192,768000,287.37,286.43,1.6,6417.27,100%
write,write,78,312000,826.83,826.83,0.65,2607.02,100%
read,read,189,756000,280.85,279.89,1.59,6361.6,100%
write,write,84,336000,782.73,782.73,0.71,2827.38,100%
read,read,206,824000,266.38,265.23,1.73,6926.58,100%
write,write,77,308000,832.18,832.18,0.65,2589.06,100%
read,read,184,736000,279.47,278.46,1.55,6185.08,100%
write,write,80,320000,844.51,844.51,0.67,2689.17,100%
read,read,197,788000,285.11,284.08,1.66,6629.37,100%
write,write,71,284000,882.93,882.93,0.6,2389.27,100%
read,read,169,676000,305.2,304.12,1.42,5669.14,100%
write,write,86,344000,786.74,786.74,0.72,2884.89,100%
read,read,215,860000,273.57,272.45,1.8,7181.69,100%
write,write,77,308000,791.23,791.23,0.64,2572.05,100%
read,read,211,844000,265.62,264.5,1.76,7040.96,100%
write,write,86,344000,742,742,0.72,2869.78,100%
read,read,222,888000,277.2,275.93,1.86,7449.6,100%
write,write,83,332000,694.59,694.59,0.7,2785.21,100%
read,read,203,812000,300.4,299.49,1.71,6821.98,100%
write,write,72,288000,806.07,806.07,0.6,2419.62,100%
read,read,192,768000,277.73,276.63,1.61,6439.66,100%
write,write,85,340000,775.66,775.66,0.71,2850.89,100%
read,read,158,632000,261.23,260.37,1.33,5304.19,100%
write,write,96,384000,811.15,811.15,0.81,3222.8,100%
read,read,203,812000,250.25,249.1,1.7,6802.55,100%
write,write,82,328000,836.07,836.07,0.69,2747.83,100%
read,read,190,760000,304.02,303.2,1.6,6402.21,100%
write,write,81,324000,752.28,752.28,0.68,2729.36,100%
read,read,167,668000,302.5,301.63,1.39,5573.08,100%
write,write,79,316000,877.71,877.71,0.66,2636.37,100%
read,read,168,672000,274.72,273.3,1.41,5646.73,100%
write,write,80,320000,910.56,910.56,0.67,2688.92,100%
read,read,185,740000,267.23,266.44,1.55,6190.66,100%
write,write,85,340000,824.6,824.6,0.71,2844.36,100%
read,read,211,844000,276.31,275.39,1.78,7120.44,100%
write,write,69,276000,872.8,872.8,0.58,2328.49,100%
read,read,191,764000,280.26,279.3,1.62,6483.37,100%
write,write,80,320000,803.8,803.8,0.68,2715.55,100%
read,read,222,888000,266.89,265.81,1.85,7401.54,100%
write,write,74,296000,820.53,820.53,0.62,2467.18,100%
read,read,204,816000,285.66,284.75,1.71,6832.17,100%
write,write,80,320000,764.38,764.38,0.67,2679.28,100%
read,read,207,828000,255.67,254.71,1.74,6948,100%
write,write,79,316000,838.42,838.42,0.66,2651.65,100%
read,read,174,696000,288.26,287.17,1.46,5841.67,100%
write,write,78,312000,884.32,884.32,0.65,2618.68,100%
read,read,189,756000,282.76,281.8,1.58,6307.41,100%
write,write,82,328000,809.9,809.9,0.68,2736.55,100%
read,read,184,736000,313.74,312.24,1.55,6206.68,100%
write,write,71,284000,856.92,856.92,0.6,2394.97,100%
read,read,179,716000,280.59,279.77,1.5,6002.08,100%
write,write,93,372000,742.58,742.58,0.78,3118.4,100%
read,read,189,756000,271.75,270.77,1.58,6322.92,100%
write,write,88,352000,774.95,774.95,0.74,2944.01,100%
read,read,205,820000,282.57,281.31,1.72,6891.45,100%
write,write,70,280000,872.17,872.17,0.59,2353.18,100%
read,read,190,760000,269.39,268.35,1.59,6346.4,100%
