Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,2470,9880000,29.06,28.18,20.59,82360.1,100%
write,write,1009,4036000,47.66,47.66,8.41,33644.27,100%
read,read,2426,9704000,28.8,27.93,20.22,80880.15,100%
write,write,1067,4268000,46.86,46.86,8.89,35572.6,100%
read,read,2334,9336000,29.43,28.54,19.45,77809.08,100%
write,write,1064,4256000,48.11,48.11,8.87,35470.8,100%
read,read,2377,9508000,29.56,28.64,19.81,79239.28,100%
write,write,1033,4132000,48.04,48.04,8.61,34435.92,100%
read,read,2406,9624000,28.83,27.93,20.06,80225.4,100%
write,write,1058,4232000,47.74,47.74,8.82,35277.84,100%
read,read,2352,9408000,29.15,28.22,19.6,78413.07,100%
write,write,1074,4296000,47.79,47.79,8.95,35805.97,100%
read,read,2413,9652000,29.07,28.16,20.12,80462.17,100%
write,write,1058,4232000,47,47,8.82,35279.31,100%
read,read,2432,9728000,29.23,28.39,20.27,81093.02,100%
write,write,1032,4128000,47.26,47.26,8.6,34411.18,100%
