Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
prepare,write,320,1280000,81.53,81.53,12.25,49004.59,100%
prepare,write,320,1280000,82.11,82.11,12.16,48658.1,100%
prepare,write,320,1280000,81.16,81.16,12.31,49232.66,100%
prepare,write,320,1280000,81.92,81.92,12.19,48774.91,100%
prepare,write,310,1240000,84.51,84.51,11.82,47277.72,100%
prepare,write,310,1240000,80.81,80.81,12.36,49435.87,100%
prepare,write,310,1240000,81.77,81.77,12.22,48865.07,100%
prepare,write,310,1240000,85.1,85.1,11.74,46950.13,100%
prepare,write,310,1240000,84.9,84.9,11.77,47062.4,100%
prepare,write,310,1240000,77.88,77.88,12.83,51322.38,100%
prepare,write,310,1240000,72.86,72.86,13.71,54845.42,100%
prepare,write,310,1240000,73.92,73.92,13.51,54037.56,100%
prepare,write,310,1240000,71.36,71.35,14,55989.52,100%
prepare,write,310,1240000,78.82,78.82,12.68,50705.38,100%
prepare,write,310,1240000,79.26,79.26,12.6,50392.16,100%
prepare,write,310,1240000,73.6,73.6,13.57,54293.1,100%
