Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,9336,37344000,6.97,6.46,77.81,311238.9,100%
write,write,4096,16384000,13.3,13.3,34.14,136550.4,100%
