Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,Min-Version,Version,Max-Version
14:08:19,1063,0,75.73,75.73,211.27,0,100%,0,0,0
14:08:24,1124,0,71.6,71.6,223.45,0,100%,1,1,1
14:08:29,1061,0,71.21,71.21,210.63,0,100%,2,2,2
14:08:34,1045,0,72.27,72.27,220.57,0,100%,3,3,3
14:08:39,1047,0,72.13,72.13,220.71,0,100%,4,4,4
14:08:44,813,0,74.3,74.3,175.56,0,100%,5,5,5
14:08:49,800,0,75.71,75.71,211.64,0,100%,6,6,6
14:08:54,739,0,75.07,75.07,200.01,0,100%,7,7,7
14:08:59,1058,0,76.29,76.29,274.17,0,100%,8,8,8
14:09:04,1077,0,74.91,74.91,213.59,0,100%,9,9,9
14:09:09,1053,0,76.54,76.54,209.02,0,100%,10,10,10
14:09:14,1022,0,78.92,78.92,202.72,0,100%,11,11,11
14:09:19,851,0,69.78,69.78,228.89,0,100%,12,12,12
14:09:24,130,0,44.33,44.33,223.09,0,100%,13,13,13
