Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,97,388000,641.9,641.02,0.81,3250.92,100%
write,write,39,156000,1463.72,1463.72,0.33,1307.07,100%
read,read,87,348000,579.72,579.03,0.73,2927.17,100%
write,write,46,184000,1487.91,1487.89,0.39,1547.7,100%
read,read,105,420000,554.93,554.05,0.88,3531.99,100%
write,write,36,144000,1684.53,1684.53,0.3,1210.97,100%
read,read,76,304000,643.88,643.17,0.65,2598.85,100%
write,write,42,168000,1619.93,1619.93,0.36,1436.2,100%
read,read,84,336000,525.39,524.52,0.71,2852.53,100%
write,write,38,152000,1938.16,1938.16,0.32,1290.43,100%
read,read,89,356000,602.18,601.11,0.75,2991.6,100%
write,write,39,156000,1677.03,1677.03,0.33,1310.92,100%
read,read,107,428000,543.99,542.85,0.9,3609.07,100%
write,write,38,152000,1588.92,1588.92,0.32,1281.73,100%
read,read,91,364000,461.99,460.89,0.78,3100.93,100%
write,write,47,188000,1602.96,1602.96,0.4,1601.58,100%
read,read,88,352000,598.92,598.03,0.76,3046.72,100%
write,write,39,156000,1610.97,1610.97,0.34,1350.25,100%
read,read,86,344000,547.95,545.92,0.72,2892.56,100%
write,write,46,184000,1560.83,1560.83,0.39,1547.18,100%
read,read,96,384000,562.92,562.07,0.83,3338.14,100%
write,write,39,156000,1563.85,1563.85,0.34,1356.12,100%
read,read,104,416000,519.24,517.98,0.87,3495.86,100%
write,write,41,164000,1585.17,1585.17,0.34,1378.17,100%
read,read,97,388000,551.13,549.74,0.82,3271.2,100%
write,write,41,164000,1588.95,1588.95,0.35,1382.67,100%
read,read,114,456000,501.89,500.51,0.97,3875.77,100%
write,write,40,160000,1510.92,1510.92,0.34,1359.92,100%
read,read,100,400000,595.89,594.78,0.86,3434.27,100%
write,write,33,132000,1723.64,1723.64,0.28,1133.31,100%
read,read,93,372000,573.29,572.42,0.78,3106.24,100%
write,write,43,172000,1545.05,1545.05,0.36,1436.22,100%
read,read,103,412000,593.28,592.36,0.86,3446.43,100%
write,write,37,148000,1579.3,1579.3,0.31,1238.04,100%
read,read,87,348000,453.7,452.86,0.73,2925.43,100%
write,write,46,184000,1727.87,1727.87,0.39,1546.78,100%
read,read,97,388000,609.35,608.38,0.82,3261.24,100%
write,write,32,128000,1870.75,1870.75,0.27,1075.87,100%
read,read,121,484000,557.18,556.23,1.03,4108.83,100%
write,write,37,148000,1361.49,1361.49,0.31,1256.42,100%
read,read,69,276000,572.7,571.49,0.58,2315.69,100%
write,write,42,168000,1896.76,1896.76,0.35,1409.55,100%
read,read,89,356000,479.29,477.74,0.75,3000.52,100%
write,write,42,168000,1809.14,1809.14,0.35,1415.98,100%
read,read,90,360000,589.44,588.66,0.77,3080.4,100%
write,write,36,144000,1772.56,1772.56,0.31,1232.16,100%
read,read,104,416000,511.94,511.08,0.87,3488.18,100%
write,write,43,172000,1535.26,1535.26,0.36,1442.23,100%
read,read,76,304000,529.59,528.86,0.64,2571.5,100%
write,write,41,164000,1901.51,1901.51,0.35,1387.26,100%
read,read,110,440000,524.72,523.67,0.93,3705.61,100%
write,write,40,160000,1525.35,1525.35,0.34,1347.49,100%
read,read,108,432000,463.49,462.54,0.92,3689.41,100%
write,write,43,172000,1558.88,1558.88,0.37,1468.93,100%
