Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,293,18752000,119.25,114,4.89,312741.83,100%
write,write,118,7552000,211.92,209.72,1.97,125950.63,100%
read,read,309,19776000,113.74,108.91,5.17,330575.2,100%
write,write,127,8128000,194.2,191.72,2.12,135867.48,100%
read,read,334,21376000,109.19,104.43,5.57,356760.18,100%
write,write,123,7872000,190.48,187.97,2.05,131381.74,100%
read,read,286,18304000,125.03,120.7,4.78,305611.67,100%
write,write,122,7808000,197.66,195.28,2.04,130365.82,100%
read,read,319,20416000,109.82,105.66,5.32,340278.01,100%
write,write,138,8832000,180.8,178.55,2.3,147204.91,100%
read,read,296,18944000,112.1,107.3,4.94,315912.35,100%
write,write,146,9344000,183.36,181.1,2.43,155821.63,100%
read,read,314,20096000,114.5,110.15,5.24,335106.47,100%
write,write,130,8320000,184.64,182.25,2.17,138738.35,100%
read,read,319,20416000,110.04,105.67,5.32,340630.01,100%
write,write,133,8512000,186.62,184.4,2.22,142018.15,100%
read,read,303,19392000,113.05,108.47,5.06,323988.37,100%
write,write,138,8832000,185.42,183.21,2.31,147559.06,100%
read,read,315,20160000,114.61,110.44,5.25,336112.04,100%
write,write,134,8576000,178.1,175.74,2.23,142980.99,100%
read,read,306,19584000,123.55,117.89,5.11,327037.72,100%
write,write,113,7232000,195.29,193.13,1.89,120768.83,100%
read,read,306,19584000,107.08,102.6,5.11,326819.42,100%
write,write,151,9664000,179.74,177.29,2.52,161273.63,100%
read,read,313,20032000,113.68,108.93,5.23,334904.87,100%
write,write,128,8192000,189.19,186.75,2.14,136957.9,100%
read,read,315,20160000,111.02,106.85,5.26,336493.52,100%
write,write,136,8704000,183.3,181.07,2.27,145279.74,100%
read,read,318,20352000,110.94,106.24,5.31,340072.85,100%
write,write,127,8128000,193.35,191,2.12,135815.26,100%
read,read,313,20032000,109.96,105.44,5.23,334776.14,100%
write,write,135,8640000,188.18,185.96,2.26,144392.27,100%
read,read,283,18112000,122.1,117.29,4.72,301942.15,100%
write,write,129,8256000,197.05,194.84,2.15,137634.41,100%
read,read,272,17408000,122.3,117.23,4.55,291142.63,100%
write,write,138,8832000,192.12,189.86,2.31,147712.07,100%
read,read,271,17344000,126.04,120.37,4.52,289216.09,100%
write,write,125,8000000,206.37,204.12,2.08,133402.26,100%
read,read,294,18816000,121.13,116.41,4.92,314796.23,100%
write,write,122,7808000,197.93,195.76,2.04,130629.73,100%
read,read,313,20032000,110.32,105.83,5.22,334323.58,100%
write,write,136,8704000,186.6,184.29,2.27,145265.2,100%
read,read,304,19456000,114.46,109.73,5.08,325198.9,100%
write,write,118,7552000,212,209.74,1.97,126228.52,100%
read,read,280,17920000,128.1,123.33,4.67,299005.54,100%
write,write,110,7040000,218.65,216.45,1.84,117466.46,100%
read,read,299,19136000,121.4,116.42,4.99,319215.31,100%
write,write,116,7424000,203.76,201.5,1.94,123842.73,100%
read,read,282,18048000,122.27,117.11,4.7,300870.2,100%
write,write,123,7872000,207.25,204.79,2.05,131230.62,100%
read,read,292,18688000,120.93,116.32,4.88,312362.1,100%
write,write,124,7936000,197.57,195.28,2.07,132646.92,100%
read,read,278,17792000,121.85,117.31,4.64,296805.4,100%
write,write,127,8128000,205.2,202.85,2.12,135590.96,100%
read,read,312,19968000,113.45,108.82,5.22,333996.82,100%
write,write,132,8448000,184.66,182.33,2.21,141306.35,100%
read,read,318,20352000,111.2,106.45,5.32,340294.61,100%
write,write,136,8704000,179.64,177.15,2.27,145534.8,100%
read,read,323,20672000,111.36,106.82,5.39,345102.75,100%
write,write,130,8320000,183.97,181.65,2.17,138895.84,100%
read,read,262,16768000,117.01,111.6,4.37,279783.75,100%
write,write,135,8640000,216.74,214.56,2.25,144163.39,100%
read,read,274,17536000,121.08,116.32,4.58,293273.57,100%
write,write,128,8192000,207.84,205.57,2.14,137003.71,100%
