Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,138,8832000,209.37,204.64,2.31,147605.92,100%
write,write,73,4672000,423.75,421.15,1.22,78081.39,100%
read,read,179,11456000,189.37,185.86,2.99,191159.54,100%
write,write,64,4096000,406.55,404.03,1.07,68347.54,100%
read,read,169,10816000,181.91,178.09,2.84,181744.86,100%
write,write,71,4544000,405.08,402.76,1.19,76354.35,100%
read,read,160,10240000,186.54,182.27,2.69,172207.93,100%
write,write,75,4800000,394.69,392.11,1.26,80722.47,100%
read,read,164,10496000,197.21,193.46,2.75,175815.34,100%
write,write,78,4992000,350.6,348.06,1.31,83619.49,100%
read,read,168,10752000,178.07,173.24,2.8,179388.36,100%
write,write,72,4608000,416.83,414.4,1.2,76880.72,100%
read,read,154,9856000,190.23,186.12,2.58,165094.89,100%
write,write,70,4480000,434.16,431.6,1.17,75043.13,100%
read,read,146,9344000,198.73,193.77,2.44,156251.57,100%
write,write,69,4416000,446.07,444.04,1.15,73844.92,100%
read,read,161,10304000,197.93,194.09,2.69,171936.79,100%
write,write,72,4608000,389.67,387,1.2,76890.99,100%
read,read,180,11520000,203.14,199.77,3,192269.18,100%
write,write,57,3648000,409.56,407.26,0.95,60885.24,100%
read,read,165,10560000,184.3,180.64,2.75,176046.95,100%
write,write,85,5440000,347.85,345.51,1.42,90690.85,100%
read,read,163,10432000,181.81,177.65,2.73,174497.77,100%
write,write,76,4864000,396.58,394.38,1.27,81360.92,100%
read,read,164,10496000,190.27,186.41,2.75,176281.89,100%
write,write,70,4480000,404.67,401.96,1.18,75242.27,100%
read,read,183,11712000,185.51,181.79,3.05,195398.66,100%
write,write,60,3840000,433.13,430.72,1,64065.13,100%
read,read,176,11264000,186.51,182.08,2.94,187949.48,100%
write,write,78,4992000,347.37,345.04,1.3,83295.79,100%
read,read,171,10944000,211.47,207.42,2.86,182921.33,100%
write,write,64,4096000,369.69,367.25,1.07,68461.78,100%
read,read,160,10240000,205.78,201.72,2.68,171567.4,100%
write,write,64,4096000,418.06,415.5,1.07,68626.96,100%
read,read,177,11328000,207.47,203.63,2.98,190617.22,100%
write,write,60,3840000,378.33,375.92,1.01,64616.01,100%
read,read,150,9600000,184.27,180.95,2.5,160205.6,100%
write,write,75,4800000,430.33,428.05,1.25,80102.8,100%
read,read,148,9472000,212.65,208.76,2.47,157882.45,100%
write,write,64,4096000,445.61,443.28,1.07,68273.49,100%
read,read,172,11008000,189.4,185.44,2.89,184899.64,100%
write,write,61,3904000,441.92,439.54,1.02,65574.87,100%
read,read,153,9792000,201.63,198.25,2.56,163904.79,100%
write,write,69,4416000,418.62,415.94,1.15,73917.85,100%
read,read,176,11264000,189.1,185.31,2.94,188087.56,100%
write,write,61,3904000,436.05,433.64,1.02,65189.44,100%
read,read,134,8576000,220.46,216.12,2.24,143219.77,100%
write,write,73,4672000,415.52,413.33,1.22,78022.71,100%
read,read,141,9024000,198.38,193.99,2.35,150435.1,100%
write,write,73,4672000,438.41,435.96,1.22,77884.84,100%
read,read,186,11904000,195.2,191.07,3.12,199557.43,100%
write,write,66,4224000,353.61,351.3,1.11,70810.7,100%
read,read,151,9664000,204.07,200.68,2.52,161497.33,100%
write,write,72,4608000,402.99,400.69,1.2,77005.35,100%
read,read,147,9408000,209.21,204.73,2.47,157778.22,100%
write,write,69,4416000,418.3,416.12,1.16,74059.17,100%
read,read,160,10240000,199.86,196.47,2.68,171691.09,100%
write,write,66,4224000,419.05,416.47,1.11,70822.57,100%
read,read,163,10432000,196.58,192.53,2.76,176365.17,100%
write,write,65,4160000,416.8,414.31,1.1,70329.67,100%
read,read,184,11776000,198.72,195.41,3.08,197153.86,100%
write,write,66,4224000,350.89,348.47,1.1,70718.23,100%
read,read,172,11008000,214.88,210.76,2.88,184571.02,100%
write,write,57,3648000,397.88,394.96,0.96,61165.98,100%
read,read,151,9664000,198.46,194.21,2.52,161123.06,100%
write,write,69,4416000,434.87,432.46,1.15,73625.77,100%
read,read,160,10240000,214.8,210.39,2.67,171154.46,100%
write,write,61,3904000,417.38,415.07,1.02,65252.64,100%
read,read,153,9792000,191.56,187.73,2.56,163855.42,100%
write,write,76,4864000,400.59,398.34,1.27,81392.24,100%
read,read,153,9792000,207.09,202.63,2.57,164300.82,100%
write,write,66,4224000,422.83,420.45,1.11,70874.86,100%
read,read,159,10176000,193.91,190.27,2.66,169925.69,100%
write,write,66,4224000,440.14,437.53,1.1,70535.19,100%
read,read,157,10048000,202.96,198.1,2.62,167855.53,100%
write,write,66,4224000,424.09,421.82,1.1,70563.47,100%
read,read,184,11776000,177.16,173,3.07,196358.3,100%
write,write,66,4224000,414.61,412.3,1.1,70432.87,100%
read,read,161,10304000,195.43,191.2,2.69,171965.49,100%
write,write,65,4160000,437.68,435.22,1.08,69427.06,100%
read,read,182,11648000,194.52,191.01,3.04,194350.36,100%
write,write,58,3712000,422.78,420.31,0.97,61935.83,100%
read,read,147,9408000,231.73,228.3,2.49,159263.27,100%
write,write,67,4288000,373.09,370.57,1.13,72589.38,100%
read,read,186,11904000,201.66,197.54,3.11,198797.6,100%
write,write,63,4032000,354.92,352.68,1.05,67334.67,100%
read,read,159,10176000,188.42,184.21,2.68,171807.73,100%
write,write,68,4352000,430.35,427.6,1.15,73477.52,100%
read,read,156,9984000,219.33,214.72,2.61,167015.17,100%
write,write,71,4544000,359.97,357.96,1.19,76013.32,100%
read,read,154,9856000,207.65,203.99,2.59,165658.2,100%
write,write,74,4736000,371.68,369.05,1.24,79601.99,100%
read,read,186,11904000,198.31,194.7,3.11,198867.34,100%
write,write,52,3328000,441.77,439.52,0.87,55597.32,100%
read,read,166,10624000,195.14,191.32,2.81,179723.58,100%
write,write,67,4288000,398.73,396.19,1.13,72539.04,100%
read,read,153,9792000,201.55,197.7,2.56,163600.82,100%
write,write,71,4544000,408.59,406.21,1.19,75919.34,100%
read,read,165,10560000,190.87,187.32,2.75,176229.1,100%
write,write,74,4736000,384.07,381.65,1.23,79036.08,100%
read,read,173,11072000,194.53,190.64,2.89,184684.16,100%
write,write,66,4224000,398.33,395.8,1.1,70457.54,100%
read,read,168,10752000,194.98,190.77,2.84,181658.44,100%
write,write,70,4480000,377.47,374.86,1.18,75691.02,100%
read,read,161,10304000,192.22,187.63,2.69,172385.53,100%
write,write,76,4864000,379.22,376.76,1.27,81374.53,100%
read,read,167,10688000,208.05,204.6,2.79,178845.74,100%
write,write,64,4096000,390.75,388.47,1.07,68539.68,100%
read,read,161,10304000,183.86,179.73,2.69,171945.4,100%
write,write,74,4736000,409.73,407.36,1.23,79030.8,100%
read,read,164,10496000,186.98,182.34,2.76,176876.02,100%
write,write,69,4416000,415.51,413.19,1.16,74417.35,100%
read,read,173,11072000,190.05,185.07,2.89,185131.93,100%
write,write,68,4352000,395.97,393.49,1.14,72768.62,100%
read,read,154,9856000,184.06,179.88,2.58,165407.98,100%
write,write,80,5120000,390.41,387.95,1.34,85926.22,100%
read,read,164,10496000,194.44,190.18,2.75,175803.56,100%
write,write,69,4416000,403.07,400.74,1.16,73966.13,100%
read,read,144,9216000,212.5,208.53,2.42,154784.1,100%
write,write,67,4288000,431.82,429.79,1.13,72017.6,100%
read,read,186,11904000,181.39,177.41,3.1,198618.48,100%
write,write,70,4480000,374.16,371.86,1.17,74748.89,100%
read,read,185,11840000,200.12,195.11,3.08,197333.33,100%
write,write,59,3776000,389.31,386.92,0.98,62933.33,100%
read,read,152,9728000,196.2,192.51,2.55,163035.46,100%
write,write,73,4672000,408.75,406.52,1.22,78299.93,100%
read,read,132,8448000,208.05,204.26,2.22,142009.45,100%
write,write,77,4928000,415.81,413.49,1.29,82838.84,100%
