Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
prepare,write,380,24320000,87.4,85.29,11.43,731516.57,100%
prepare,write,380,24320000,91.06,88.95,10.97,702220.43,100%
prepare,write,380,24320000,88.09,85.83,11.34,725645.23,100%
prepare,write,380,24320000,91.7,89.67,10.89,697247.71,100%
prepare,write,380,24320000,88.03,85.88,11.35,726295.36,100%
prepare,write,380,24320000,88.16,85.94,11.33,725320.61,100%
prepare,write,380,24320000,88.75,86.58,11.26,720357.81,100%
prepare,write,380,24320000,88.64,86.5,11.27,721255.08,100%
prepare,write,380,24320000,85.69,83.48,11.66,746218.28,100%
prepare,write,380,24320000,88.93,86.73,11.24,719143.65,100%
prepare,write,380,24320000,88.86,86.67,11.24,719505.34,100%
prepare,write,380,24320000,91.88,89.83,10.87,695990.61,100%
prepare,write,360,23040000,94.9,92.84,10.53,673979.82,100%
prepare,write,360,23040000,94.53,92.5,10.57,676572.5,100%
prepare,write,360,23040000,86.54,84.28,11.55,738887.82,100%
prepare,write,360,23040000,86.99,84.77,11.48,734904.79,100%
