Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,Min-Version,Version,Max-Version
14:50:22,1064,68096000,75.86,73.6,210.75,13488108.27,100%,0,0,0
14:50:27,879,56256000,92.1,90.01,173.56,11108095.47,100%,1,1,1
14:50:32,747,47808000,94.54,92.41,147.94,9467930.84,100%,2,2,2
14:50:37,585,37440000,94.77,92.63,137.07,8772491.79,100%,3,3,3
14:50:42,474,30336000,96.08,93.93,145.39,9304809.85,100%,4,4,4
14:50:47,728,46592000,97.45,95.32,216.13,13832583.7,100%,5,5,5
14:50:52,693,44352000,74,71.83,229.2,14668660.54,100%,6,6,6
