Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,1035,66240000,34.32,30.74,17.26,1104625.95,100%
write,write,427,27328000,57.17,54.94,7.12,455724.91,100%
read,read,1028,65792000,34.18,30.53,17.14,1096880.68,100%
write,write,446,28544000,55.58,53.37,7.44,475884.03,100%
read,read,974,62336000,37.08,33.36,16.24,1039401.06,100%
write,write,401,25664000,59.36,57.19,6.69,427925.9,100%
read,read,1052,67328000,34.48,30.84,17.55,1122938.11,100%
write,write,420,26880000,56.3,54.11,7.01,448321.3,100%
read,read,1050,67200000,34.47,30.73,17.5,1120093.34,100%
write,write,430,27520000,55.27,53.08,7.17,458704.89,100%
read,read,1049,67136000,34.7,31.17,17.49,1119623.77,100%
write,write,421,26944000,55.86,53.68,7.02,449343.76,100%
read,read,953,60992000,36.91,33.24,15.89,1016974.02,100%
write,write,416,26624000,59.52,57.37,6.94,443925.7,100%
read,read,1001,64064000,36.34,32.73,16.69,1067857.92,100%
write,write,400,25600000,58.94,56.77,6.67,426716.45,100%
