Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,20,1280000,1665.55,1663.35,0.34,21539.39,100%
write,write,6,384000,4352.17,4348.5,0.1,6461.82,100%
read,read,14,896000,1849.5,1846.14,0.24,15672.28,100%
write,write,7,448000,4468,4464.29,0.12,7836.14,100%
read,read,18,1152000,1458.89,1456.5,0.31,19600.5,100%
write,write,9,576000,3612.33,3610.33,0.15,9800.25,100%
read,read,10,640000,1562.6,1560.3,0.17,11025.93,100%
write,write,8,512000,5302.25,5299.62,0.14,8820.74,100%
read,read,14,896000,1908.93,1906.14,0.23,15035.58,100%
write,write,8,512000,4108.25,4104.88,0.13,8591.76,100%
read,read,18,1152000,1581.06,1578.17,0.31,19900.84,100%
write,write,6,384000,4903.83,4895.67,0.1,6633.61,100%
read,read,18,1152000,1647.33,1644.67,0.3,19493.05,100%
write,write,8,512000,3680.75,3678.62,0.14,8663.58,100%
read,read,18,1152000,1492.22,1489.78,0.3,19517.48,100%
write,write,8,512000,4020.38,4017.25,0.14,8674.44,100%
read,read,27,1728000,1102.59,1100.22,0.46,29157.18,100%
write,write,8,512000,3686.25,3677.25,0.13,8639.16,100%
read,read,21,1344000,882.57,878.86,0.35,22402.99,100%
write,write,8,512000,5181.5,5178.62,0.13,8534.47,100%
read,read,23,1472000,871.83,868.57,0.4,25899.53,100%
write,write,9,576000,4086.89,4083.89,0.16,10134.6,100%
read,read,15,960000,2057,2054.4,0.27,17071.22,100%
write,write,10,640000,2537.8,2535.3,0.18,11380.81,100%
read,read,21,1344000,1684.57,1682.43,0.37,23431.37,100%
write,write,7,448000,3140,3137.43,0.12,7810.46,100%
read,read,26,1664000,1576.58,1574.31,0.5,32051.78,100%
write,write,4,256000,2731,2729,0.08,4931.04,100%
read,read,17,1088000,1789.12,1782.82,0.29,18387.39,100%
write,write,8,512000,3594.38,3592,0.14,8652.89,100%
read,read,28,1792000,1248.21,1245.43,0.48,30837.54,100%
write,write,8,512000,2895,2892.75,0.14,8810.72,100%
read,read,24,1536000,1606.58,1603.25,0.41,26396.74,100%
write,write,6,384000,3271.83,3265.33,0.1,6599.19,100%
read,read,14,896000,1233.93,1231.14,0.24,15607.85,100%
write,write,12,768000,3344.33,3342.33,0.21,13378.16,100%
read,read,19,1216000,1164.89,1162.32,0.32,20527.02,100%
write,write,10,640000,3710.5,3706,0.17,10803.69,100%
read,read,13,832000,1091.46,1089.46,0.22,14020.9,100%
write,write,12,768000,3762.33,3757.5,0.2,12942.37,100%
read,read,15,960000,1529.8,1527.4,0.26,16557.72,100%
write,write,8,512000,4379,4376.75,0.14,8830.78,100%
read,read,16,1024000,2093.44,2090.81,0.27,17134.92,100%
write,write,7,448000,3752.14,3748.29,0.12,7496.53,100%
read,read,17,1088000,2033.76,2031,0.3,18940.51,100%
write,write,7,448000,3266.86,3264.86,0.12,7799.04,100%
read,read,22,1408000,1325.36,1322.82,0.39,25167.13,100%
write,write,5,320000,5357.4,5354.2,0.09,5719.8,100%
read,read,17,1088000,1497.29,1494.94,0.29,18706.37,100%
write,write,8,512000,4088.38,4084.25,0.14,8803,100%
read,read,21,1344000,1226.19,1222.38,0.35,22497.11,100%
write,write,8,512000,4248.75,4246.5,0.13,8570.33,100%
read,read,20,1280000,1422.65,1419.65,0.34,21506.82,100%
write,write,8,512000,3882.88,3880.38,0.13,8602.73,100%
read,read,11,704000,2726.91,2724.36,0.18,11807.92,100%
write,write,5,320000,5925,5921.8,0.08,5367.24,100%
read,read,14,896000,1531,1528.14,0.24,15137.44,100%
write,write,7,448000,5393.86,5391.29,0.12,7568.72,100%
read,read,13,832000,1358.62,1355.54,0.22,14106.48,100%
write,write,7,448000,5902.29,5900,0.12,7595.8,100%
read,read,17,1088000,1358.88,1356.24,0.28,18205.55,100%
write,write,10,640000,3665.8,3663,0.17,10709.15,100%
read,read,26,1664000,1539.46,1536.88,0.45,28602.37,100%
write,write,5,320000,3630.2,3628,0.09,5500.46,100%
read,read,21,1344000,1672.76,1670.33,0.37,23724.21,100%
write,write,7,448000,3074.71,3072.29,0.12,7908.07,100%
read,read,12,768000,2117.33,2114.08,0.2,12857.65,100%
write,write,7,448000,4902.86,4894.71,0.12,7500.29,100%
read,read,17,1088000,1668.24,1664,0.29,18597.97,100%
write,write,7,448000,4305.57,4303.43,0.12,7657.99,100%
read,read,13,832000,1296.46,1293.08,0.22,14056.43,100%
write,write,9,576000,4703.89,4701.22,0.15,9731.37,100%
read,read,15,960000,1330.07,1327.4,0.26,16426.26,100%
write,write,11,704000,3499.27,3495.82,0.19,12045.93,100%
read,read,19,1216000,1388.95,1386.63,0.33,20881.99,100%
write,write,7,448000,4548.71,4545.57,0.12,7693.36,100%
read,read,28,1792000,1672.86,1669.43,0.51,32407.41,100%
write,write,3,192000,2818.67,2812.67,0.05,3472.22,100%
read,read,15,960000,1633.33,1631.27,0.26,16777.35,100%
write,write,6,384000,5453.17,5450.83,0.1,6710.94,100%
read,read,21,1344000,1358.71,1355.48,0.39,24710.42,100%
write,write,5,320000,5171.2,5168.2,0.09,5883.43,100%
read,read,15,960000,1176.53,1174.07,0.26,16450.75,100%
write,write,9,576000,4523,4520.89,0.15,9870.45,100%
read,read,21,1344000,1622.14,1619.1,0.36,22770.78,100%
write,write,6,384000,4159.5,4157.33,0.1,6505.94,100%
read,read,20,1280000,1977.55,1974.15,0.34,21743.19,100%
write,write,4,256000,4829.5,4827.75,0.07,4348.64,100%
read,read,25,1600000,1385.84,1383.32,0.45,28843.9,100%
write,write,9,576000,2313.78,2311.11,0.16,10383.8,100%
read,read,24,1536000,1516.25,1513.46,0.4,25733.82,100%
write,write,7,448000,3328.14,3326,0.12,7505.7,100%
read,read,26,1664000,1454.42,1452.19,0.44,27879.7,100%
write,write,7,448000,3124.29,3122,0.12,7506.07,100%
read,read,23,1472000,1019.35,1016.65,0.4,25553.34,100%
write,write,8,512000,4269.88,4267,0.14,8888.12,100%
read,read,17,1088000,1876.35,1869.59,0.34,21545.83,100%
write,write,6,384000,3099.83,3096.83,0.12,7604.41,100%
read,read,25,1600000,1355.52,1352.76,0.42,26881.27,100%
write,write,7,448000,3661.86,3659.57,0.12,7526.76,100%
read,read,13,832000,1358.77,1356.69,0.23,14881.06,100%
write,write,8,512000,4780.75,4778.25,0.14,9157.57,100%
read,read,26,1664000,1851,1847.58,0.45,28794.91,100%
write,write,4,256000,2415.25,2411,0.07,4429.99,100%
read,read,17,1088000,1892.41,1889.71,0.29,18304.17,100%
write,write,10,640000,2726.9,2724.1,0.17,10767.16,100%
read,read,12,768000,1870.5,1868.08,0.21,13336.81,100%
write,write,7,448000,5019.57,5017.14,0.12,7779.8,100%
read,read,17,1088000,2095.18,2090.82,0.29,18260.55,100%
write,write,6,384000,3993.67,3990.5,0.1,6444.9,100%
read,read,21,1344000,1175.67,1172.57,0.36,23240.53,100%
write,write,8,512000,4142.5,4139.62,0.14,8853.54,100%
read,read,23,1472000,1561.87,1559.74,0.4,25632.54,100%
write,write,8,512000,2687.75,2684.88,0.14,8915.67,100%
read,read,19,1216000,1678,1672.16,0.32,20293.72,100%
