Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,598,38272000,60.32,56.01,9.98,638558.44,100%
write,write,242,15488000,98.5,96.32,4.04,258413.28,100%
read,read,564,36096000,62.42,57.79,9.41,602162.02,100%
write,write,245,15680000,100.84,98.64,4.09,261577.47,100%
read,read,523,33472000,64.76,59.73,8.72,557996.87,100%
write,write,243,15552000,107.38,105.21,4.05,259260.49,100%
read,read,543,34752000,61.89,57.37,9.05,579470.42,100%
write,write,261,16704000,100.91,98.57,4.35,278529.98,100%
read,read,518,33152000,67.81,62.83,8.64,552653.07,100%
write,write,222,14208000,111.92,109.76,3.7,236851.32,100%
read,read,609,38976000,61.49,57.09,10.16,650109.25,100%
write,write,223,14272000,100.82,98.55,3.72,238053.14,100%
read,read,570,36480000,60.69,56.31,9.52,609147.23,100%
write,write,256,16384000,98.7,96.5,4.27,273581.91,100%
read,read,536,34304000,66.55,61.55,8.94,572210.18,100%
write,write,228,14592000,106.39,104.09,3.8,243402.84,100%
read,read,528,33792000,65.32,60.72,8.81,563566.32,100%
write,write,241,15424000,105.59,103.36,4.02,257233.87,100%
read,read,514,32896000,67.2,62.71,8.58,548806.33,100%
write,write,228,14592000,111.31,109.11,3.8,243439.38,100%
read,read,596,38144000,61.79,57.09,9.93,635839.31,100%
write,write,224,14336000,103.27,100.95,3.73,238973.16,100%
read,read,562,35968000,60.73,56.09,9.38,600277.04,100%
write,write,257,16448000,100.21,98,4.29,274503.91,100%
read,read,551,35264000,61.87,57.16,9.19,588135.23,100%
write,write,258,16512000,100.16,97.88,4.3,275388.18,100%
read,read,575,36800000,63.13,58.42,9.59,613537.85,100%
write,write,238,15232000,99.38,97.22,3.97,253951.32,100%
read,read,612,39168000,60.48,55.92,10.21,653322.66,100%
write,write,232,14848000,98.74,96.43,3.87,247664.8,100%
read,read,580,37120000,61.62,56.67,9.67,618924.55,100%
write,write,242,15488000,100.02,97.71,4.04,258240.93,100%
