Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
14:21:49,329,133,21056000,8512000,9.25,14.73,7.19,12.77,65.71,26.56,4205312.56,1700019.97,100%,100%,0,0,0
14:21:54,308,142,19712000,9088000,9.04,15.57,7.01,13.58,61.59,28.39,3941611.68,1817236.55,100%,100%,1,1,1
14:21:59,343,131,21952000,8384000,8.76,15.07,6.67,13.08,68.5,26.16,4384262.03,1674455.76,100%,100%,2,2,2
14:22:04,313,143,20032000,9152000,8.96,15.29,6.84,13.29,62.57,28.59,4004798.08,1829668.13,100%,100%,3,3,3
14:22:09,308,135,19712000,8640000,9.16,16.14,7.13,14.25,61.45,26.94,3932960.89,1723862.73,100%,100%,4,4,4
14:22:14,306,145,19584000,9280000,8.94,15.51,6.96,13.59,61.2,29,3916800,1856000,100%,100%,5,5,5
14:22:19,296,145,18944000,9280000,9.22,15.68,7.15,13.65,59.11,28.95,3782747.6,1853035.14,100%,100%,6,6,6
14:22:24,309,149,19776000,9536000,8.79,15.29,6.7,13.18,61.75,29.78,3952038.37,1905675.46,100%,100%,7,7,7
14:22:29,314,131,20096000,8384000,9.22,15.99,7.05,13.97,62.74,26.17,4015184.82,1675124.88,100%,100%,8,8,8
14:22:34,316,135,20224000,8640000,9.1,15.7,6.99,13.74,63.16,26.98,4042374.58,1726963.82,100%,100%,9,9,9
14:22:39,308,150,19712000,9600000,8.82,15.2,6.84,13.17,61.58,29.99,3940823.67,1919232.31,100%,100%,10,10,10
14:22:44,338,127,21632000,8128000,8.91,15.6,6.91,13.66,67.55,25.38,4322941.65,1624300.56,100%,100%,11,11,11
14:22:49,309,136,19776000,8704000,9.16,15.93,7.05,13.91,61.71,27.16,3949670.46,1738366.29,100%,100%,12,12,12
14:22:54,329,131,21056000,8384000,8.95,15.74,6.89,13.75,65.59,26.12,4197767.15,1671451.36,100%,100%,13,13,13
14:22:59,293,156,18752000,9984000,8.82,15.4,6.74,13.31,58.54,31.17,3746653.35,1994805.19,100%,100%,14,14,14
14:23:04,298,144,19072000,9216000,9.09,15.85,6.95,13.81,59.58,28.79,3812874.85,1842463.01,100%,100%,15,15,15
14:23:09,290,140,18560000,8960000,9.44,16.12,7.26,14.07,57.91,27.96,3706070.29,1789137.38,100%,100%,16,16,16
14:23:14,289,145,18496000,9280000,9.18,16.15,7.03,14.13,57.74,28.97,3695504.5,1854145.85,100%,100%,17,17,17
14:23:19,310,133,19840000,8512000,9.22,16.08,7.16,14.01,61.94,26.57,3964035.96,1700699.3,100%,100%,18,18,18
14:23:24,360,120,23040000,7680000,8.77,15.33,6.64,13.19,71.88,23.96,4600638.98,1533546.33,100%,100%,19,19,19
14:23:29,298,139,19072000,8896000,9.21,16.29,7.04,14.23,59.43,27.72,3803749.5,1774232.15,100%,100%,20,20,20
14:23:34,291,146,18624000,9344000,9.14,15.92,6.96,13.86,58.2,29.2,3724800,1868800,100%,100%,21,21,21
14:23:39,340,123,21760000,7872000,9.01,15.64,6.96,13.59,68,24.6,4352000,1574400,100%,100%,22,22,22
14:23:44,318,133,20352000,8512000,9.1,15.75,7.02,13.76,63.5,26.56,4063897.76,1699680.51,100%,100%,23,23,23
14:23:49,323,127,20672000,8128000,9.06,16.29,7.04,14.26,64.48,25.35,4126971.45,1622679.18,100%,100%,24,24,24
14:23:54,305,141,19520000,9024000,8.99,15.99,7.11,14.04,60.91,28.16,3898542.04,1802276.81,100%,100%,25,25,25
14:23:59,329,130,21056000,8320000,8.95,15.77,6.99,13.76,65.77,25.99,4209516.19,1663334.67,100%,100%,26,26,26
14:24:04,298,143,19072000,9152000,8.84,15.41,7.02,13.37,61.46,29.49,3933182.1,1887399.46,100%,100%,27,27,27
