Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,Min-Version,Version,Max-Version
14:43:37,1009,0,79.72,79.72,200.67,0,100%,0,0,0
14:43:42,1093,0,73.83,73.83,216.7,0,100%,1,1,1
14:43:47,1058,0,76.14,76.14,210.13,0,100%,2,2,2
14:43:52,938,0,75.28,75.28,185.96,0,100%,3,3,3
14:43:57,713,0,77.94,77.94,166.78,0,100%,4,4,4
14:44:02,721,0,77.08,77.08,208.45,0,100%,5,5,5
14:44:07,853,0,76.91,76.91,235.69,0,100%,6,6,6
14:44:12,1056,0,76.37,76.37,250.31,0,100%,7,7,7
14:44:17,992,0,76.35,76.35,196.47,0,100%,8,8,8
14:44:22,1065,0,75.6,75.6,225.23,0,100%,9,9,9
14:44:27,1052,0,76.66,76.66,208.71,0,100%,10,10,10
14:44:32,1050,0,76.65,76.65,208.73,0,100%,11,11,11
14:44:37,1061,0,76.02,76.02,210.47,0,100%,12,12,12
14:44:42,294,0,55.44,55.44,269.52,0,100%,13,13,13
