Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,58,3712000,665.88,661.57,0.49,31663.44,100%
write,write,38,2432000,2068.68,2065.97,0.32,20745.01,100%
read,read,81,5184000,779.88,774.09,0.68,43428.36,100%
write,write,29,1856000,1937.76,1935.1,0.24,15548.43,100%
read,read,70,4480000,687.23,683.19,0.59,37668.9,100%
write,write,33,2112000,2146.03,2143.06,0.28,17758.2,100%
read,read,90,5760000,708.81,704.89,0.77,49599.16,100%
write,write,29,1856000,1804.59,1802.34,0.25,15981.95,100%
read,read,82,5248000,717.98,714.41,0.69,43959.36,100%
write,write,38,2432000,1592.26,1589.58,0.32,20371.41,100%
read,read,87,5568000,742.92,739.37,0.75,47803.43,100%
write,write,28,1792000,1851.54,1849.32,0.24,15385.01,100%
read,read,75,4800000,772.37,768.16,0.65,41332.63,100%
write,write,31,1984000,1877.39,1875.06,0.27,17084.15,100%
read,read,66,4224000,802.77,799.08,0.56,35867.13,100%
write,write,35,2240000,1850.94,1848.74,0.3,19020.45,100%
read,read,74,4736000,795.69,792.23,0.62,39978.05,100%
write,write,30,1920000,1986,1983.67,0.25,16207.32,100%
read,read,91,5824000,701.95,697.63,0.77,49035.95,100%
write,write,24,1536000,2287.04,2284.54,0.2,12932.56,100%
read,read,71,4544000,782.11,779.01,0.61,39120.14,100%
write,write,31,1984000,1955.52,1953,0.27,17080.63,100%
read,read,75,4800000,647.76,643.19,0.63,40222.56,100%
write,write,35,2240000,2021.49,2019.11,0.29,18770.53,100%
read,read,76,4864000,785.34,780.46,0.66,41950.56,100%
write,write,30,1920000,1875.2,1873,0.26,16559.43,100%
read,read,72,4608000,724.12,719.96,0.61,39136.75,100%
write,write,36,2304000,1822.31,1820.03,0.31,19568.37,100%
read,read,70,4480000,768.54,764.26,0.6,38327.62,100%
write,write,31,1984000,2035.1,2032.68,0.27,16973.66,100%
read,read,86,5504000,652.7,649.23,0.72,46349.08,100%
write,write,33,2112000,1897.48,1895.21,0.28,17785.11,100%
read,read,82,5248000,648.37,644.82,0.69,44222.36,100%
write,write,30,1920000,2183.5,2180.57,0.25,16178.91,100%
read,read,75,4800000,763.48,759.79,0.63,40263.73,100%
write,write,32,2048000,1935.97,1933.28,0.27,17179.19,100%
read,read,82,5248000,678.26,674.29,0.7,44735.79,100%
write,write,32,2048000,1927.84,1925.44,0.27,17457.87,100%
read,read,89,5696000,579.09,577.08,0.75,48055.75,100%
write,write,32,2048000,2093.31,2090.97,0.27,17278.47,100%
read,read,80,5120000,820.19,816.65,0.69,44166.49,100%
write,write,30,1920000,1676.7,1674.43,0.26,16562.43,100%
read,read,85,5440000,699.35,695.33,0.74,47180.04,100%
write,write,24,1536000,2327.29,2324.71,0.21,13321.42,100%
read,read,71,4544000,743.01,739.27,0.61,38844.25,100%
write,write,35,2240000,1834.97,1832.69,0.3,19148.57,100%
read,read,83,5312000,698,693.33,0.71,45715.86,100%
write,write,27,1728000,2157.81,2155.07,0.23,14871.42,100%
read,read,66,4224000,900.05,896.52,0.56,35774.48,100%
write,write,25,1600000,2346.68,2343.88,0.21,13550.94,100%
read,read,66,4224000,715.23,711.02,0.57,36243.82,100%
write,write,38,2432000,1824.55,1822.21,0.33,20867.66,100%
read,read,65,4160000,727.62,724.38,0.55,35216.33,100%
write,write,30,1920000,2360.93,2358.43,0.25,16253.69,100%
read,read,65,4160000,748.58,745.54,0.56,36011.08,100%
write,write,37,2368000,1807.03,1804.65,0.32,20498.61,100%
read,read,63,4032000,833.56,827.92,0.54,34246.69,100%
write,write,27,1728000,2415.41,2413.11,0.23,14677.15,100%
read,read,95,6080000,705.21,701.64,0.8,51422.58,100%
write,write,24,1536000,2134.96,2132.62,0.2,12990.97,100%
read,read,63,4032000,835.4,831.98,0.53,33733.81,100%
write,write,28,1792000,2388.89,2386.54,0.23,14992.8,100%
read,read,65,4160000,714.85,710.22,0.56,35625.28,100%
write,write,37,2368000,1900.05,1897.51,0.32,20279.01,100%
read,read,81,5184000,665.31,662.16,0.7,44824.52,100%
write,write,28,1792000,2205.71,2203.04,0.24,15494.89,100%
read,read,80,5120000,690.41,686.91,0.67,42971.04,100%
write,write,33,2112000,1936.88,1934.24,0.28,17725.56,100%
read,read,80,5120000,688.1,685.89,0.67,43017.26,100%
write,write,41,2624000,1560.24,1557.22,0.34,22046.34,100%
read,read,71,4544000,776.82,773.06,0.6,38498.03,100%
write,write,33,2112000,1905.15,1902.58,0.28,17893.45,100%
read,read,80,5120000,666.66,663.2,0.68,43454.28,100%
write,write,33,2112000,1954.18,1951.45,0.28,17924.89,100%
read,read,83,5312000,732.37,729.34,0.71,45141.28,100%
write,write,27,1728000,2106.85,2104.3,0.23,14684.51,100%
read,read,68,4352000,638.56,633.4,0.58,36940.21,100%
write,write,33,2112000,2254.21,2251.79,0.28,17926.87,100%
read,read,90,5760000,775.92,771.4,0.76,48535.51,100%
write,write,28,1792000,1744.18,1741.71,0.24,15099.94,100%
read,read,65,4160000,780.58,776.2,0.56,35833.65,100%
write,write,32,2048000,2042.25,2039.25,0.28,17641.18,100%
read,read,75,4800000,689.73,685.81,0.64,40884.12,100%
write,write,28,1792000,2345.39,2342.68,0.24,15263.4,100%
read,read,71,4544000,772.03,767.21,0.6,38430.96,100%
write,write,26,1664000,2439.23,2436.58,0.22,14073.31,100%
read,read,83,5312000,844.92,840.27,0.71,45743.81,100%
write,write,27,1728000,1703.44,1700.85,0.23,14880.52,100%
read,read,68,4352000,726.1,721.69,0.58,37286.77,100%
write,write,28,1792000,2405.07,2402.68,0.24,15353.38,100%
read,read,70,4480000,648.17,644.43,0.6,38196.25,100%
write,write,44,2816000,1634.39,1632,0.38,24009.07,100%
read,read,70,4480000,829.53,826.11,0.6,38229.82,100%
write,write,36,2304000,1642.06,1639.67,0.31,19661.05,100%
read,read,69,4416000,670.46,666.52,0.58,37438.96,100%
write,write,35,2240000,2048.14,2045.83,0.3,18990.78,100%
read,read,72,4608000,671.38,667.42,0.61,39262.47,100%
write,write,36,2304000,1917.19,1914.78,0.31,19631.23,100%
read,read,72,4608000,822.72,818.57,0.63,40482.13,100%
write,write,27,1728000,2021.78,2019.7,0.24,15180.8,100%
read,read,82,5248000,797.05,792.59,0.69,44069.36,100%
write,write,24,1536000,2238.42,2235.79,0.2,12898.35,100%
read,read,80,5120000,772.49,768.09,0.67,43065.02,100%
write,write,28,1792000,2038.79,2036.07,0.24,15072.76,100%
read,read,72,4608000,703.88,700.58,0.6,38550.02,100%
write,write,36,2304000,1912.47,1910.11,0.3,19275.01,100%
read,read,83,5312000,649.25,645.99,0.71,45570.36,100%
write,write,27,1728000,2321.37,2318.07,0.23,14824.09,100%
read,read,90,5760000,732.22,729.1,0.75,48271.53,100%
write,write,29,1856000,1842.14,1839.38,0.24,15554.16,100%
read,read,66,4224000,620.26,615.55,0.57,36443.32,100%
write,write,35,2240000,2141.86,2139.49,0.3,19326.01,100%
read,read,91,5824000,764.79,760.23,0.76,48877.51,100%
write,write,33,2112000,1501.76,1498.7,0.28,17724.81,100%
read,read,88,5632000,792.3,788.94,0.76,48479.01,100%
write,write,27,1728000,1720.33,1717.78,0.23,14874.24,100%
read,read,67,4288000,904.3,901.3,0.57,36241.01,100%
write,write,30,1920000,1924.3,1921.97,0.25,16227.32,100%
read,read,65,4160000,803.86,799.03,0.55,34886.45,100%
write,write,38,2432000,1762.87,1760.55,0.32,20395.16,100%
read,read,79,5056000,784.61,780.01,0.67,42754.7,100%
write,write,31,1984000,1815.23,1813.1,0.26,16777.16,100%
read,read,74,4736000,848.38,843.72,0.62,39810.36,100%
write,write,24,1536000,2340.92,2338.21,0.2,12911.47,100%
read,read,63,4032000,764.98,761.56,0.53,33649.91,100%
write,write,33,2112000,2170.39,2168.12,0.28,17626.15,100%
read,read,61,3904000,688.95,684.64,0.51,32894.63,100%
write,write,34,2176000,2254.53,2252.15,0.29,18334.71,100%
read,read,102,6528000,621.02,617.91,0.86,54963.37,100%
write,write,34,2176000,1630,1627.18,0.29,18321.12,100%
read,read,69,4416000,754.29,750.3,0.58,36966.35,100%
write,write,31,1984000,2174.58,2172.29,0.26,16608.07,100%
read,read,79,5056000,647.43,643.77,0.67,43128.52,100%
write,write,30,1920000,2202.7,2199.77,0.26,16377.92,100%
read,read,60,3840000,679.78,675.28,0.5,32218.55,100%
write,write,36,2304000,2177.64,2175.06,0.3,19331.13,100%
read,read,86,5504000,663.91,660.38,0.73,46563.57,100%
write,write,29,1856000,2107.07,2104.21,0.25,15701.67,100%
read,read,78,4992000,715.71,711.35,0.66,42173.2,100%
write,write,31,1984000,2017.35,2014.77,0.26,16761.15,100%
read,read,75,4800000,788.96,784.28,0.63,40167.36,100%
write,write,26,1664000,2320.19,2317.04,0.22,13924.69,100%
read,read,93,5952000,685.92,681.6,0.78,50204.12,100%
write,write,31,1984000,1766.52,1764.35,0.26,16734.71,100%
read,read,74,4736000,607.14,603,0.62,39967.59,100%
write,write,32,2048000,2298.94,2296.28,0.27,17283.28,100%
read,read,76,4864000,713.16,708.46,0.64,40970.7,100%
write,write,34,2176000,1897.59,1894.91,0.29,18329,100%
read,read,52,3328000,832.44,827.77,0.45,28614.67,100%
write,write,39,2496000,1872.05,1869.74,0.34,21461,100%
read,read,87,5568000,721.03,716.71,0.73,46717.68,100%
write,write,34,2176000,1660.29,1657.71,0.29,18257.48,100%
read,read,86,5504000,690.9,686.05,0.73,46562.39,100%
write,write,33,2112000,1781.39,1778.94,0.28,17866.96,100%
read,read,77,4928000,693.1,686.83,0.66,42056.39,100%
write,write,32,2048000,1993.94,1991.5,0.27,17477.98,100%
read,read,74,4736000,663.7,658.05,0.63,40406.11,100%
write,write,37,2368000,1840.41,1837.86,0.32,20203.05,100%
read,read,82,5248000,703.43,699.29,0.7,44544.03,100%
write,write,37,2368000,1625.16,1622.86,0.31,20099.14,100%
read,read,71,4544000,793.15,789.3,0.6,38316.24,100%
write,write,34,2176000,1831.65,1829.12,0.29,18348.62,100%
read,read,62,3968000,816.79,813.37,0.52,33565.68,100%
write,write,28,1792000,2413.29,2410.68,0.24,15158.69,100%
read,read,74,4736000,679.22,674.72,0.62,39891.51,100%
write,write,33,2112000,2074.52,2071.91,0.28,17789.46,100%
read,read,72,4608000,747.97,746.1,0.61,38899.53,100%
write,write,33,2112000,1957.61,1955.18,0.28,17828.95,100%
read,read,86,5504000,790.9,784.91,0.73,46833.39,100%
write,write,25,1600000,1980.12,1976.92,0.21,13614.36,100%
read,read,55,3520000,921.33,918.11,0.46,29661.34,100%
write,write,36,2304000,1888.81,1886.5,0.3,19414.69,100%
read,read,64,4096000,815.16,812.12,0.55,35117.2,100%
write,write,34,2176000,1896.09,1893.71,0.29,18656.01,100%
read,read,85,5440000,626.54,619.88,0.71,45548.17,100%
write,write,39,2496000,1696.79,1694.62,0.33,20898.57,100%
read,read,78,4992000,707.55,704.58,0.66,42455.48,100%
write,write,30,1920000,2079.67,2077.57,0.26,16329.03,100%
read,read,84,5376000,839.81,835.95,0.72,45998.25,100%
write,write,27,1728000,1715.81,1713.3,0.23,14785.15,100%
read,read,74,4736000,751.88,747.26,0.63,40000.34,100%
write,write,25,1600000,2510.2,2508.08,0.21,13513.63,100%
read,read,66,4224000,708.97,703.73,0.56,36033.88,100%
write,write,31,1984000,2271.87,2268.97,0.26,16925.01,100%
read,read,70,4480000,831.23,827.97,0.59,37543.58,100%
write,write,33,2112000,1852.79,1850,0.28,17699.12,100%
read,read,93,5952000,711.78,706.42,0.79,50311.91,100%
write,write,26,1664000,2003.96,2001.42,0.22,14065.7,100%
read,read,75,4800000,717.51,712.51,0.63,40298.55,100%
write,write,32,2048000,2040.53,2038.22,0.27,17194.05,100%
read,read,75,4800000,919.03,915.44,0.64,41193.23,100%
write,write,28,1792000,1699.71,1697.11,0.24,15378.81,100%
read,read,84,5376000,661.82,658.43,0.72,45832.76,100%
write,write,34,2176000,1814.68,1812.26,0.29,18551.36,100%
read,read,79,5056000,613.61,609.52,0.67,42786.18,100%
write,write,32,2048000,2177.84,2175.34,0.27,17331.11,100%
read,read,94,6016000,671.45,667.5,0.8,51179.96,100%
write,write,24,1536000,2267.83,2265.42,0.2,13067.22,100%
read,read,83,5312000,741.3,736.42,0.71,45710.75,100%
write,write,30,1920000,1822.67,1820.4,0.26,16521.96,100%
read,read,64,4096000,842.66,839.14,0.54,34463.9,100%
write,write,26,1664000,2496.81,2494.38,0.22,14000.96,100%
read,read,69,4416000,732.67,728.91,0.58,36955.83,100%
write,write,33,2112000,2089.03,2086.91,0.28,17674.53,100%
read,read,76,4864000,682.2,678.79,0.65,41798.79,100%
write,write,38,2432000,1697.76,1695.08,0.33,20899.4,100%
read,read,88,5632000,786.36,783.15,0.75,47884.64,100%
write,write,27,1728000,1793.07,1790.67,0.23,14691.88,100%
read,read,61,3904000,772.48,767.59,0.52,33367.81,100%
write,write,37,2368000,1888.54,1886.11,0.32,20239.49,100%
read,read,83,5312000,764.52,761.33,0.7,45042.52,100%
write,write,25,1600000,2179,2176.32,0.21,13567.03,100%
read,read,51,3264000,811.14,806.47,0.43,27672.27,100%
write,write,36,2304000,2127.17,2124.86,0.31,19533.37,100%
read,read,80,5120000,663.85,658.05,0.68,43344.28,100%
write,write,33,2112000,1970.03,1967.76,0.28,17879.52,100%
read,read,70,4480000,792.76,788.44,0.59,37990.57,100%
write,write,32,2048000,1950.84,1948.38,0.27,17367.12,100%
read,read,60,3840000,794,787.18,0.5,32292.79,100%
