Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,152,9728000,353.55,349.71,1.28,81624.43,100%
write,write,68,4352000,962.22,959.71,0.57,36516.19,100%
read,read,157,10048000,391.31,387.11,1.32,84743.19,100%
write,write,60,3840000,952.23,949.65,0.51,32385.93,100%
read,read,140,8960000,366.74,362.96,1.18,75684.62,100%
write,write,73,4672000,918.34,916.05,0.62,39464.13,100%
read,read,131,8384000,362.31,358.64,1.1,70159,100%
write,write,68,4352000,1059.25,1056.88,0.57,36418.41,100%
read,read,176,11264000,369.11,365.61,1.47,94066.56,100%
write,write,60,3840000,912.92,910.47,0.5,32068.14,100%
read,read,147,9408000,386.44,382.93,1.23,78886.47,100%
write,write,71,4544000,879.42,877.03,0.6,38101.63,100%
read,read,176,11264000,379.94,375.78,1.48,94522.81,100%
write,write,64,4096000,816.98,814.31,0.54,34371.93,100%
read,read,130,8320000,425.52,421.74,1.09,69536.73,100%
write,write,60,3840000,1072.17,1069.78,0.5,32093.87,100%
read,read,137,8768000,400.68,396.99,1.15,73483.69,100%
write,write,68,4352000,947.31,945,0.57,36473.65,100%
read,read,163,10432000,369.73,365.54,1.38,88084.3,100%
write,write,59,3776000,985.78,983.24,0.5,31883.27,100%
read,read,138,8832000,398.3,394.78,1.16,74125.67,100%
write,write,67,4288000,957.87,955.43,0.56,35988.55,100%
read,read,156,9984000,347.71,343.1,1.31,83544.62,100%
write,write,68,4352000,959.68,956.99,0.57,36416.89,100%
read,read,147,9408000,395.65,392.18,1.24,79452.08,100%
write,write,61,3904000,987.54,985.18,0.52,32969.91,100%
read,read,167,10688000,369.17,365.23,1.4,89407.16,100%
write,write,58,3712000,998.03,995.41,0.49,31051.59,100%
read,read,168,10752000,387.8,384.06,1.41,90436.54,100%
write,write,59,3776000,910.71,908.27,0.5,31760.45,100%
read,read,143,9152000,386.23,382.62,1.21,77317.54,100%
write,write,60,3840000,1052.17,1049.67,0.51,32440.93,100%
read,read,134,8576000,433.08,429.69,1.12,71709.28,100%
write,write,61,3904000,1009.05,1006.36,0.51,32643.78,100%
read,read,149,9536000,359.59,354.25,1.25,79979.87,100%
write,write,69,4416000,951.35,948.96,0.58,37037.66,100%
read,read,171,10944000,360.39,356.69,1.43,91448.43,100%
write,write,67,4288000,866.24,863.79,0.56,35830.67,100%
read,read,142,9088000,403.06,399.34,1.19,76051.48,100%
write,write,66,4224000,943.2,940.59,0.55,35347.87,100%
read,read,156,9984000,399.01,395.09,1.31,84095.62,100%
write,write,66,4224000,855.58,852.83,0.56,35578.92,100%
read,read,138,8832000,394.42,390.97,1.15,73788.78,100%
write,write,66,4224000,988.76,986.62,0.55,35290.28,100%
