Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,348,22272000,199.12,194.66,2.91,186024.76,100%
write,write,112,7168000,450.21,447.76,0.94,59870.04,100%
read,read,287,18368000,206.19,201.87,2.4,153486.2,100%
write,write,132,8448000,458.2,455.91,1.1,70592.95,100%
read,read,303,19392000,206.88,202.93,2.53,161790.1,100%
write,write,125,8000000,457.26,454.83,1.04,66745.09,100%
read,read,327,20928000,201.16,197.14,2.73,174731.99,100%
write,write,126,8064000,428.4,426.06,1.05,67327.92,100%
read,read,303,19392000,205.18,201.68,2.53,162093.03,100%
write,write,127,8128000,452.37,449.96,1.06,67939.98,100%
read,read,303,19392000,198.22,194.12,2.55,163097.78,100%
write,write,133,8512000,442.29,439.8,1.12,71590.78,100%
read,read,321,20544000,191.91,187.96,2.68,171541.65,100%
write,write,136,8704000,427.53,425.15,1.14,72678.08,100%
read,read,312,19968000,195.18,191.44,2.62,167610.99,100%
write,write,128,8192000,454.88,452.49,1.07,68763.48,100%
read,read,298,19072000,203.15,199.52,2.5,160146.44,100%
write,write,132,8448000,443.46,441.17,1.11,70937.35,100%
read,read,306,19584000,198.67,195.3,2.57,164411.16,100%
write,write,134,8576000,435.19,432.84,1.12,71997.04,100%
read,read,300,19200000,186.19,181.51,2.5,160165.5,100%
write,write,142,9088000,450.74,448.3,1.18,75811.67,100%
read,read,294,18816000,216.92,213.38,2.46,157196.92,100%
write,write,123,7872000,454.54,451.99,1.03,65766.06,100%
read,read,305,19520000,202.19,198.55,2.56,163831.23,100%
write,write,134,8576000,428.88,426.34,1.12,71978.31,100%
read,read,270,17280000,198.99,195.04,2.26,144911.74,100%
write,write,132,8448000,496.23,493.91,1.11,70845.74,100%
read,read,297,19008000,200.9,196.05,2.49,159118.69,100%
write,write,131,8384000,456.3,454.12,1.1,70183.66,100%
read,read,319,20416000,201.37,197.3,2.67,170849.48,100%
write,write,119,7616000,464.26,462.1,1,63733.82,100%
read,read,293,18752000,196.06,192.08,2.45,156891.62,100%
write,write,141,9024000,440.15,437.84,1.18,75500.74,100%
read,read,316,20224000,190.36,186.65,2.64,168825.97,100%
write,write,134,8576000,444.93,442.54,1.12,71590.76,100%
read,read,289,18496000,192.22,188.34,2.41,154324.95,100%
write,write,150,9600000,428.57,426.24,1.25,80099.46,100%
read,read,282,18048000,182.51,178.48,2.35,150610.86,100%
write,write,149,9536000,458.7,456.48,1.24,79578.08,100%
read,read,304,19456000,186.97,182.91,2.56,163698.01,100%
write,write,149,9536000,416.07,413.75,1.25,80233.57,100%
read,read,303,19392000,218.02,213.42,2.54,162369.9,100%
write,write,117,7488000,456.08,453.61,0.98,62697.29,100%
read,read,300,19200000,196.72,193.01,2.5,160080.04,100%
write,write,139,8896000,438.14,435.56,1.16,74170.42,100%
read,read,321,20544000,209.79,205.93,2.68,171640.54,100%
write,write,120,7680000,436.11,433.82,1,64164.69,100%
read,read,331,21184000,192.84,189.41,2.77,177206.72,100%
write,write,118,7552000,472.07,469.75,0.99,63173.39,100%
read,read,284,18176000,205.02,201.2,2.38,152218.88,100%
write,write,137,8768000,446.5,444.09,1.15,73429.53,100%
read,read,375,24000000,156.53,154.24,3.14,201028.6,100%
write,write,176,11264000,344.68,342.32,1.47,94349.42,100%
read,read,334,21376000,202.79,199.02,2.79,178438.17,100%
write,write,119,7616000,437.37,434.92,0.99,63575.27,100%
read,read,306,19584000,209.01,205.52,2.55,163436.98,100%
write,write,121,7744000,461.55,459.23,1.01,64627.04,100%
read,read,314,20096000,200.04,196.08,2.62,167948.12,100%
write,write,135,8640000,420.87,418.41,1.13,72206.99,100%
read,read,287,18368000,208.82,205.01,2.4,153731.56,100%
write,write,127,8128000,468.79,466.53,1.06,68027.55,100%
read,read,287,18368000,200.96,196.91,2.41,154459.38,100%
write,write,133,8512000,460.38,458.02,1.12,71578.73,100%
read,read,301,19264000,210.43,206.75,2.52,161306.26,100%
write,write,124,7936000,452.16,449.88,1.04,66451.75,100%
read,read,298,19072000,197.94,194.16,2.49,159611.68,100%
write,write,139,8896000,435.15,432.69,1.16,74449.74,100%
read,read,311,19904000,189.76,186.24,2.6,166693.19,100%
write,write,137,8768000,440.69,438.47,1.15,73430.76,100%
read,read,303,19392000,202.05,197.7,2.53,161779.31,100%
write,write,126,8064000,465.3,463.02,1.05,67274.56,100%
read,read,308,19712000,202.9,199.13,2.57,164685.24,100%
write,write,133,8512000,429.93,427.46,1.11,71114.08,100%
read,read,309,19776000,193.32,188.85,2.58,165277.93,100%
write,write,144,9216000,415.94,413.6,1.2,77022.72,100%
read,read,315,20160000,201.25,197.58,2.64,168981.5,100%
write,write,129,8256000,433.29,430.91,1.08,69201.95,100%
read,read,332,21248000,193.89,189.84,2.78,177920.69,100%
write,write,119,7616000,462.5,460.22,1,63772.78,100%
read,read,300,19200000,195.04,191.14,2.5,160148.14,100%
write,write,140,8960000,438.34,435.76,1.17,74735.8,100%
read,read,319,20416000,198.6,194.75,2.66,170242.57,100%
write,write,127,8128000,445.32,442.95,1.06,67776.82,100%
read,read,296,18944000,198.73,194.83,2.48,158750.38,100%
write,write,138,8832000,438.27,435.7,1.16,74012,100%
read,read,318,20352000,202.4,198.29,2.66,169976.78,100%
write,write,125,8000000,442.83,440.37,1.04,66814.77,100%
read,read,277,17728000,197.44,193.42,2.32,148646.27,100%
write,write,144,9216000,448.32,445.97,1.21,77274.59,100%
read,read,302,19328000,197.29,193.14,2.52,161240,100%
write,write,135,8640000,446.44,443.85,1.13,72077.48,100%
read,read,317,20288000,192.4,188.31,2.65,169515.88,100%
write,write,129,8256000,454.9,452.51,1.08,68982.8,100%
read,read,282,18048000,200.34,196.09,2.35,150536.74,100%
write,write,141,9024000,449.4,446.87,1.18,75268.37,100%
read,read,297,19008000,199.51,195.64,2.49,159657.3,100%
write,write,133,8512000,449.56,447.17,1.12,71496.37,100%
read,read,321,20544000,201.54,197.49,2.68,171670.66,100%
write,write,140,8960000,392.61,390.01,1.17,74871.94,100%
read,read,290,18560000,202.84,199.07,2.42,154800.83,100%
write,write,148,9472000,412.55,410.03,1.23,79001.8,100%
read,read,287,18368000,197.3,193.54,2.4,153531.1,100%
write,write,141,9024000,446.75,444.5,1.18,75428.17,100%
read,read,325,20800000,208.83,205.14,2.72,174384,100%
write,write,114,7296000,450.79,448.37,0.96,61168.54,100%
read,read,298,19072000,185.63,181.61,2.49,159277.11,100%
write,write,139,8896000,463.33,460.89,1.16,74293.68,100%
read,read,314,20096000,200.76,196.9,2.63,168412.58,100%
write,write,132,8448000,426.31,424.01,1.11,70797.65,100%
read,read,331,21184000,203.31,199.82,2.76,176817.72,100%
write,write,113,7232000,464.57,462.17,0.94,60363.75,100%
read,read,330,21120000,195.14,190.35,2.76,176519.26,100%
write,write,123,7872000,449.05,446.59,1.03,65793.54,100%
read,read,281,17984000,192.18,187.68,2.35,150408.14,100%
write,write,162,10368000,404.62,402.3,1.35,86712.16,100%
read,read,298,19072000,199.29,195.54,2.49,159120.3,100%
write,write,139,8896000,434.96,432.71,1.16,74220.54,100%
read,read,321,20544000,196.73,193.34,2.68,171212.84,100%
write,write,136,8704000,417.82,415.42,1.13,72538.77,100%
read,read,327,20928000,190.52,186.57,2.74,175160.49,100%
write,write,133,8512000,429.83,427.4,1.11,71242.65,100%
read,read,304,19456000,203.37,199.64,2.54,162622.56,100%
write,write,136,8704000,424.99,422.52,1.14,72752.2,100%
read,read,281,17984000,201.43,198.03,2.35,150522.69,100%
write,write,145,9280000,433.5,431.17,1.21,77671.85,100%
read,read,294,18816000,187.74,183.93,2.46,157303.37,100%
write,write,143,9152000,450.34,448.03,1.2,76511.5,100%
