Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
prepare,write,320,20480000,92.25,90.06,10.83,693273.76,100%
prepare,write,320,20480000,90.29,88.05,11.07,708282.9,100%
prepare,write,320,20480000,92.49,90.33,10.8,691401.37,100%
prepare,write,320,20480000,92.5,90.31,10.8,691284.68,100%
prepare,write,310,19840000,92.7,90.54,10.78,689799.04,100%
prepare,write,310,19840000,94.4,92.32,10.59,677549.35,100%
prepare,write,310,19840000,96.18,94.09,10.39,664834.8,100%
prepare,write,310,19840000,92.48,90.34,10.81,691747.15,100%
prepare,write,310,19840000,92.85,90.65,10.76,688721.49,100%
prepare,write,310,19840000,95.21,93.06,10.5,671859.13,100%
prepare,write,310,19840000,92.36,90.07,10.82,692616.51,100%
prepare,write,310,19840000,95.55,93.51,10.46,669433.48,100%
prepare,write,310,19840000,91.36,89.13,10.94,699897.7,100%
prepare,write,310,19840000,88.86,86.55,11.25,719779.42,100%
prepare,write,310,19840000,95.63,93.45,10.45,668666.37,100%
prepare,write,310,19840000,93.87,91.69,10.65,681318.68,100%
