Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
cleanup,delete,880,0,74.64,74.64,13.4,0,100%
cleanup,delete,880,0,74.81,74.81,13.37,0,100%
cleanup,delete,880,0,76.02,76.02,13.15,0,100%
cleanup,delete,880,0,76.24,76.24,13.12,0,100%
cleanup,delete,880,0,75.26,75.26,13.29,0,100%
cleanup,delete,880,0,75.78,75.78,13.2,0,100%
cleanup,delete,880,0,76.09,76.09,13.14,0,100%
cleanup,delete,880,0,75.5,75.5,13.24,0,100%
cleanup,delete,870,0,76.97,76.97,12.99,0,100%
cleanup,delete,870,0,77.09,77.09,12.97,0,100%
cleanup,delete,870,0,76.36,76.36,13.1,0,100%
cleanup,delete,870,0,76.94,76.94,13,0,100%
cleanup,delete,870,0,75.93,75.93,13.17,0,100%
cleanup,delete,870,0,76.56,76.56,13.06,0,100%
cleanup,delete,870,0,76.77,76.77,13.02,0,100%
cleanup,delete,870,0,75.88,75.88,13.18,0,100%
