Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,998,63872000,67.42,62.61,8.32,532639.51,100%
write,write,477,30528000,110.25,107.96,3.98,254578.2,100%
read,read,1055,67520000,65.68,60.95,8.8,563154.73,100%
write,write,450,28800000,112.36,110.13,3.75,240208.18,100%
read,read,1075,68800000,63.89,59.2,8.97,573907.24,100%
write,write,471,30144000,108.57,106.3,3.93,251451.45,100%
read,read,1050,67200000,67.14,62.42,8.76,560434.34,100%
write,write,436,27904000,113.2,110.94,3.64,232713.69,100%
read,read,1050,67200000,68.3,63.75,8.75,560191.4,100%
write,write,427,27328000,112.88,110.58,3.56,227811.17,100%
read,read,1019,65216000,67.48,62.76,8.5,544092.37,100%
write,write,462,29568000,110.49,108.21,3.85,246683.69,100%
read,read,1052,67328000,68.05,63.24,8.77,561459.69,100%
write,write,427,27328000,113.08,110.7,3.56,227892.86,100%
read,read,1141,73024000,63.9,59.16,9.52,609101.83,100%
write,write,430,27520000,109.14,106.83,3.59,229547.58,100%
read,read,1070,68480000,64.67,60.1,8.92,570790.34,100%
write,write,470,30080000,107.95,105.69,3.92,250720.99,100%
read,read,1069,68416000,65.46,60.71,8.91,570537.46,100%
write,write,456,29184000,109.42,107.15,3.8,243372.39,100%
read,read,1045,66880000,65.03,60.57,8.72,557770.25,100%
write,write,464,29696000,111.84,109.56,3.87,247660.67,100%
read,read,1024,65536000,67.8,63.05,8.54,546488.55,100%
write,write,444,28416000,113.62,111.43,3.7,236954.02,100%
read,read,1029,65856000,67.53,62.78,8.58,548960.11,100%
write,write,447,28608000,112.83,110.45,3.73,238469.55,100%
read,read,999,63936000,67.2,62.5,8.33,533044.31,100%
write,write,470,30080000,112.28,109.96,3.92,250781.61,100%
read,read,1080,69120000,65.94,61.09,9.01,576451.55,100%
write,write,441,28224000,110.3,108,3.68,235384.38,100%
read,read,1076,68864000,63.84,59.13,8.97,573938.41,100%
write,write,472,30208000,108.57,106.29,3.93,251764.8,100%
