Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,563,72064000,124.82,116.53,4.7,601646.38,100%
write,write,259,33152000,191.09,186.13,2.16,276778.71,100%
read,read,584,74752000,124.75,118.04,4.87,623942.04,100%
write,write,240,30720000,195.51,190.33,2,256414.54,100%
read,read,612,78336000,114.99,106.7,5.11,653442.55,100%
write,write,260,33280000,190.28,185.28,2.17,277606.31,100%
read,read,598,76544000,120.97,113.67,4.99,638531.8,100%
write,write,250,32000000,190.01,185.3,2.09,266944.73,100%
read,read,582,74496000,120.14,112.93,4.86,622002.54,100%
write,write,248,31744000,200.88,196.12,2.07,265045.76,100%
read,read,573,73344000,118.81,111.81,4.78,611837.33,100%
write,write,270,34560000,191.75,186.73,2.25,288300.31,100%
read,read,587,75136000,125.38,118.01,4.9,626822.84,100%
write,write,244,31232000,189.42,184.62,2.04,260553.28,100%
read,read,592,75776000,121.53,114.63,4.94,632589.51,100%
write,write,245,31360000,195.13,190.35,2.05,261798.02,100%
read,read,566,72448000,120.14,112.57,4.73,605276.79,100%
write,write,253,32384000,204.19,199.3,2.11,270556.59,100%
read,read,606,77568000,120.48,112.89,5.06,647187.41,100%
write,write,233,29824000,200.91,196.1,1.94,248836.08,100%
read,read,565,72320000,116.12,108.98,4.72,604030.77,100%
write,write,279,35712000,193.84,188.88,2.33,298273.6,100%
read,read,558,71424000,126.4,118.89,4.65,595746.1,100%
write,write,253,32384000,194.97,190.22,2.11,270114.27,100%
read,read,586,75008000,122.99,115.55,4.89,626047.47,100%
write,write,227,29056000,210.19,205.22,1.89,242513.27,100%
read,read,605,77440000,113.87,106.54,5.06,647188.61,100%
write,write,258,33024000,196.65,191.71,2.16,275991.17,100%
read,read,561,71808000,128.43,121.29,4.68,599549.14,100%
write,write,241,30848000,197.83,193.18,2.01,257560.32,100%
read,read,546,69888000,120.7,113.46,4.57,584685.14,100%
write,write,253,32384000,211.87,206.99,2.12,270925.53,100%
read,read,561,71808000,126.07,118.69,4.68,599278.94,100%
write,write,256,32768000,191.7,186.54,2.14,273467.75,100%
read,read,578,73984000,121.72,114.31,4.82,617150.48,100%
write,write,268,34304000,184.68,179.81,2.24,286152.82,100%
read,read,616,78848000,125.55,118.26,5.14,658020.8,100%
write,write,225,28800000,188.72,183.68,1.88,240348.51,100%
read,read,585,74880000,126.88,119.82,4.9,626988.65,100%
write,write,242,30976000,186.65,181.59,2.03,259369.66,100%
read,read,569,72832000,126.56,119.4,4.75,608235.97,100%
write,write,236,30208000,202.16,197.56,1.97,252273.62,100%
read,read,556,71168000,122.85,115.41,4.63,593091.38,100%
write,write,253,32384000,204.21,199.32,2.11,269877.91,100%
read,read,593,75904000,120.91,113.47,4.95,633155.94,100%
write,write,245,31360000,196.51,191.22,2.04,261590.56,100%
read,read,544,69632000,123.4,116.84,4.55,582899.43,100%
write,write,265,33920000,197.32,192.39,2.22,283949.17,100%
read,read,579,74112000,117.33,110.22,4.84,619013.41,100%
write,write,269,34432000,192.35,187.42,2.25,287590,100%
read,read,577,73856000,124.59,117.16,4.82,616839.13,100%
write,write,249,31872000,192.05,187.02,2.08,266192.28,100%
read,read,614,78592000,121.14,113.98,5.13,657096.28,100%
write,write,231,29568000,195.67,190.74,1.93,247213.75,100%
read,read,584,74752000,119.77,112.8,4.88,624463.27,100%
write,write,241,30848000,206.38,201.39,2.01,257698.03,100%
read,read,594,76032000,120.4,113.5,4.96,635140.22,100%
write,write,254,32512000,189.61,184.39,2.12,271591.94,100%
read,read,582,74496000,126.72,119.82,4.86,622023.31,100%
write,write,236,30208000,194.84,189.99,1.97,252229.38,100%
read,read,600,76800000,123,115.25,5.02,642726.23,100%
write,write,233,29824000,196.01,191.04,1.95,249592.02,100%
read,read,601,76928000,119.71,112.65,5.02,643054.78,100%
write,write,249,31872000,191.39,186.49,2.08,266423.69,100%
