Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,1086,139008000,62.57,54.36,9.06,1159163.12,100%
write,write,490,62720000,105.98,101.22,4.09,523010.98,100%
read,read,1104,141312000,61.66,53.15,9.21,1178591.98,100%
write,write,476,60928000,108.77,103.98,3.97,508161.04,100%
read,read,1157,148096000,62.49,54.12,9.65,1235327.48,100%
write,write,442,56576000,107.53,102.66,3.69,471922.86,100%
read,read,1110,142080000,61.13,53.02,9.25,1184315.82,100%
write,write,488,62464000,106.71,101.84,4.07,520672.18,100%
read,read,1115,142720000,62.38,53.99,9.3,1190116.83,100%
write,write,477,61056000,105.49,100.66,3.98,509135.18,100%
read,read,1101,140928000,62.66,54.48,9.19,1175820.78,100%
write,write,475,60800000,106.97,102.14,3.96,507279.63,100%
read,read,1146,146688000,62.32,54.35,9.55,1222563.01,100%
write,write,460,58880000,105.48,100.72,3.83,490732.1,100%
read,read,1157,148096000,62.56,54.42,9.64,1234544.85,100%
write,write,442,56576000,107.55,102.55,3.68,471623.87,100%
read,read,1102,141056000,62.3,54.38,9.19,1176810.19,100%
write,write,486,62208000,105.27,100.47,4.05,518992.52,100%
read,read,1145,146560000,63.49,55.03,9.54,1221598.01,100%
write,write,439,56192000,107.57,102.58,3.66,468368.15,100%
read,read,1059,135552000,64.79,56.48,8.83,1130447.84,100%
write,write,484,61952000,105.88,100.93,4.04,516654.16,100%
read,read,1118,143104000,63.36,55.12,9.32,1193299.03,100%
write,write,467,59776000,105,100.26,3.89,498453.17,100%
read,read,1059,135552000,64.48,55.87,8.83,1130721.3,100%
write,write,481,61568000,107.2,102.35,4.01,513575.96,100%
read,read,1122,143616000,63.32,55.15,9.36,1197488.56,100%
write,write,465,59520000,105.05,100.18,3.88,496285.36,100%
read,read,1090,139520000,63.09,54.48,9.09,1163607.25,100%
write,write,481,61568000,106.21,101.42,4.01,513481.73,100%
read,read,1085,138880000,62.75,54.47,9.05,1158607.8,100%
write,write,487,62336000,106.21,101.56,4.06,520038.71,100%
