Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,read,write,read,write,read,write,read,write,read,write,read,write,read,write,Min-Version,Version,Max-Version
09:32:35,281,130,35968000,16640000,10.56,15.53,7.58,11.3,56.11,25.96,7182108.63,3322683.71,100%,100%,0,0,0
09:32:40,294,118,37632000,15104000,10.45,16.27,7.43,12.14,58.69,23.56,7512876.82,3015372.33,100%,100%,1,1,1
09:32:45,307,111,39296000,14208000,10.31,16.4,7.35,12.15,61.34,22.18,7851348.65,2838761.24,100%,100%,2,2,2
09:32:50,281,127,35968000,16256000,10.31,16.54,7.17,12.24,56.07,25.34,7176376.7,3243415.8,100%,100%,3,3,3
09:32:55,287,109,36736000,13952000,11.14,16.45,8.05,12.13,57.31,21.77,7335463.26,2785942.49,100%,100%,4,4,4
09:33:00,303,111,38784000,14208000,10.35,16.64,7.28,12.42,60.56,22.19,7752148.71,2839896.06,100%,100%,5,5,5
09:33:05,280,118,35840000,15104000,10.71,16.81,7.6,12.51,56,23.6,7168000,3020800,100%,100%,6,6,6
09:33:10,271,128,34688000,16384000,10.47,16.87,7.53,12.88,54.1,25.55,6925134.76,3270912.36,100%,100%,7,7,7
09:33:15,278,123,35584000,15744000,10.45,16.89,7.51,12.72,55.57,24.59,7112532.48,3146911.85,100%,100%,8,8,8
09:33:20,271,127,34688000,16256000,10.59,16.7,7.77,12.64,54.1,25.35,6925134.76,3245358.35,100%,100%,9,9,9
09:33:25,277,122,35456000,15616000,10.61,16.8,7.54,12.55,55.34,24.38,7084115.88,3120079.92,100%,100%,10,10,10
09:33:30,278,123,35584000,15744000,10.51,16.79,7.72,12.62,55.53,24.57,7108270.08,3145025.97,100%,100%,11,11,11
09:33:35,282,122,36096000,15616000,10.37,16.87,7.64,12.66,56.38,24.39,7216313.47,3121951.22,100%,100%,12,12,12
09:33:40,287,118,36736000,15104000,10.49,16.69,7.48,12.46,57.4,23.6,7347200,3020800,100%,100%,13,13,13
09:33:45,280,121,35840000,15488000,10.54,16.81,7.42,12.5,55.96,24.18,7162270.18,3095123.9,100%,100%,14,14,14
09:33:50,264,122,33792000,15616000,11.14,16.75,8.15,12.48,52.74,24.37,6750299.64,3119456.65,100%,100%,15,15,15
09:33:55,297,114,38016000,14592000,10.32,16.72,7.33,12.57,59.38,22.79,7600159.94,2917233.11,100%,100%,16,16,16
09:34:00,271,117,34688000,14976000,11.12,16.83,8.11,12.62,54.19,23.4,6936212.76,2994601.08,100%,100%,17,17,17
09:34:05,285,102,36480000,13056000,11.46,16.97,8.28,12.64,56.93,20.38,7287255.29,2608070.32,100%,100%,18,18,18
09:34:10,266,127,34048000,16256000,10.57,17.13,7.58,12.83,53.16,25.38,6804156.67,3248601.12,100%,100%,19,19,19
09:34:15,272,122,34816000,15616000,10.66,17.1,7.67,12.82,54.35,24.38,6956243.76,3120079.92,100%,100%,20,20,20
09:34:20,277,122,35456000,15616000,10.55,16.96,7.69,12.7,55.3,24.36,7078458.77,3117588.34,100%,100%,21,21,21
09:34:25,283,101,36224000,12928000,11.62,16.89,8.54,12.61,56.54,20.18,7237562.44,2583016.98,100%,100%,22,22,22
09:34:30,262,121,33536000,15488000,11.23,16.89,8.37,12.7,52.36,24.18,6701838.53,3095123.9,100%,100%,23,23,23
09:34:35,261,134,33408000,17152000,10.41,16.99,7.48,12.81,52.13,26.76,6672258.84,3425604.15,100%,100%,24,24,24
09:34:40,296,97,37888000,12416000,11.33,16.9,8.25,12.69,59.14,19.38,7570029.97,2480719.28,100%,100%,25,25,25
09:34:45,279,120,35712000,15360000,10.62,16.94,7.57,12.53,55.66,23.94,7123877.92,3064033.51,100%,100%,26,26,26
09:34:50,249,132,31872000,16896000,10.5,16.88,7.39,12.52,51.18,27.13,6551284.69,3472970.2,100%,100%,27,27,27
