Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,115,14720000,573.81,568.23,0.98,124849.45,100%
write,write,43,5504000,1207.21,1201.98,0.36,46682.84,100%
read,read,111,14208000,841.01,835.41,0.95,121736.6,100%
write,write,41,5248000,569.59,564.61,0.35,44965.77,100%
read,read,87,11136000,921.85,913.7,0.73,93157.88,100%
write,write,42,5376000,936.52,931.57,0.35,44972.77,100%
read,read,95,12160000,596.2,590.28,0.86,109823.61,100%
write,write,35,4480000,1545.06,1539.46,0.32,40461.33,100%
read,read,78,9984000,511.68,505.88,0.65,83693.79,100%
write,write,45,5760000,1763.69,1757.62,0.38,48284.88,100%
read,read,133,17024000,475.01,468.41,1.14,146126.25,100%
write,write,63,8064000,846.33,841.05,0.54,69217.7,100%
read,read,100,12800000,892.23,886.16,0.87,111419.64,100%
write,write,26,3328000,986.69,981.88,0.23,28969.11,100%
read,read,78,9984000,859.33,851.55,0.66,84138.14,100%
write,write,31,3968000,1665.52,1660.35,0.26,33439.52,100%
read,read,95,12160000,552.51,546.84,0.79,101634,100%
write,write,34,4352000,1975.06,1969.82,0.28,36374.27,100%
read,read,100,12800000,621.2,615.81,0.87,111358.57,100%
write,write,35,4480000,1509.23,1503.6,0.3,38975.5,100%
read,read,102,13056000,570.66,561.85,0.86,110533.53,100%
write,write,37,4736000,1619.11,1614.16,0.31,40095.5,100%
read,read,120,15360000,513.37,506.22,1.05,134471.44,100%
write,write,54,6912000,974.31,968.48,0.47,60512.15,100%
read,read,83,10624000,1101.71,1095.92,0.71,90692.57,100%
write,write,30,3840000,856.53,851.33,0.26,32780.45,100%
read,read,81,10368000,603.32,593.62,0.68,87341.84,100%
write,write,40,5120000,1745.88,1740.78,0.34,43131.77,100%
read,read,80,10240000,881.51,876.1,0.68,86856.21,100%
write,write,27,3456000,1754.52,1749.26,0.23,29313.97,100%
read,read,72,9216000,644.19,638.42,0.62,78728.86,100%
write,write,22,2816000,3212.55,3207.59,0.19,24056.04,100%
