Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,187,23936000,393.6,386.81,1.56,200230.88,100%
write,write,76,9728000,604.32,598.86,0.64,81377.26,100%
read,read,184,23552000,374.86,368.59,1.55,198152.42,100%
write,write,73,9344000,683.18,678.12,0.61,78614.82,100%
read,read,176,22528000,396.32,390.37,1.48,188853.87,100%
write,write,70,8960000,707.47,702.21,0.59,75112.33,100%
read,read,203,25984000,347.08,340,1.72,220552.91,100%
write,write,67,8576000,706.67,701.4,0.57,72793.33,100%
read,read,158,20224000,382.34,375.77,1.32,169446.93,100%
write,write,78,9984000,755.62,750.08,0.65,83651.02,100%
read,read,132,16896000,416.28,410.11,1.11,142228.21,100%
write,write,72,9216000,886.64,881.58,0.61,77579.02,100%
read,read,158,20224000,491.39,484.82,1.32,169549.22,100%
write,write,62,7936000,671.56,666.65,0.52,66531.97,100%
read,read,165,21120000,343.42,336.53,1.41,180015.85,100%
write,write,59,7552000,1028.07,1023.44,0.5,64369.31,100%
read,read,160,20480000,471.7,463.77,1.34,171956.34,100%
write,write,63,8064000,692.44,687.11,0.53,67707.81,100%
read,read,177,22656000,381.3,374.34,1.52,194117.19,100%
write,write,74,9472000,664.95,659.99,0.63,81156.34,100%
read,read,130,16640000,417.91,411.4,1.09,139675.82,100%
write,write,65,8320000,996.89,991.77,0.55,69837.91,100%
read,read,157,20096000,462.28,454.69,1.36,174010.93,100%
write,write,57,7296000,752.61,747.35,0.49,63175.94,100%
read,read,187,23936000,307.08,300.71,1.56,200294.55,100%
write,write,83,10624000,747.87,742.81,0.69,88900.79,100%
read,read,144,18432000,382.34,373.95,1.23,157139.57,100%
write,write,58,7424000,1073.05,1068.03,0.49,63292.33,100%
read,read,192,24576000,367.82,360.27,1.62,207776.4,100%
write,write,81,10368000,588.26,582.83,0.68,87655.67,100%
read,read,131,16768000,408,401.38,1.11,142545.03,100%
write,write,68,8704000,943.78,938.49,0.58,73992.84,100%
read,read,185,23680000,347.15,339.65,1.59,203305.43,100%
write,write,58,7424000,900.69,895.57,0.5,63739,100%
read,read,187,23936000,385.56,378.43,1.59,203050.51,100%
write,write,59,7552000,775.78,770.8,0.5,64064.06,100%
read,read,161,20608000,396.05,389.65,1.36,174327.91,100%
write,write,61,7808000,892.52,887.57,0.52,66049.71,100%
read,read,171,21888000,426.23,419.19,1.44,184620.06,100%
write,write,67,8576000,681.43,676.46,0.57,72336.51,100%
read,read,157,20096000,469.04,462.64,1.32,169413.51,100%
write,write,78,9984000,576.54,571.62,0.66,84167.22,100%
read,read,163,20864000,396.39,389.42,1.37,175179.05,100%
write,write,81,10368000,672.58,667.69,0.68,87052.17,100%
read,read,204,26112000,313.43,306.43,1.71,218625.72,100%
write,write,80,10240000,693.65,688.41,0.67,85735.58,100%
read,read,154,19712000,389.2,381.08,1.29,165070.01,100%
write,write,66,8448000,901.05,896.14,0.55,70744.29,100%
read,read,125,16000000,532.22,522.14,1.05,134033.66,100%
write,write,66,8448000,800.64,795.56,0.55,70769.77,100%
read,read,152,19456000,410.25,403.15,1.31,168217.19,100%
write,write,70,8960000,761.33,755.34,0.61,77468.44,100%
read,read,182,23296000,414.23,408.07,1.54,197601.24,100%
write,write,71,9088000,598.51,593.51,0.6,77086.2,100%
read,read,172,22016000,344.64,337.77,1.48,188975.3,100%
write,write,80,10240000,715.16,710.16,0.69,87895.49,100%
read,read,161,20608000,403.73,396.39,1.36,173716.6,100%
write,write,61,7808000,879.02,874.21,0.51,65818.09,100%
read,read,175,22400000,349.51,342.68,1.5,191654.47,100%
