Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,2137,273536000,32.97,27.55,17.81,2279979.66,100%
write,write,911,116608000,54.25,49.56,7.59,971952.02,100%
read,read,2221,284288000,31.81,26.45,18.52,2370449.43,100%
write,write,924,118272000,53.23,48.49,7.7,986175.27,100%
read,read,2188,280064000,32.52,26.99,18.24,2334800.59,100%
write,write,926,118528000,52.58,47.94,7.72,988128.58,100%
read,read,2159,276352000,32.73,27.13,18,2303701.23,100%
write,write,941,120448000,52.28,47.57,7.84,1004068.02,100%
read,read,2130,272640000,32.92,27.47,17.75,2272170.41,100%
write,write,941,120448000,52.91,48.24,7.84,1003808.62,100%
read,read,2108,269824000,32.91,27.46,17.57,2249545.63,100%
write,write,940,120320000,53.69,48.94,7.84,1003118.07,100%
read,read,2152,275456000,31.91,26.39,17.94,2296442.65,100%
write,write,979,125312000,52.26,47.59,8.16,1044710.67,100%
read,read,2159,276352000,32.56,27.12,18,2304335.14,100%
write,write,939,120192000,52.74,47.96,7.83,1002209.68,100%
