Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,3,12000000,7609.33,5183.67,0.08,325821.34,100%
write,write,1,4000000,14001,7097,0.03,108607.11,100%
read,read,1,4000000,5010,1321,0.02,71555.07,100%
write,write,2,8000000,25445.5,18602.5,0.04,143110.14,100%
read,read,5,20000000,5935.2,2352.2,0.09,346296.36,100%
write,write,2,8000000,14038.5,7206,0.03,138518.54,100%
read,read,3,12000000,9634.67,5759,0.05,212014.13,100%
write,write,2,8000000,13846,6513,0.04,141342.76,100%
read,read,6,24000000,4878.83,1970.33,0.11,429038.77,100%
write,write,2,8000000,13332.5,5150,0.04,143012.92,100%
read,read,3,12000000,6339,1803.67,0.06,245398.77,100%
write,write,2,8000000,14941.5,7865.5,0.04,163599.18,100%
read,read,5,20000000,6963.4,4170.8,0.1,407439.85,100%
write,write,1,4000000,14269,6775,0.02,81487.97,100%
read,read,6,24000000,9012,3282.83,0.11,443844.43,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,12000000,5996.33,2316.67,0.1,399321.15,100%
write,write,1,4000000,12062,5603,0.03,133107.05,100%
read,read,5,20000000,5474.6,2346.8,0.09,355935.22,100%
write,write,2,8000000,14408.5,7176,0.04,142374.09,100%
read,read,7,28000000,6216.29,2288.86,0.12,480529.96,100%
write,write,1,4000000,14755,7676,0.02,68647.14,100%
read,read,4,16000000,9907.5,2213.5,0.07,283426.63,100%
write,write,1,4000000,16822,8812,0.02,70856.66,100%
read,read,4,16000000,8700.25,1688.25,0.11,459756.9,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,5,20000000,11324.2,8146.2,0.09,353225.83,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,4,16000000,7996.25,4662.5,0.07,266880.17,100%
write,write,2,8000000,13982.5,6866,0.03,133440.09,100%
read,read,6,24000000,6045.5,2677.67,0.12,477697.5,100%
write,write,1,4000000,13967,6369,0.02,79616.25,100%
read,read,4,16000000,5339.5,2311,0.08,331324.68,100%
write,write,2,8000000,13466.5,6219.5,0.04,165662.34,100%
read,read,1,4000000,7825,2761,0.02,79332.02,100%
write,write,2,8000000,21298,14405,0.04,158664.05,100%
read,read,5,20000000,6118.8,1871.4,0.09,346362.33,100%
write,write,2,8000000,13574.5,7130.5,0.03,138544.93,100%
read,read,3,12000000,13629.33,7711.33,0.05,218483.72,100%
write,write,1,4000000,14036,7100,0.02,72827.91,100%
read,read,4,16000000,8175.5,1976.75,0.12,489266.71,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,5,20000000,6001,2289.6,0.09,348863.58,100%
write,write,2,8000000,13662,6401,0.03,139545.43,100%
read,read,6,24000000,6110.17,2329.83,0.1,416818.63,100%
write,write,1,4000000,20918,13121,0.02,69469.77,100%
read,read,5,20000000,8648.8,5232,0.09,348820.99,100%
write,write,1,4000000,14092,7196,0.02,69764.2,100%
read,read,6,24000000,4583.5,1951.17,0.1,416218.65,100%
write,write,2,8000000,15080.5,7945,0.03,138739.55,100%
read,read,4,16000000,7860.5,2025,0.09,349512.87,100%
write,write,1,4000000,14336,6579,0.02,87378.22,100%
read,read,3,12000000,11457.33,7006.67,0.05,204394.48,100%
write,write,1,4000000,24338,18217,0.02,68131.49,100%
read,read,8,32000000,7082,3675.5,0.14,564812.2,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,6,24000000,5400.17,1903.83,0.13,508711.69,100%
write,write,1,4000000,14777,7049,0.02,84785.28,100%
read,read,1,4000000,9251,5518,0.02,69781.24,100%
write,write,2,8000000,24035.5,17285,0.03,139562.47,100%
read,read,4,16000000,10912.25,1658.5,0.07,285301.62,100%
write,write,1,4000000,12432,5948,0.02,71325.4,100%
read,read,6,24000000,5719.67,1887.67,0.13,516417.78,100%
write,write,1,4000000,12155,5687,0.02,86069.63,100%
read,read,4,16000000,9577.75,5701.25,0.07,296719.4,100%
write,write,1,4000000,15612,8173,0.02,74179.85,100%
read,read,1,4000000,4620,1364,0.02,80158.71,100%
write,write,3,12000000,15093.67,8737,0.06,240476.14,100%
read,read,4,16000000,7705.25,3103.5,0.07,267134.15,100%
write,write,1,4000000,29074,20965,0.02,66783.54,100%
read,read,6,24000000,7790,2368.5,0.13,513456.85,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,3,12000000,4778.67,2329.67,0.05,200528.06,100%
write,write,3,12000000,15168.33,8033,0.05,200528.06,100%
read,read,4,16000000,7879.25,4752.25,0.09,346710.58,100%
write,write,1,4000000,14629,6484,0.02,86677.65,100%
read,read,4,16000000,5269,2997.5,0.07,274838.53,100%
write,write,1,4000000,37140,30041,0.02,68709.63,100%
read,read,4,16000000,4586.25,2272.25,0.12,487909,100%
write,write,1,4000000,14448,8517,0.03,121977.25,100%
read,read,3,12000000,11603.67,5055,0.06,246163.95,100%
write,write,1,4000000,13936,6026,0.02,82054.65,100%
read,read,4,16000000,9153.75,2892.25,0.08,319974.4,100%
write,write,1,4000000,13389,5736,0.02,79993.6,100%
read,read,6,24000000,5226.17,1906.67,0.1,412583.81,100%
write,write,2,8000000,13406.5,7774,0.03,137527.94,100%
read,read,7,28000000,8296.57,3423.86,0.12,482126.87,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,5,20000000,5600.2,2646,0.09,362844.7,100%
write,write,2,8000000,13559.5,6269.5,0.04,145137.88,100%
read,read,6,24000000,5658.17,2103.5,0.12,469428.47,100%
write,write,1,4000000,17177,11137,0.02,78238.08,100%
read,read,7,28000000,8454.29,2567.57,0.12,473124.82,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,5,20000000,4826.6,2664.2,0.08,336587.01,100%
write,write,2,8000000,17643.5,10431,0.03,134634.8,100%
read,read,3,12000000,9563,7179.67,0.05,211939.24,100%
write,write,2,8000000,13965.5,5915.5,0.04,141292.83,100%
read,read,7,28000000,5653.71,2483.57,0.13,532076.62,100%
write,write,1,4000000,13048,5555,0.02,76010.95,100%
read,read,5,20000000,8970.6,5128.6,0.08,338363.67,100%
write,write,1,4000000,14255,8408,0.02,67672.73,100%
read,read,3,12000000,5903.33,2712.33,0.05,218150.09,100%
write,write,1,4000000,37298,30491,0.02,72716.7,100%
read,read,5,20000000,7600.4,4137,0.1,383832.96,100%
write,write,1,4000000,14104,6546,0.02,76766.59,100%
read,read,5,20000000,5984.8,2052.4,0.09,346374.33,100%
write,write,2,8000000,13908.5,6408,0.03,138549.73,100%
read,read,4,16000000,10180,6963,0.07,287428.59,100%
write,write,1,4000000,14946,7981,0.02,71857.15,100%
read,read,2,8000000,21927,10851,0.03,136274.59,100%
write,write,1,4000000,14850,9059,0.02,68137.3,100%
read,read,8,32000000,7264.12,1948.12,0.14,550651.32,100%
write,write,0,0,N/A,N/A,0,0,N/A
read,read,7,28000000,5637.14,2177.14,0.12,497441.73,100%
write,write,1,4000000,16828,9249,0.02,71063.1,100%
read,read,3,12000000,6033.67,1788.67,0.06,253426.54,100%
write,write,2,8000000,14625,7336.5,0.04,168951.03,100%
