Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,50,200000000,883.6,217.98,0.84,3364397.94,100%
write,write,18,72000000,848,250.67,0.3,1211183.26,100%
read,read,46,184000000,929.54,138.54,0.77,3068405.43,100%
write,write,18,72000000,955.78,386.61,0.3,1200680.39,100%
read,read,50,200000000,817.84,139.96,0.85,3397258.41,100%
write,write,17,68000000,1057.24,442.94,0.29,1155067.86,100%
read,read,55,220000000,810.98,162.27,0.94,3773649.63,100%
write,write,15,60000000,912.87,225.47,0.26,1029177.17,100%
read,read,43,172000000,920.51,165.12,0.72,2869057.55,100%
write,write,17,68000000,1197.94,408.24,0.28,1134278.57,100%
read,read,46,184000000,893.89,179.15,0.8,3182730.23,100%
write,write,19,76000000,878.42,251.95,0.33,1314605.96,100%
read,read,56,224000000,882.7,184.48,0.94,3765402.01,100%
write,write,9,36000000,1117.44,258.11,0.15,605153.89,100%
read,read,56,224000000,755.75,170.59,0.94,3744441.84,100%
write,write,22,88000000,795.41,280.64,0.37,1471030.72,100%
read,read,51,204000000,879.33,145.49,0.85,3410800.87,100%
write,write,18,72000000,831.33,230.22,0.3,1203812.07,100%
read,read,41,164000000,1035.02,157.1,0.69,2760617.44,100%
write,write,21,84000000,807.86,311,0.35,1413974.78,100%
read,read,58,232000000,858.52,146.53,0.97,3874221.4,100%
write,write,12,48000000,840.5,394.08,0.2,801563.05,100%
read,read,48,192000000,860.35,179.06,0.81,3221800.85,100%
write,write,21,84000000,871.05,219.86,0.35,1409537.87,100%
read,read,47,188000000,916.72,219.04,0.78,3135685.1,100%
write,write,18,72000000,937.06,403.44,0.3,1200900.68,100%
read,read,50,200000000,849.94,177.96,0.84,3355592.09,100%
write,write,19,76000000,900.05,350.53,0.32,1275125,100%
read,read,46,184000000,843.65,174.65,0.78,3112682.49,100%
write,write,24,96000000,845.96,312.08,0.41,1624008.26,100%
read,read,47,188000000,924.3,171.83,0.79,3148656.8,100%
write,write,18,72000000,903.5,315.28,0.3,1205868.56,100%
