Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:00:30,submitting @ 2017-11-10 17:00:30,authing @ 2017-11-10 17:00:30,launching @ 2017-11-10 17:00:30,running @ 2017-11-10 17:00:30,closing @ 2017-11-10 17:00:35,completed @ 2017-11-10 17:00:35
s2-prepare,prepare-write,prepare,6000,24000000000,1053.89,343.17,1080,1370,1640,1910,2500,4150,15.18,60738970.41,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:00:38,submitting @ 2017-11-10 17:00:38,authing @ 2017-11-10 17:00:38,launching @ 2017-11-10 17:00:38,running @ 2017-11-10 17:00:38,closing @ 2017-11-10 17:07:23,completed @ 2017-11-10 17:07:23
s3-main-1worker,read,read,279,1116000000,138.82,14.16,140,150,150,160,180,220,4.66,18636029.66,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:07:26,submitting @ 2017-11-10 17:07:26,authing @ 2017-11-10 17:07:26,launching @ 2017-11-10 17:07:26,running @ 2017-11-10 17:07:26,closing @ 2017-11-10 17:08:26,completed @ 2017-11-10 17:08:26
s3-main-1worker,write,write,136,544000000,155.42,25.35,160,170,170,170,180,180,2.27,9084229.51,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:07:26,submitting @ 2017-11-10 17:07:26,authing @ 2017-11-10 17:07:26,launching @ 2017-11-10 17:07:26,running @ 2017-11-10 17:07:26,closing @ 2017-11-10 17:08:26,completed @ 2017-11-10 17:08:26
s4-main-4workers,read,read,647,2588000000,268.95,46.57,240,340,470,530,750,1050,10.79,43148981.02,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:08:29,submitting @ 2017-11-10 17:08:29,authing @ 2017-11-10 17:08:29,launching @ 2017-11-10 17:08:29,running @ 2017-11-10 17:08:29,closing @ 2017-11-10 17:09:34,completed @ 2017-11-10 17:09:34
s4-main-4workers,write,write,277,1108000000,237.76,73.73,220,250,310,480,620,920,4.62,18473517.39,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:08:29,submitting @ 2017-11-10 17:08:29,authing @ 2017-11-10 17:08:29,launching @ 2017-11-10 17:08:29,running @ 2017-11-10 17:08:29,closing @ 2017-11-10 17:09:34,completed @ 2017-11-10 17:09:34
s5-main-8workers,read,read,653,2612000000,522.36,78.99,550,720,880,1020,1420,1800,10.96,43849706.55,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:09:37,submitting @ 2017-11-10 17:09:37,authing @ 2017-11-10 17:09:37,launching @ 2017-11-10 17:09:37,running @ 2017-11-10 17:09:37,closing @ 2017-11-10 17:10:42,completed @ 2017-11-10 17:10:42
s5-main-8workers,write,write,283,1132000000,478.46,153.15,510,680,800,870,1040,1770,4.75,19004261.8,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:09:37,submitting @ 2017-11-10 17:09:37,authing @ 2017-11-10 17:09:37,launching @ 2017-11-10 17:09:37,running @ 2017-11-10 17:09:37,closing @ 2017-11-10 17:10:42,completed @ 2017-11-10 17:10:42
s6-main-16workers,read,read,790,3160000000,874.8,170.48,920,1160,1390,1640,2170,3110,13.3,53185400.08,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:10:44,submitting @ 2017-11-10 17:10:45,authing @ 2017-11-10 17:10:45,launching @ 2017-11-10 17:10:45,running @ 2017-11-10 17:10:45,closing @ 2017-11-10 17:11:50,completed @ 2017-11-10 17:11:50
s6-main-16workers,write,write,286,1144000000,907.64,313.69,920,1230,1530,1800,2290,3040,4.81,19255968.09,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:10:44,submitting @ 2017-11-10 17:10:45,authing @ 2017-11-10 17:10:45,launching @ 2017-11-10 17:10:45,running @ 2017-11-10 17:10:45,closing @ 2017-11-10 17:11:50,completed @ 2017-11-10 17:11:50
s7-main-32workers,read,read,775,3100000000,1679.76,393.21,1710,2300,2810,3230,4240,5350,13.12,52472799.97,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:11:53,submitting @ 2017-11-10 17:11:53,authing @ 2017-11-10 17:11:53,launching @ 2017-11-10 17:11:53,running @ 2017-11-10 17:11:53,closing @ 2017-11-10 17:12:58,completed @ 2017-11-10 17:12:58
s7-main-32workers,write,write,310,1240000000,1895.98,837.36,1830,2540,3430,4140,4750,6660,5.25,20999662.86,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:11:53,submitting @ 2017-11-10 17:11:53,authing @ 2017-11-10 17:11:53,launching @ 2017-11-10 17:11:53,running @ 2017-11-10 17:11:53,closing @ 2017-11-10 17:12:58,completed @ 2017-11-10 17:12:58
s8-main-64workers,read,read,741,2964000000,3167.94,1000.68,3070,4560,6210,7660,9490,12840,12.9,51613413.95,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:13:01,submitting @ 2017-11-10 17:13:01,authing @ 2017-11-10 17:13:01,launching @ 2017-11-10 17:13:01,running @ 2017-11-10 17:13:01,closing @ 2017-11-10 17:14:07,completed @ 2017-11-10 17:14:07
s8-main-64workers,write,write,318,1272000000,4205.09,2680.2,3540,6250,8940,11400,15350,17770,5.52,22068504.72,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:13:01,submitting @ 2017-11-10 17:13:01,authing @ 2017-11-10 17:13:01,launching @ 2017-11-10 17:13:01,running @ 2017-11-10 17:13:01,closing @ 2017-11-10 17:14:07,completed @ 2017-11-10 17:14:07
s9-main-128workers,read,read,535,2140000000,7447.55,3034.8,6320,8500,15690,20420,23450,36410,10.15,40604352.62,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:14:09,submitting @ 2017-11-10 17:14:09,authing @ 2017-11-10 17:14:10,launching @ 2017-11-10 17:14:10,running @ 2017-11-10 17:14:10,closing @ 2017-11-10 17:15:15,completed @ 2017-11-10 17:15:15
s9-main-128workers,write,write,171,684000000,16377.46,9275.09,14780,16830,20920,30390,37150,37930,3.22,12893862.91,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:14:09,submitting @ 2017-11-10 17:14:09,authing @ 2017-11-10 17:14:10,launching @ 2017-11-10 17:14:10,running @ 2017-11-10 17:14:10,closing @ 2017-11-10 17:15:15,completed @ 2017-11-10 17:15:15
s10-main-256workers,read,read,716,2864000000,9053.12,4590.82,8500,11140,14710,16950,18880,25950,14.37,57470563.79,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:15:18,submitting @ 2017-11-10 17:15:18,authing @ 2017-11-10 17:15:19,launching @ 2017-11-10 17:15:19,running @ 2017-11-10 17:15:19,closing @ 2017-11-10 17:16:29,completed @ 2017-11-10 17:16:29
s10-main-256workers,write,write,236,944000000,27222.88,13987.35,27700,29680,31370,39030,44880,48330,4.59,18358386,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:15:18,submitting @ 2017-11-10 17:15:18,authing @ 2017-11-10 17:15:19,launching @ 2017-11-10 17:15:19,running @ 2017-11-10 17:15:19,closing @ 2017-11-10 17:16:29,completed @ 2017-11-10 17:16:29
s11-main-512workers,read,read,746,2984000000,18548.35,9393.94,19270,22550,26130,29080,33740,38470,21.19,84748188.44,100%,completed,waiting @ 2017-11-10 16:38:39,booting @ 2017-11-10 17:16:32,submitting @ 2017-11-10 17:16:32,authing @ 2017-11-10 17:16:34,launching @ 2017-11-10 17:16:35,running @ 2017-11-10 17:16:35,closing @ 2017-11-10 17:17:50,completed @ 2017-11-10 17:17:50
